Format Version,1.23,Take Name,heart_sim_output_1779085042,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-18 04:17:23 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.215733,-0.560083,-0.336166,0.059156,-0.549126,-0.337639,0.137445,-0.554604,-0.336902,0.144840,-0.586547,-0.274885,0.142778,-0.590286,-0.321556
1,0.1000,0.000000,0.000000,0.000000,0.215855,-0.565071,-0.337667,0.059241,-0.555147,-0.339218,0.137548,-0.560109,-0.338442,0.144962,-0.591536,-0.276387,0.143057,-0.594251,-0.322954
2,0.2000,0.000000,0.000000,0.000000,0.215904,-0.567067,-0.338268,0.059289,-0.557143,-0.339818,0.137597,-0.562105,-0.339043,0.145169,-0.592518,-0.276820,0.142948,-0.597271,-0.323658
3,0.3000,0.000000,0.000000,0.000000,0.215904,-0.567067,-0.338268,0.059289,-0.557143,-0.339818,0.137597,-0.562105,-0.339043,0.145169,-0.592518,-0.276820,0.143106,-0.596247,-0.323555
4,0.4000,0.000000,0.000000,0.000000,0.215855,-0.565071,-0.337667,0.059241,-0.555147,-0.339218,0.137548,-0.560109,-0.338442,0.144962,-0.591536,-0.276387,0.143057,-0.594251,-0.322954
5,0.5000,0.000000,0.000000,0.000000,0.215733,-0.560083,-0.336166,0.059156,-0.549126,-0.337639,0.137445,-0.554604,-0.336902,0.144998,-0.585534,-0.274718,0.142935,-0.589262,-0.321452
6,0.6000,0.000000,0.000000,0.000000,0.215904,-0.567067,-0.338268,0.059289,-0.557143,-0.339818,0.137597,-0.562105,-0.339043,0.145011,-0.593531,-0.276988,0.143106,-0.596247,-0.323555
7,0.7000,0.000000,0.000000,0.000000,0.216001,-0.571058,-0.339469,0.059387,-0.561134,-0.341020,0.137694,-0.566096,-0.340244,0.145266,-0.596509,-0.278022,0.143203,-0.600238,-0.324756
