Format Version,1.23,Take Name,MDC_data_1779783553,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-26 06:20:03 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Timestamp,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2026-05-26 18:20:03.965,0.000000,0.000000,0.000000,0.000000,0.069965,-0.090650,-0.318986,-0.126712,-0.094282,-0.320824,-0.028373,-0.092466,-0.319905,-0.032644,-0.111665,-0.250062,-0.068785,-0.006764,-0.300061
2026-05-26 18:20:04.065,0.100000,0.000000,0.000000,0.000000,0.069965,-0.090650,-0.318986,-0.127451,-0.094166,-0.321536,-0.028743,-0.092408,-0.320261,-0.032581,-0.110665,-0.250049,-0.069347,-0.086607,-0.295746
2026-05-26 18:20:04.165,0.200000,0.000000,0.000000,0.000000,0.069965,-0.090650,-0.318986,-0.126722,-0.094195,-0.321550,-0.028378,-0.092423,-0.320268,-0.032644,-0.111665,-0.250062,-0.069340,-0.085596,-0.295800
2026-05-26 18:20:04.265,0.300000,0.000000,0.000000,0.000000,0.069752,-0.091657,-0.318897,-0.126722,-0.094195,-0.321550,-0.028485,-0.092926,-0.320224,-0.032644,-0.111665,-0.250062,-0.068778,-0.005754,-0.300116
2026-05-26 18:20:04.365,0.400000,0.000000,0.000000,0.000000,0.069752,-0.091657,-0.318897,-0.126722,-0.094195,-0.321550,-0.028485,-0.092926,-0.320224,-0.032644,-0.111665,-0.250062,-0.068800,-0.008786,-0.299952
2026-05-26 18:20:04.465,0.500000,0.000000,0.000000,0.000000,0.069752,-0.091657,-0.318897,-0.126633,-0.095301,-0.320731,-0.028440,-0.093479,-0.319814,-0.032644,-0.111665,-0.250062,-0.068792,-0.007775,-0.300006
2026-05-26 18:20:04.565,0.599999,0.000000,0.000000,0.000000,0.069965,-0.090650,-0.318986,-0.126712,-0.094282,-0.320824,-0.028373,-0.092466,-0.319905,-0.032644,-0.111665,-0.250062,-0.069340,-0.085596,-0.295800
