Format Version,1.23,Take Name,heart_sim_output_1778732977,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-14 02:29:37 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,,,,,,,,,,0.097222,-0.610223,-0.338860,-0.072285,-0.498688,-0.380665
1,0.1000,0.000000,0.000000,0.000000,,,,,,,,,,0.096721,-0.598164,-0.336205,-0.058931,-0.568368,-0.418824
2,0.2000,0.000000,0.000000,0.000000,,,,,,,,,,0.096762,-0.599169,-0.336427,0.899477,-0.250671,-0.290257
3,0.3000,0.000000,0.000000,0.000000,,,,,,,,,,0.096679,-0.597159,-0.335984,-0.140047,-0.421480,-0.353938
4,0.4000,0.000000,0.000000,0.000000,,,,,,,,,,0.096512,-0.593140,-0.335099,-0.067117,-0.476303,-0.377023
5,0.5000,0.000000,0.000000,0.000000,,,,,,,,,,0.096428,-0.591130,-0.334657,0.407952,-0.847517,-0.284701
6,0.6000,0.000000,0.000000,0.000000,,,,,,,,,,0.096929,-0.603189,-0.337311,0.901891,-0.254645,-0.298746
7,0.7000,0.000000,0.000000,0.000000,,,,,,,,,,0.096261,-0.587110,-0.333772,0.351626,-0.913914,-0.284883
8,0.8000,0.000000,0.000000,0.000000,,,,,,,,,,0.096554,-0.594145,-0.335321,0.349183,-0.922694,-0.284613
9,0.9000,0.000000,0.000000,0.000000,,,,,,,,,,0.096929,-0.603189,-0.337311,0.920646,-0.227176,-0.289956
10,1.0000,0.000000,0.000000,0.000000,,,,,,,,,,,,,0.912015,-0.224030,-0.290268
11,1.1000,0.000000,0.000000,0.000000,,,,,,,,,,,,,0.349471,-0.920761,-0.283498
12,1.2000,0.000000,0.000000,0.000000,,,,,,,,,,,,,0.404627,-0.861131,-0.286673
13,1.3000,0.000000,0.000000,0.000000,,,,,,,,,,,,,0.906862,-0.242082,-0.300664
