Format Version,1.23,Take Name,cam1_output_1778833303,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-15 06:21:44 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.215089,-0.587769,-0.264968,0.067567,-0.589823,-0.271024,0.141328,-0.588796,-0.267996,0.149475,-0.609902,-0.204246,0.149384,-0.619947,-0.250683
1,0.1000,0.000000,0.000000,0.000000,0.215469,-0.591742,-0.265880,0.067947,-0.593796,-0.271936,0.141708,-0.592769,-0.268908,0.149001,-0.613899,-0.205126,0.149763,-0.623919,-0.251595
2,0.2000,0.000000,0.000000,0.000000,0.215279,-0.589755,-0.265424,0.067757,-0.591810,-0.271480,0.141518,-0.590783,-0.268452,0.149665,-0.611888,-0.204702,0.149574,-0.621933,-0.251139
3,0.3000,0.000000,0.000000,0.000000,0.214994,-0.586776,-0.264739,0.067472,-0.588830,-0.270796,0.141233,-0.587803,-0.267768,0.149380,-0.608909,-0.204018,0.149289,-0.618953,-0.250455
4,0.4000,0.000000,0.000000,0.000000,0.215383,-0.587755,-0.265206,0.067662,-0.590817,-0.271252,0.141522,-0.589286,-0.268229,0.149537,-0.610878,-0.205329,0.149479,-0.620940,-0.250911
5,0.5000,0.000000,0.000000,0.000000,0.215478,-0.588749,-0.265434,0.067682,-0.590811,-0.271502,0.141580,-0.589780,-0.268468,0.149665,-0.611888,-0.204702,0.149574,-0.621933,-0.251139
6,0.6000,0.000000,0.000000,0.000000,0.214908,-0.582790,-0.264066,0.067187,-0.585851,-0.270112,0.141048,-0.584320,-0.267089,0.149095,-0.605929,-0.203334,0.149004,-0.615974,-0.249771
7,0.7000,0.000000,0.000000,0.000000,0.214614,-0.582803,-0.263827,0.067092,-0.584858,-0.269884,0.140853,-0.583830,-0.266856,0.148146,-0.604961,-0.203074,0.148909,-0.614981,-0.249543
