Format Version,1.23,Take Name,heart_sim_output_1779080334,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-18 02:58:55 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.278006,-0.545310,-0.299888,0.119980,-0.553731,-0.302630,0.198993,-0.549521,-0.301259,0.208971,-0.571648,-0.235454,0.322303,-0.292137,-0.145980
1,0.1000,0.000000,0.000000,0.000000,0.277516,-0.541375,-0.298895,0.119686,-0.548792,-0.301633,0.198601,-0.545084,-0.300264,0.208677,-0.566709,-0.234457,0.321428,-0.283233,-0.144425
2,0.2000,0.000000,0.000000,0.000000,0.277574,-0.542363,-0.299095,0.119745,-0.549780,-0.301832,0.198660,-0.546071,-0.300463,0.208832,-0.566626,-0.235610,0.323403,-0.281218,-0.144275
3,0.3000,0.000000,0.000000,0.000000,0.277751,-0.545326,-0.299693,0.119921,-0.552744,-0.302430,0.198836,-0.549035,-0.301062,0.208912,-0.570660,-0.235254,0.322244,-0.291149,-0.145780
4,0.4000,0.000000,0.000000,0.000000,0.277692,-0.544338,-0.299493,0.119863,-0.551756,-0.302231,0.198777,-0.548047,-0.300862,0.208981,-0.568674,-0.234982,0.323908,-0.288154,-0.145361
5,0.5000,0.000000,0.000000,0.000000,0.277927,-0.548290,-0.300291,0.120098,-0.555707,-0.303028,0.199012,-0.551998,-0.301660,0.209088,-0.573624,-0.235852,0.322993,-0.291126,-0.145990
6,0.6000,0.000000,0.000000,0.000000,0.277692,-0.544338,-0.299493,0.118820,-0.551769,-0.302201,0.198256,-0.548054,-0.300847,0.208853,-0.569673,-0.235055,0.320867,-0.283322,-0.143251
7,0.7000,0.000000,0.000000,0.000000,0.278006,-0.545310,-0.299888,0.119980,-0.553731,-0.302630,0.198993,-0.549521,-0.301259,0.209035,-0.571149,-0.235417,0.712192,-0.119198,-0.294731
