start_time_iso=2026-06-03T18:26:58.090
time_sec,Endo_mm,Trans_mm,Epi_mm
111.5,242.25390625,240.93515625,233.984375
111.601,242.29765625,240.97578124999998,234.009375
111.701,242.33828125000002,241.02890625,234.021875
111.801,242.37265625,241.09453125,234.021875
111.9,242.40078125,241.17578125,234.009375
112.001,242.43203125000002,241.24140625,233.996875
112.1,242.46640624999998,241.31640625,233.98749999999998
112.2,242.51328124999998,241.39765625,233.978125
112.301,242.55703125,241.46640624999998,233.96875
112.4,242.59453125,241.54765625,233.953125
112.501,242.61953125,241.63789062499998,233.92499999999998
112.601,242.63515625000002,241.734765625,233.890625
112.7,242.64140625,241.847265625,233.84375
112.8,242.64140625,241.947265625,233.80937500000002
112.9,242.63515625000002,242.056640625,233.76875
113.001,242.61640625,242.153515625,233.725
113.101,242.59453125,242.259765625,233.68125
113.201,242.57265625,242.416015625,233.62812499999998
113.301,242.55390625,242.64687500000002,233.562890625
113.4,242.54140625,242.975,233.475390625
113.5,242.53203125,243.296875,233.406640625
113.601,242.52265624999998,243.65,233.32539062499998
113.7,242.51953125,244.00625,233.259765625
113.801,242.51328124999998,244.328125,233.203515625
113.901,242.51328124999998,244.66875,233.150390625
114.001,242.52890625,244.99375,233.109765625
114.102,242.57578125,245.215625,233.097265625
114.2,242.63515625000002,245.425,233.091015625
114.3,242.71953125000002,245.575,233.106640625
114.401,242.841796875,245.68437500000002,233.16289062500002
114.501,243.001171875,245.721875,233.244140625
114.601,243.216796875,245.70624999999998,233.359765625
114.701,243.46328125,245.63125,233.509765625
114.802,243.71015625,245.51875,233.696875
114.901,243.94765625,245.353125,233.95625
115.0,244.13789062499998,245.175,234.159375
115.101,244.347265625,244.94375,234.46562500000002
115.201,244.578125,244.70624999999998,234.76875
115.3,244.809375,244.52812500000002,235.065234375
115.401,245.080859375,244.34062500000002,235.43085937499998
115.501,245.365234375,244.165625,235.802734375
115.6,245.64921875000002,244.015625,236.13984374999998
115.701,245.93984375,243.89687500000002,236.46484375
115.801,246.239453125,243.828125,236.66484375
115.901,246.55820312499998,243.771875,236.92109375
116.001,246.8203125,243.75625,237.05234375
116.101,247.0890625,243.75625,237.19609375000002
116.201,247.36679687499998,243.79375000000002,237.308984375
116.301,247.598046875,243.853125,237.380859375
116.401,247.80390625,243.93437500000002,237.42460937500002
116.501,247.92265625000002,244.0,237.42460937500002
116.601,247.97890625,244.09375,237.362109375
116.701,247.99140624999998,244.203125,237.258984375
116.801,247.99140624999998,244.284375,237.19921875
116.901,248.02265625,244.378125,237.18671875
117.001,248.12578125000002,244.546875,237.268359375
117.1,248.19453124999998,244.671875,237.333984375
117.201,248.11328125,244.59375,237.262109375
117.3,247.80078125,244.25312499999998,237.02734375
117.401,247.257421875,243.5,236.49609375
117.501,246.56757812499998,242.70625,236.012109375
117.602,245.76796875000002,241.859765625,235.43085937499998
117.701,244.921875,241.17890624999998,234.92460937500002
117.8,243.93828125,240.54140625,234.42499999999998
117.901,242.80742187500002,239.863671875,233.821875
118.0,241.81914062500002,239.3859375,233.42226562500002
118.101,240.79999999999998,238.8890625,232.891015625
118.201,239.73984374999998,238.45781250000002,232.25703124999998
118.3,238.811328125,238.13945312500002,231.81640625
118.401,237.89218749999998,237.761328125,231.34765625
118.501,237.129296875,237.320703125,230.988671875
118.601,236.49453125,236.83671875000002,230.723046875
118.701,235.93203125,236.29921875000002,230.49492187500002
118.801,235.39140625,235.80234375,230.33867187500002
118.9,234.77265624999998,235.20546875,230.129296875
119.001,234.19765625,234.720703125,229.998046875
119.1,233.59765625,234.13945312500002,229.854296875
119.201,232.98203125,233.451953125,229.726171875
119.301,232.33828125,232.60195312500002,229.601171875
119.4,231.68828125,231.5640625,229.4671875
119.501,231.03828125,230.58281250000002,229.3828125
119.6,230.35703125,229.4171875,229.3046875
119.701,229.598046875,228.03281249999998,229.2671875
119.801,228.892578125,226.6328125,229.2765625
119.901,228.12421874999998,225.08281250000002,229.3078125
120.0,227.35312499999998,223.5578125,229.3265625
120.101,226.578515625,222.1984375,229.3046875
120.201,225.80117187500002,220.8703125,229.2578125
120.3,225.0328125,219.63007812499998,229.19218750000002
120.401,224.245703125,218.483203125,229.1078125
120.501,223.45273437499998,217.492578125,228.99531249999998
120.601,222.65625,216.69921875,228.8609375
120.7,221.806640625,215.902734375,228.6828125
120.802,221.03203125000002,215.230859375,228.5390625
120.901,220.23554687499998,214.3125,228.3515625
121.001,219.4484375,213.441015625,228.20156250000002
121.101,218.645703125,212.45703125,228.0203125
121.201,217.837109375,211.473046875,227.83320312499998
121.3,217.021484375,210.49453125,227.648828125
121.401,216.11796875,209.28515625,227.43632812500002
121.5,215.30820312499998,208.375390625,227.28632812499998
121.601,214.4046875,207.4,227.011328125
121.7,213.623046875,206.909375,226.773828125
121.8,212.83242187500002,206.63398437499998,226.44257812499998
121.901,212.03203125,206.502734375,226.07109375000002
122.0,211.247265625,206.393359375,225.71484375
122.101,210.466015625,206.19648437499998,225.39609375
122.201,209.675390625,205.97148437500002,225.07421875
122.301,208.9625,205.796484375,224.83671875
122.4,208.16875000000002,205.57773437499998,224.540234375
122.501,207.334375,205.39921875,224.27460937499998
122.601,206.425,205.23671875,223.968359375
122.7,205.49648437500002,205.06484375,223.671484375
122.801,204.562109375,204.81171875,223.396484375
122.9,203.65390624999998,204.40546875,223.174609375
123.001,202.676953125,203.80546875,223.00273437500002
123.101,201.74335937499998,203.155078125,222.84921875
123.2,200.969140625,202.605078125,222.69921875
123.3,200.45390625000002,202.270703125,222.51171875
123.401,200.188671875,202.108203125,222.30546875000002
123.502,200.085546875,202.048828125,222.09296875
123.602,200.03593750000002,202.020703125,221.88359375
123.7,199.9703125,201.98320312500002,221.68984375
123.804,199.9546875,201.973828125,221.48671875
123.9,199.9703125,201.98007812499998,221.30546875000002
124.0,199.99531249999998,201.995703125,221.11796875000002
124.101,199.9578125,201.992578125,220.99921875
124.201,199.7296875,201.94257812499998,220.88046875
124.301,199.564453125,201.911328125,220.80234374999998
124.4,199.7234375,201.94257812499998,220.71445312499998
124.5,200.48515625,202.080078125,220.601953125
124.601,201.868359375,202.25507812499998,220.442578125
124.7,203.56015625,202.54570312500002,220.283203125
124.801,205.33085937500002,203.00820312500002,220.236328125
124.9,206.66875000000002,203.70859375,220.31132812500002
125.001,207.93437500000002,204.93359375,220.539453125
125.101,209.1625,206.099609375,220.78359375
125.2,210.456640625,207.140625,221.10859375
125.301,211.96328125,207.69375000000002,221.47109375
125.401,213.654296875,207.77499999999998,221.89921875
125.501,215.511328125,207.671875,222.45859374999998
125.602,217.133984375,207.728125,222.84609375
125.701,218.698828125,208.194140625,223.296484375
125.801,220.23554687499998,209.003515625,223.74960937499998
125.9,221.678515625,209.93828125,224.20585937500002
126.0,223.043359375,210.898046875,224.75273437500002
126.101,224.28945312500002,211.566796875,225.22109375
126.201,225.38554687500002,212.16953124999998,225.77109375
126.301,226.387890625,212.71640624999998,226.35234375
126.401,227.36875,213.275390625,226.94570312500002
126.503,228.42421875,213.896875,227.592578125
126.601,229.4671875,214.471875,228.2640625
126.7,230.49453125,215.130859375,229.0296875
126.801,231.47265625,215.84648437500002,229.582421875
126.9,232.29765625000002,216.75546875,230.066796875
127.0,233.02265624999998,217.983203125,230.519921875
127.101,233.64453125,219.10820312500002,230.804296875
127.201,234.24140625,220.339453125,231.12265625
127.3,234.84453125,221.51718749999998,231.46015624999998
127.4,235.42265625,222.6859375,231.79453124999998
127.501,235.99140625,223.9546875,232.16328124999998
127.6,236.50703125,224.99843750000002,232.42226562500002
127.7,237.02265624999998,226.2203125,232.744140625
127.801,237.47304687500002,227.1796875,232.997265625
127.901,237.9046875,228.2203125,233.259765625
128.001,238.2953125,229.2328125,233.487890625
128.101,238.620703125,230.20156250000002,233.6625
128.201,238.880078125,231.15156249999998,233.790625
128.301,239.101953125,232.155078125,233.896875
128.401,239.28359375,232.93320312499998,233.95
128.501,239.46171875,233.73320312500002,233.98749999999998
128.604,239.60546875,234.358203125,233.990625
128.701,239.72421875,234.948828125,233.96875
128.8,239.83984375,235.49921874999998,233.93125
128.9,239.958984375,236.00546875,233.884375
129.001,240.07773437499998,236.48046875,233.8
129.101,240.180859375,236.82734375,233.73125
129.2,240.28398437500002,237.22109375,233.640625
129.301,240.37773437500002,237.539453125,233.58437500000002
129.4,240.465234375,237.876953125,233.519140625
129.502,240.549609375,238.192578125,233.45976562500002
129.601,240.637109375,238.4828125,233.416015625
129.701,240.73125000000002,238.7890625,233.391015625
129.801,240.82187499999998,239.00468750000002,233.394140625
129.9,240.91875,239.2296875,233.406640625
130.001,241.015625,239.607421875,233.431640625
130.102,241.10625,239.65117187500002,233.434765625
130.2,241.19062499999998,239.838671875,233.441015625
130.301,241.27499999999998,240.032421875,233.453515625
130.4,241.35625,240.17304687499998,233.469140625
130.501,241.444140625,240.30742187500002,233.497265625
130.6,241.537890625,240.42304687499998,233.537890625
130.701,241.63164062500002,240.51640625000002,233.58437500000002
130.8,241.72539062500002,240.60078125,233.634375
130.9,241.812890625,240.67578125,233.6875
131.0,241.903515625,240.73515625,233.746875
131.1,241.991015625,240.78203125,233.803125
131.2,242.072265625,240.82890625,233.859375
131.301,242.14453125,240.86953125,233.90625
131.401,242.20078125,240.90390625,233.946875
131.501,242.25390625,240.93515625,233.98749999999998
131.601,242.29765625,240.97578124999998,234.009375
131.7,242.33828125000002,241.02890625,234.021875
131.801,242.37265625,241.09453125,234.021875
131.901,242.40078125,241.17578125,234.009375
132.0,242.43203125000002,241.24140625,233.996875
132.1,242.46640624999998,241.31640625,233.98749999999998
132.201,242.51015625,241.39140625,233.978125
132.301,242.55703125,241.46640624999998,233.96875
132.401,242.59453125,241.55703125,233.946875
132.501,242.61953125,241.63789062499998,233.92499999999998
132.6,242.63515625000002,241.734765625,233.890625
132.701,242.64140625,241.837890625,233.853125
132.8,242.64140625,241.944140625,233.80937500000002
132.9,242.63828125,242.056640625,233.76875
133.0,242.61953125,242.150390625,233.725
133.101,242.59453125,242.262890625,233.678125
133.201,242.57265625,242.431640625,233.61874999999998
133.301,242.55390625,242.64687500000002,233.562890625
133.401,242.54140625,242.97812499999998,233.475390625
133.501,242.53203125,243.296875,233.406640625
133.601,242.52265624999998,243.65,233.331640625
133.7,242.51953125,243.97812499999998,233.266015625
133.801,242.51328124999998,244.328125,233.203515625
133.901,242.51328124999998,244.69375,233.141015625
134.001,242.52890625,244.98125000000002,233.109765625
134.101,242.57578125,245.2125,233.097265625
134.2,242.64140625,245.4375,233.094140625
134.301,242.71953125000002,245.571875,233.106640625
134.4,242.835546875,245.678125,233.156640625
134.501,243.001171875,245.721875,233.25351562499998
134.6,243.223046875,245.703125,233.362890625
134.701,243.47265625,245.61875,233.541015625
134.801,243.71015625,245.51875,233.69375
134.9,243.93203125,245.365625,233.940625
135.001,244.14101562500002,245.175,234.159375
135.1,244.34414062500002,244.946875,234.440625
135.2,244.565625,244.721875,234.753125
135.301,244.809375,244.52812500000002,235.065234375
135.4,245.077734375,244.328125,235.480859375
135.501,245.365234375,244.165625,235.802734375
135.601,245.65234375,244.015625,236.13984374999998
135.701,245.95859375,243.9,236.45859375
135.801,246.236328125,243.828125,236.66484375
135.901,246.536328125,243.77812500000002,236.87421875
136.001,246.82343749999998,243.75625,237.05546875
136.101,247.0890625,243.75625,237.19609375000002
136.201,247.351171875,243.790625,237.305859375
136.3,247.594921875,243.853125,237.380859375
136.401,247.80703125,243.93437500000002,237.42460937500002
136.501,247.92265625000002,244.0,237.42148437499998
136.601,247.97890625,244.10000000000002,237.349609375
136.701,247.99140624999998,244.196875,237.271484375
136.801,247.99140624999998,244.284375,237.19921875
136.901,248.02265625,244.375,237.18671875
137.001,248.12578125000002,244.54375000000002,237.265234375
137.101,248.19453124999998,244.671875,237.33710937499998
137.201,248.11015625,244.59375,237.258984375
137.302,247.79453125,244.24375,237.02734375
137.401,247.254296875,243.496875,236.49609375
137.501,246.56132812500002,242.7,236.005859375
137.6,245.78359375,241.875390625,235.440234375
137.702,244.909375,240.494921875,234.38125000000002
137.818,243.75703125,240.432421875,234.340625
137.9,242.87617187499998,239.938671875,233.92499999999998
138.0,241.800390625,239.3421875,233.37226562499998
138.101,240.79999999999998,238.89531250000002,232.900390625
138.201,239.77109375,238.4703125,232.27578125
138.301,238.80195312499998,238.142578125,231.81953124999998
138.401,237.8984375,237.764453125,231.35078125
138.5,237.132421875,237.311328125,230.982421875
138.6,236.49765625,236.84609375,230.726171875
138.702,235.93515625,236.33671875000002,230.519921875
138.801,235.39140625,235.81171875,230.341796875
138.9,234.79765625,235.26171875,230.16054687500002
139.0,234.19765625,234.68320312499998,229.979296875
139.101,233.59453125,234.13632812499998,229.854296875
139.2,232.94765625,233.361328125,229.701171875
139.3,232.35078125,232.617578125,229.604296875
139.401,231.70390625000002,231.6578125,229.48593749999998
139.5,231.04140625,230.5921875,229.3828125
139.601,230.35703125,229.4140625,229.3046875
139.701,229.61054687499998,227.9609375,229.2671875
139.801,228.886328125,226.6203125,229.2765625
139.901,228.12421874999998,225.07968749999998,229.3078125
140.001,227.3125,223.4078125,229.3265625
140.1,226.581640625,222.1984375,229.3046875
140.202,225.79804687499998,220.86406250000002,229.2578125
140.301,224.9859375,219.539453125,229.1859375
140.401,224.248828125,218.486328125,229.1078125
140.501,223.40898437500002,217.389453125,228.9734375
140.6,222.66250000000002,216.70546875,228.8609375
140.701,221.847265625,215.98359375,228.7046875
140.801,221.03828124999998,215.240234375,228.54218749999998
140.9,220.244921875,214.38437499999998,228.37656249999998
141.0,219.4515625,213.444140625,228.2046875
141.101,218.648828125,212.46328125,228.0203125
141.201,217.84335937499998,211.476171875,227.83320312499998
141.303,216.99296875,210.46328125,227.642578125
141.4,216.17109374999998,209.42578125,227.473828125
141.501,215.298828125,208.297265625,227.255078125
141.6,214.46406249999998,207.5,227.064453125
141.701,213.57929687499998,206.86874999999998,226.71757812500002
141.801,212.82929687499998,206.63398437499998,226.439453125
141.901,212.03515625,206.502734375,226.07109375000002
142.001,211.244140625,206.390234375,225.71171875000002
142.101,210.462890625,206.19648437499998,225.39609375
142.2,209.694140625,205.977734375,225.06484375
142.3,208.965625,205.79335937500002,224.83359375
142.401,208.18125,205.596484375,224.562109375
142.5,207.340625,205.38671875,224.237109375
142.601,206.43125,205.23984375,223.968359375
142.7,205.49648437500002,205.06484375,223.671484375
142.801,204.53125,204.79921875000002,223.387109375
142.901,203.64453125,204.39921875,223.171484375
143.001,202.626953125,203.77109375,222.983984375
143.1,201.746484375,203.158203125,222.85234375
143.2,200.928515625,202.576953125,222.67734375
143.3,200.45390625000002,202.270703125,222.51484374999998
143.401,200.191796875,202.108203125,222.30546875000002
143.501,200.085546875,202.048828125,222.09296875
143.601,200.03593750000002,202.023828125,221.88671875
143.702,199.9703125,201.98007812499998,221.66171874999998
143.801,199.9546875,201.973828125,221.49296875
143.902,199.9703125,201.98320312500002,221.30234374999998
144.001,199.99531249999998,201.998828125,221.10859375
144.1,199.9609375,201.992578125,220.99609375
144.2,199.73593749999998,201.945703125,220.89296875
144.301,199.564453125,201.911328125,220.80234374999998
144.402,199.7265625,201.94257812499998,220.71445312499998
144.501,200.53203125,202.095703125,220.576953125
144.6,201.874609375,202.25507812499998,220.436328125
144.701,203.58515625,202.55195312499998,220.283203125
144.801,205.255859375,202.970703125,220.236328125
144.901,206.66875000000002,203.70546875,220.31132812500002
145.001,207.93125,204.84921875,220.508203125
145.101,209.153125,206.090234375,220.78359375
145.2,210.459765625,207.14374999999998,221.11171875
145.3,212.04453125,207.721875,221.52421875
145.401,213.641796875,207.77499999999998,221.89609375
145.5,215.417578125,207.675,222.43046875
145.601,217.124609375,207.725,222.84296875
145.701,218.695703125,208.194140625,223.296484375
145.8,220.216796875,208.994140625,223.743359375
145.901,221.69101562499998,209.97578124999998,224.221484375
146.001,223.07148437499998,210.91679687500002,224.765234375
146.101,224.292578125,211.569921875,225.21484375
146.201,225.38242187499998,212.16640625,225.76796875
146.3,226.40351562499998,212.76015625,226.405078125
146.4,227.365625,213.27226562500002,226.94257812499998
146.5,228.38671875,213.878125,227.567578125
146.601,229.4640625,214.471875,228.2609375
146.701,230.50078125000002,215.09648437500002,228.95156250000002
146.801,231.49453125,215.908984375,229.66054687500002
146.901,232.30390625,216.76171875,230.073046875
147.003,233.02265624999998,217.983203125,230.519921875
147.101,233.64453125,219.111328125,230.804296875
147.2,234.23828125,220.336328125,231.12265625
147.3,234.83828125,221.5109375,231.45703125
147.4,235.42578125,222.7171875,231.80078125
147.5,235.98515625,223.9453125,232.16015625
147.6,236.51640625000002,225.02031250000002,232.425390625
147.7,237.00078125,226.1015625,232.728515625
147.801,237.488671875,227.2359375,233.009765625
147.9,237.9046875,228.2140625,233.259765625
148.0,238.2921875,229.2234375,233.484765625
148.1,238.620703125,230.1953125,233.6625
148.201,238.880078125,231.15156249999998,233.790625
148.3,239.09257812500002,232.058203125,233.884375
148.4,239.28046875,232.901953125,233.946875
148.501,239.46171875,233.723828125,233.98749999999998
148.6,239.60234375,234.336328125,233.990625
148.7,239.72421875,234.945703125,233.96875
148.801,239.84296874999998,235.53671875,233.928125
148.901,239.958984375,236.00859375,233.88125000000002
149.001,240.071484375,236.43984375,233.8125
149.101,240.180859375,236.82734375,233.73125
149.201,240.28085937499998,237.18984375,233.65
149.301,240.380859375,237.583203125,233.57539062499998
149.401,240.465234375,237.876953125,233.519140625
149.5,240.552734375,238.217578125,233.450390625
149.601,240.633984375,238.4828125,233.416015625
149.701,240.725,238.75468750000002,233.394140625
149.801,240.82187499999998,239.00468750000002,233.394140625
149.901,240.91875,239.2296875,233.406640625
150.002,241.01875,239.466796875,233.425390625
150.101,241.103125,239.648046875,233.434765625
150.2,241.19062499999998,239.841796875,233.441015625
150.302,241.27499999999998,240.026171875,233.450390625
150.4,241.35625,240.17304687499998,233.46601562499998
150.503,241.447265625,240.310546875,233.497265625
150.601,241.537890625,240.419921875,233.537890625
150.701,241.63164062500002,240.51640625000002,233.5875
150.801,241.72539062500002,240.60703125,233.640625
150.901,241.81601562499998,240.67578125,233.6875
151.0,241.903515625,240.73515625,233.746875
151.1,241.991015625,240.78515625,233.80625
151.2,242.072265625,240.82578125,233.85625
151.301,242.14453125,240.86953125,233.90625
151.401,242.20078125,240.90390625,233.946875
151.501,242.25390625,240.93515625,233.98749999999998
151.601,242.29765625,240.97578124999998,234.009375
151.701,242.33828125000002,241.02890625,234.021875
151.801,242.37265625,241.09765625,234.021875
151.901,242.40078125,241.16640625,234.01250000000002
152.0,242.43203125000002,241.24140625,233.996875
152.101,242.46640624999998,241.31640625,233.98749999999998
152.201,242.51015625,241.39140625,233.978125
152.3,242.55703125,241.47578124999998,233.96562500000002
152.401,242.59453125,241.54765625,233.953125
152.501,242.61953125,241.653515625,233.91875000000002
152.601,242.63515625000002,241.734765625,233.890625
152.7,242.64140625,241.837890625,233.853125
152.801,242.64140625,241.947265625,233.80937500000002
152.901,242.63515625000002,242.056640625,233.76875
153.001,242.61640625,242.159765625,233.71875
153.101,242.59453125,242.259765625,233.678125
153.201,242.57265625,242.416015625,233.62812499999998
153.302,242.55390625,242.66875,233.55351562500002
153.401,242.54140625,242.953125,233.487890625
153.5,242.53203125,243.29375000000002,233.406640625
153.601,242.52265624999998,243.65,233.32539062499998
153.7,242.51953125,243.97812499999998,233.266015625
153.801,242.51328124999998,244.36875,233.194140625
153.901,242.51328124999998,244.671875,233.147265625
154.001,242.52890625,245.0,233.106640625
154.101,242.57578125,245.2125,233.097265625
154.201,242.63828125,245.415625,233.091015625
154.3,242.71953125000002,245.571875,233.106640625
154.402,242.838671875,245.68124999999998,233.156640625
154.5,243.00742187499998,245.721875,233.259765625
154.601,243.21992187499998,245.703125,233.36601562500002
154.7,243.46015625,245.63125,233.509765625
154.801,243.71015625,245.509375,233.709375
154.901,243.93203125,245.375,233.90625
155.001,244.14101562500002,245.175,234.159375
155.101,244.347265625,244.94375,234.44375
155.201,244.565625,244.721875,234.746875
155.3,244.828125,244.50312499999998,235.137109375
155.401,245.080859375,244.34062500000002,235.43085937499998
155.501,245.362109375,244.165625,235.799609375
155.601,245.65546874999998,244.00625,236.17109375
155.701,245.93984375,243.90625,236.42109375
155.801,246.236328125,243.828125,236.66484375
155.9,246.539453125,243.77812500000002,236.88046874999998
156.001,246.82343749999998,243.75625,237.05234375
156.1,247.0859375,243.75312499999998,237.20234374999998
156.2,247.351171875,243.790625,237.305859375
156.301,247.607421875,243.859375,237.390234375
156.401,247.79453125,243.925,237.42148437499998
156.501,247.92265625000002,244.0,237.42148437499998
156.601,247.97890625,244.09375,237.362109375
156.701,247.99140624999998,244.521875,237.252734375
156.995,248.11953125,244.534375,237.258984375
157.005,248.13203124999998,244.55625,237.271484375
157.016,248.14140625,244.56875,237.277734375
157.1,248.19453124999998,244.671875,237.333984375
157.2,248.12578125000002,244.625,237.296484375
157.3,247.80078125,243.55625,236.56171875
157.411,247.191796875,243.471875,236.51796875
157.501,246.564453125,242.703125,236.008984375
157.601,245.76171875,241.803515625,235.352734375
157.702,244.9125,241.16640625,234.918359375
157.8,243.91953124999998,240.488671875,234.35
157.901,242.873046875,239.935546875,233.921875
158.001,241.81601562499998,239.3859375,233.41914062499998
158.101,240.80625,238.8859375,232.887890625
158.201,239.79296875,238.50156249999998,232.356640625
158.3,238.786328125,238.11445312499998,231.74765624999998
158.401,237.8984375,237.761328125,231.34453125000002
158.501,237.129296875,237.320703125,230.973046875
158.601,236.47890625000002,236.83046875,230.713671875
158.7,235.94140625,236.34609375000002,230.523046875
158.801,235.39140625,235.34609375000002,230.185546875
158.901,234.79765625,235.26171875,230.16054687500002
159.004,234.17890625,234.701953125,229.99179687499998
159.1,233.59140625,234.09257812500002,229.83554687499998
159.201,232.97890625,233.448828125,229.726171875
159.301,232.34140625,232.545703125,229.58554687499998
159.4,231.70390625000002,231.6578125,229.48593749999998
159.5,231.04140625,230.5921875,229.3828125
159.6,230.34140624999998,229.3890625,229.3046875
159.701,229.641796875,223.6859375,229.3265625
160.001,227.35,223.5734375,229.3265625
160.009,227.290625,223.4609375,229.3265625
160.017,227.228125,223.3484375,229.3265625
160.101,226.581640625,222.2046875,229.3046875
160.2,225.810546875,220.88593749999998,229.2578125
160.302,225.0234375,219.617578125,229.19218750000002
160.401,224.242578125,218.442578125,229.1015625
160.501,223.45273437499998,217.495703125,228.99531249999998
160.6,222.61875,216.61484375,228.83281250000002
160.7,221.853515625,213.875,228.28281249999998
160.964,219.7453125,213.778515625,228.2640625
160.974,219.6640625,213.703515625,228.2515625
161.001,219.4484375,213.441015625,228.20156250000002
161.101,218.645703125,212.45390625,228.0203125
161.2,217.849609375,211.488671875,227.836328125
161.3,217.01796875000002,210.49453125,227.648828125
161.4,216.17109374999998,209.42265625000002,227.473828125
161.501,215.286328125,208.281640625,227.251953125
161.6,214.46406249999998,207.5,227.064453125
161.701,213.62929687500002,206.91875000000002,226.78007812500002
161.801,212.791796875,206.612109375,226.392578125
161.901,212.03203125,206.502734375,226.07109375000002
162.0,211.200390625,206.37460937499998,225.64921875
162.101,210.469140625,206.19648437499998,225.39921875
162.201,209.709765625,205.980859375,225.07109375000002
162.301,208.9625,205.796484375,224.83671875
162.401,208.14687500000002,205.574609375,224.515234375
162.502,207.328125,205.39609375,224.271484375
162.6,206.4375,205.23984375,223.971484375
162.7,205.499609375,205.06796875,223.671484375
162.801,204.565234375,204.81171875,223.396484375
162.901,203.64140625,204.39296875,223.171484375
163.001,202.680078125,203.04570312500002,222.82421875
163.129,201.50625,202.986328125,222.81171875
163.2,200.962890625,202.59882812499998,222.69921875
163.301,200.45078124999998,202.270703125,222.51171875
163.4,200.191796875,202.108203125,222.30859375
163.501,200.085546875,202.04570312500002,222.06484375
163.601,200.03281249999998,202.020703125,221.87734375000002
163.7,199.9703125,201.98320312500002,221.69296875
163.801,199.95156250000002,201.973828125,221.46796874999998
163.901,199.9703125,201.98007812499998,221.30546875000002
164.0,199.99531249999998,201.995703125,221.11484375
164.101,199.9578125,201.992578125,220.99609375
164.201,199.7328125,201.94257812499998,220.88046875
164.3,199.564453125,201.911328125,220.80546875000002
164.4,199.7203125,201.94257812499998,220.71445312499998
164.5,200.51328125,202.095703125,220.580078125
164.601,201.88710937500002,202.261328125,220.436328125
164.701,203.64453125,202.561328125,220.280078125
164.801,205.258984375,202.970703125,220.236328125
164.9,206.6625,203.70546875,220.31132812500002
165.001,207.925,204.84296874999998,220.508203125
165.101,209.1625,206.099609375,220.78359375
165.2,210.456640625,207.19375000000002,221.15234375
165.302,211.97578124999998,207.696875,221.47421875
165.402,213.66679687500002,207.771875,221.90234375
165.5,215.47695312500002,207.671875,222.42421875000002
165.6,217.105859375,207.721875,222.83671875
165.702,218.720703125,208.203515625,223.305859375
165.801,220.22929687500002,209.000390625,223.746484375
165.901,221.684765625,209.94453125,224.20585937500002
166.0,223.046484375,210.901171875,224.75273437500002
166.1,224.283203125,211.563671875,225.20859374999998
166.2,225.398046875,212.21015625,225.85234375
166.3,226.375390625,212.71015625,226.34296875
166.4,227.36249999999998,213.27226562500002,226.94257812499998
166.501,228.39609375,213.88125,227.57382812499998
166.6,229.4546875,214.4625,228.2546875
166.702,230.51640625,215.14335937500002,229.04218749999998
166.801,231.46640625,215.827734375,229.5703125
166.901,232.29765625000002,216.82421875,230.126171875
167.001,233.05390625,217.983203125,230.498046875
167.1,233.63828125,219.095703125,230.801171875
167.2,234.24140625,220.339453125,231.12578125
167.301,234.84453125,221.52031250000002,231.46328125000002
167.4,235.42578125,222.6890625,231.79453124999998
167.5,235.99453125,223.9609375,232.16328124999998
167.6,236.50703125,225.0015625,232.42226562500002
167.701,237.03203125,226.23906250000002,232.766015625
167.801,237.46992187499998,227.1734375,232.994140625
167.9,237.9046875,228.2140625,233.259765625
168.001,238.2953125,229.2265625,233.491015625
168.101,238.617578125,230.1953125,233.659375
168.201,238.883203125,231.2234375,233.80625
168.301,239.095703125,232.058203125,233.884375
168.4,239.28046875,232.901953125,233.946875
168.502,239.45859375,233.723828125,233.98749999999998
168.601,239.60234375,234.339453125,233.990625
168.701,239.72421875,234.945703125,233.96875
168.801,239.84609375,235.53046875,233.928125
168.901,239.958984375,236.00546875,233.884375
169.0,240.071484375,236.47109375,233.8
169.1,240.177734375,236.82421875,233.73125
169.201,240.287109375,237.23359375,233.6375
169.301,240.37773437500002,237.539453125,233.58437500000002
169.401,240.465234375,237.876953125,233.519140625
169.501,240.549609375,238.189453125,233.45976562500002
169.601,240.633984375,238.4828125,233.416015625
169.7,240.72812499999998,238.7765625,233.394140625
169.801,240.82187499999998,239.00156249999998,233.394140625
169.901,240.91875,239.2296875,233.406640625
170.0,241.01875,239.466796875,233.425390625
170.101,241.103125,239.648046875,233.434765625
170.201,241.19062499999998,239.838671875,233.441015625
170.301,241.271875,240.01679687499998,233.450390625
170.4,241.35625,240.17304687499998,233.469140625
170.501,241.450390625,240.323046875,233.50351562499998
170.601,241.537890625,240.42304687499998,233.537890625
170.701,241.63789062499998,240.52890625,233.59375
170.801,241.72539062500002,240.60078125,233.6375
170.901,241.81601562499998,240.67578125,233.690625
171.001,241.903515625,240.73515625,233.746875
171.101,241.994140625,240.78203125,233.803125
171.201,242.072265625,240.82578125,233.85625
171.301,242.14765625,240.87578125000002,233.91562499999998
171.401,242.20078125,240.90390625,233.946875
171.5,242.25390625,240.93828125,233.990625
171.602,242.29765625,240.97578124999998,234.009375
171.7,242.33828125000002,241.02890625,234.021875
171.8,242.37265625,241.09453125,234.021875
171.9,242.40078125,241.16640625,234.01250000000002
172.0,242.43203125000002,241.24765625,233.996875
172.101,242.46953125000002,241.32265625,233.984375
172.201,242.51015625,241.39140625,233.978125
172.301,242.55703125,241.47265625,233.96562500000002
