time_sec,RV_mm,LV_mm,Aux_mm
14.800220900011482,245.05898437500002,240.051171875,248.092578125
14.901260500002536,244.7875,239.457421875,247.8421875
15.00164470000891,244.509375,238.8640625,247.41093750000002
15.100393000000622,244.22539062500002,238.280078125,246.929296875
15.200708600008511,243.92578125,237.714453125,246.32265625
15.301518899999792,243.61640625,237.20234374999998,245.647265625
15.400207400001818,243.294921875,236.74921874999998,244.890625
15.500180700008059,242.966796875,236.46484375,244.24335937499998
15.600363000005018,242.58203125,236.25234375000002,243.392578125
15.700204800014035,242.20703125,236.13671875,242.5359375
15.800698400009423,241.803515625,236.06796875,241.53242187499998
15.901341900011175,241.43476562499998,236.03359375,240.73515625
16.00102570001036,241.09375,235.99296875000002,239.953515625
16.100670900006662,240.803125,235.93359375,239.284765625
16.200224700005492,240.546484375,235.90234375,238.678125
16.300164000000223,240.343359375,235.89609375,238.209375
16.400835700012976,240.146484375,235.88984374999998,237.74335937499998
16.50071430001117,239.958984375,235.86796875,237.296484375
16.60007770000084,239.76796875,235.80859375,236.81484375
16.70086940001056,239.57109375,235.70546875,236.33671875000002
16.800305900003877,239.38046875,235.57734375,235.846484375
16.90095830000064,239.195703125,235.42421875,235.34023437500002
17.00064780001412,239.00820312500002,235.24921874999998,234.858984375
17.100261100000353,238.814453125,234.995703125,234.275
17.200159800006077,238.620703125,234.773828125,233.859375
17.300416199999745,238.3984375,234.467578125,233.337890625
17.40135630000441,238.1578125,234.105078125,232.806640625
17.500701600001776,237.9109375,233.705078125,232.27265624999998
17.600310200010426,237.65742187499998,233.270703125,231.73203125
17.70053430000553,237.40117187500002,232.80195312499998,231.18203125
17.801373100010096,237.15117187500002,232.308203125,230.616796875
17.90032320001046,236.91640625,231.7984375,230.051171875
18.001747900008922,236.67578125,231.2265625,229.4609375
18.101344100010465,236.44453125,230.6328125,228.8734375
18.200542000005953,236.21640625,230.0234375,228.2765625
18.300181200000225,235.99453125,229.4140625,227.63007812499998
18.400487400009297,235.77578125000002,228.8203125,227.055078125
18.501015700006974,235.56640625,228.2640625,226.433203125
18.601013300009072,235.36640624999998,227.7171875,225.80546875
18.700965300013195,235.17578125,227.1828125,225.12734375
18.801209299999755,234.98828125,226.6609375,224.52773437500002
18.900344200010295,234.80703125,226.1671875,223.887109375
19.00146380001388,234.62890625,225.6890625,223.22773437499998
19.1005395000102,234.44765625,225.2296875,222.54296875
19.200407300013467,234.29453125,224.8640625,221.92109374999998
19.300198900004034,234.14140625,224.5015625,221.25859375000002
19.400314600003185,233.98828125,224.1578125,220.592578125
19.50010380000458,233.82578125,223.8140625,219.92070312500002
19.60014380000939,233.64453125,223.4515625,219.239453125
19.700389900011942,233.43203125,223.0609375,218.5484375
19.80060690001119,233.20078124999998,222.6640625,217.86093749999998
19.900604300011764,232.95390625000002,222.2609375,217.160546875
20.001114200000302,232.69140625,221.84218750000002,216.454296875
20.100416800007224,232.41640625000002,221.4140625,215.75390625
20.20069460000377,232.13203125,220.9578125,215.04726562500002
20.300940800007083,231.83515625,220.470703125,214.34062500000002
20.40083610000147,231.52265624999998,219.945703125,213.624609375
20.501404300011927,231.19453125,219.392578125,212.90234375
20.6007360000076,230.86015625000002,218.83320312499998,212.189453125
20.700882200006163,230.51640625,218.267578125,211.4859375
20.80152230001113,230.16640625000002,217.68007812500002,210.761328125
20.90027130000817,229.83554687499998,217.189453125,210.15546874999998
21.001224700012244,229.4828125,216.33046875,209.087890625
21.100849700000254,229.1203125,216.13046875,208.894140625
21.200226300003123,228.748828125,215.571484375,208.229296875
21.3012282000127,228.41171875,215.124609375,207.71718750000002
21.400201800002833,228.05234375,214.578125,207.03984375000002
21.5007895000017,227.743359375,214.1625,206.590234375
21.60047790000681,227.418359375,213.644140625,205.96562500000002
21.70021490000363,227.12812499999998,213.237890625,205.544140625
21.800373200007016,226.81289062500002,212.73515625,204.938671875
21.900999500008766,226.531640625,212.35703125,204.488671875
22.000151500003994,226.22890625,211.91015625,203.94765625
22.100346300008823,225.91953125,211.519921875,203.359765625
22.200339000002714,225.613671875,211.198046875,202.841015625
22.30059350001102,225.2796875,210.82929687499998,202.1
22.401510200012126,224.9640625,210.52578125,201.56523437500002
22.50078800000483,224.655078125,210.17890624999998,200.95234375
22.600209100011853,224.37382812500002,209.84765625,200.48671875
22.701166200000443,224.13046875,209.52890625,200.23320312500002
22.800230200009537,223.90234375,209.128515625,200.042578125
22.900080900013563,223.71796874999998,208.77226562500002,199.98945312499998
23.000273000012385,223.540234375,208.42851562500002,199.98320312500002
23.1001985000039,223.37148437500002,208.059765625,200.008203125
23.200783700012835,223.199609375,207.746875,200.017578125
23.300247900013346,223.00898437499998,207.396875,199.995703125
23.400178000010783,222.8375,207.13125,199.986328125
23.500768000012613,222.64999999999998,206.809375,199.98320312500002
23.600748000011663,222.478125,206.558984375,199.986328125
23.701410300011048,222.303125,206.299609375,199.992578125
23.800871500003268,222.141015625,206.065234375,199.998828125
23.900805000012042,221.972265625,205.82773437499998,199.998828125
24.000222700007726,221.825390625,205.658984375,199.998828125
24.100253100012196,221.672265625,205.483984375,199.998828125
24.200260700003128,221.525390625,205.32734375,199.998828125
24.300300600007176,221.39140625000002,205.07421875,199.998828125
24.405303000006825,221.26640625,205.06484375,199.998828125
24.500812700003735,221.16640625,204.95234374999998,199.998828125
24.60094050000771,221.09453125000002,204.86796875,199.998828125
24.700432600002387,221.03515625,204.79609374999998,199.998828125
24.80013110001164,220.98515625000002,204.73984375,199.998828125
24.90005999999994,220.93828125000002,204.70234374999998,199.998828125
25.001009900006466,220.87890625,204.68984375,199.998828125
25.10047000000486,220.79765625,204.69296875,199.98320312500002
25.20028170000296,220.64179687499998,204.69296875,199.845703125
25.300190699999803,220.454296875,204.69609375,199.667578125
25.40060400000948,220.28242187499998,204.73984375,199.5234375
25.501143500005128,220.19179687500002,204.83984375,199.53281249999998
25.60127260000445,220.22617187499998,205.03046875,199.773828125
25.700150900011067,220.448046875,205.33046875,200.317578125
25.800336300002527,220.87890625,205.812109375,201.277734375
25.90073900000425,221.44140625,206.315234375,202.1875
26.00136540000676,222.103515625,206.965625,203.58828125
26.100237500009825,222.71875,207.5,204.65742187499998
26.20018379999965,223.333984375,208.125390625,206.2125
26.301446400000714,223.79609375,208.56601562499998,207.33945312499998
26.401189300013357,224.233203125,209.02851562499998,208.859765625
26.50038380001206,224.642578125,209.46640624999998,210.47421875
26.600218100007623,225.0265625,209.89765625,212.123828125
26.701277500003926,225.38554687500002,210.33515624999998,213.708984375
26.800737700003083,225.719921875,210.819921875,215.303515625
26.90132590000576,225.99765625,211.238671875,216.24765625
27.000999400013825,226.22890625,211.73203125,217.1796875
27.100290000002133,226.416015625,212.23828125,217.9640625
27.201490000006743,226.60039062500002,212.806640625,218.751953125
27.300598500005435,226.76289062499998,213.216015625,219.298828125
27.400187000006554,226.9625,213.644140625,219.942578125
27.501478300007875,227.209375,214.009375,220.63320312500002
27.600205800001277,227.47773437499998,214.30625,221.27421875
27.70024530000228,227.771484375,214.58125,221.97734375
27.800782800011802,228.07109375000002,214.790625,222.49609375
27.901017900003353,228.40546875,215.024609375,223.233984375
28.00069590000203,228.711328125,215.205859375,223.762109375
28.100723200012,229.0484375,215.418359375,224.471484375
28.201145600003656,229.40468750000002,215.590234375,225.24921875
28.301046100008534,229.776171875,215.740234375,226.05859375
28.40035130000615,230.15078125,215.905859375,226.980078125
28.50086280000687,230.52265625,216.08359375,227.664453125
28.600780700013274,230.87265625,216.33359375,228.3953125
28.700658000001567,231.19453125,216.67734375,229.03593750000002
28.80095319999964,231.50078125000002,217.133203125,229.694921875
28.900872700003674,231.76953125,217.564453125,230.132421875
29.00082920001296,232.03828125,218.080078125,230.616796875
29.10071610000159,232.31640625,218.651953125,231.11015625000002
29.200224300002446,232.58203125,219.161328125,231.54453124999998
29.300179900004878,232.89140625,219.76132812499998,232.10078125
29.400489000006928,233.18203125,220.26132812499998,232.487890625
29.500136700007715,233.49765624999998,220.8953125,233.019140625
29.600910300010582,233.80390625,221.43593750000002,233.397265625
29.701180200005183,234.12265625,222.0328125,233.83124999999998
29.800722300002235,234.44140625,222.6203125,234.24375
29.90031270000327,234.77265624999998,223.2640625,234.709375
30.00080280000111,235.08828125,223.7796875,235.030859375
30.100840300001437,235.42265625,224.3578125,235.405859375
30.20010000000184,235.75078125000002,224.9296875,235.762109375
30.300753900010022,236.07890625,225.5078125,236.096484375
30.40016070001002,236.38203125,226.0671875,236.38671875
30.50123850000091,236.67265625,226.63593749999998,236.64296875
30.601339500004542,236.94765625,227.19843749999998,236.85546875
30.701438900010544,237.22304687500002,227.7984375,237.04296875
30.800762400001986,237.457421875,228.3109375,237.18046875000002
30.900788900005864,237.694921875,228.8921875,237.32773437499998
31.00093829999969,237.9046875,229.3609375,237.42460937500002
31.10034770000493,238.0921875,229.8359375,237.53085937499998
31.200914300003205,238.26093749999998,231.1421875,237.733984375
31.410844600002747,238.54570312500002,231.1796875,237.740234375
31.418674600005033,238.555078125,231.2078125,237.74335937499998
31.501470000002882,238.648828125,231.53281249999998,237.78085937499998
31.600635400012834,238.74882812500002,231.90468750000002,237.824609375
31.701210800005356,238.83945312499998,232.258203125,237.87460937499998
31.800926200012327,238.91132812499998,232.586328125,237.921484375
31.90012900000147,238.967578125,232.920703125,237.971484375
32.000671900008456,239.00820312500002,233.173828125,238.005859375
32.100801600012346,239.04570312500002,233.445703125,238.04335937500002
32.20085140000447,239.086328125,233.714453125,238.08085937500002
32.30014680000022,239.130078125,233.976953125,238.118359375
32.40111840001191,239.170703125,234.23320312500002,238.15
32.50025690000621,239.20820312499998,234.501953125,238.18437500000002
32.60148770001251,239.24296875000002,234.714453125,238.209375
32.70003600000928,239.28046875,234.961328125,238.246875
32.80011770001147,239.32109375,235.151953125,238.27812500000002
32.900331600001664,239.37734375,235.37734375,238.334375
33.00097970000934,239.43359375,235.54921875000002,238.37812499999998
33.1000531000027,239.50234375000002,235.75234375000002,238.446875
33.20031210000161,239.56796875,235.90234375,238.496875
33.30080070000258,239.63359375000002,236.07109375,238.559375
33.40028100000927,239.69609375000002,236.22734375000002,238.62187500000002
33.50058050001098,239.75546875,236.38359375000002,238.678125
33.600904500010074,239.80859375,236.53046875,238.734375
33.70050010000705,239.85859374999998,236.67421875,238.78750000000002
33.8000713000074,239.90859375000002,236.80859375,238.840625
33.900593300000764,239.962109375,236.94921875,238.909375
34.00040780000563,240.008984375,237.05234375,238.959375
34.10006140000769,240.062109375,237.15859375,239.021875
34.20119170000544,240.115234375,237.25546875,239.09101562499998
34.30076630000258,240.168359375,237.34257812500002,239.159765625
34.40071300001,240.221484375,237.420703125,239.23476562500002
34.500217500011786,240.277734375,237.492578125,239.309765625
34.60010750000947,240.33085937500002,237.564453125,239.394140625
34.700221100007184,240.383984375,237.620703125,239.459765625
34.80020290000539,240.44023437500002,237.670703125,239.534765625
34.90042370000447,240.49648437500002,237.717578125,239.61601562500002
35.0000493000116,240.549609375,237.75820312500002,239.697265625
35.100744500014116,240.60273437499998,237.79570312500002,239.775390625
35.20064180000918,240.65273437500002,237.830078125,239.853515625
35.300689700001385,240.7,237.864453125,239.925390625
35.40017870000156,240.74375,237.892578125,240.01015625
35.50095460000739,240.7875,237.914453125,240.06953124999998
35.600697100002435,240.83124999999998,237.93632812500002,240.15078125
35.70123560000502,240.865625,237.95820312499998,240.20390625
35.80119200001354,240.903125,237.989453125,240.26328124999998
35.90103670000099,240.93437500000002,238.030078125,240.31640625
36.000404200007324,240.959375,238.073828125,240.36328125
36.10077080001065,240.98125000000002,238.126953125,240.40390625
36.20019680001133,241.0,238.183203125,240.44140625
36.30095100001199,241.01875,238.239453125,240.47890625000002
36.400629600000684,241.0375,238.298828125,240.51953125
36.50030070000503,241.05625,238.355078125,240.56015624999998
36.600123300013365,241.078125,238.42031250000002,240.61640625
36.700750500007416,241.09687499999998,238.4765625,240.65703125
36.801319700010936,241.115625,238.5390625,240.70703125
36.90079390000028,241.134375,238.60468749999998,240.75078125
37.00104970000393,241.15,238.6765625,240.78515625
37.10043200000655,241.165625,238.7453125,240.81015624999998
37.20030020001286,241.178125,238.8203125,240.82890625
37.300955700004124,241.1875,238.8984375,240.83828125
37.40037570000277,241.196875,238.9859375,240.84453125
37.50075900000229,241.20625,239.0640625,240.85078125
37.60110970000096,241.221875,239.1515625,240.86015625000002
37.700806900000316,241.23749999999998,239.2421875,240.87890625
37.800402700013365,241.253125,239.3203125,240.898046875
37.90029340000183,241.271875,239.39531250000002,240.92304687499998
38.00091840000823,241.29375,239.479296875,240.951171875
38.10081210000499,241.32187499999998,239.588671875,240.976171875
38.200836500007426,241.35625,239.716796875,241.004296875
38.30088640000031,241.400390625,239.888671875,241.032421875
38.40059000000474,241.456640625,240.10117187499998,241.06367187499998
38.50013130001025,241.51914062499998,240.344921875,241.091796875
38.60034740000265,241.59101562499998,240.63515625000002,241.12929687500002
38.700945300006424,241.662890625,240.88203124999998,241.160546875
38.800356700012344,241.737890625,241.15390625,241.198046875
38.90117270000337,241.81601562499998,241.41953125,241.238671875
39.000385600011214,241.903515625,241.72226562499998,241.285546875
39.10016080000787,241.991015625,241.98164062499998,241.323046875
39.200305000005756,242.08515624999998,242.26914062499998,241.36992187500002
39.30039790000592,242.17890624999998,242.541015625,241.42617187500002
39.40017560000706,242.26953125,242.78437499999998,241.498046875
39.500777000008384,242.36015625,243.0,241.58242187500002
39.601152100003674,242.45078125,243.2125,241.688671875
39.70038810001279,242.53515625,243.371875,241.776171875
39.800308700010646,242.62265625,243.52812500000002,241.8921875
39.90078050000011,242.71328125,243.659375,242.0234375
40.00150370001211,242.80742187500002,243.75312499999998,242.1828125
40.100539900013246,242.904296875,243.8125,242.3671875
40.20038820001355,243.001171875,243.834375,242.6265625
40.30000430000655,243.098046875,243.828125,242.826953125
40.40120210000896,243.198046875,243.790625,243.092578125
40.500147900005686,243.304296875,243.72812499999998,243.35820312500002
40.60087110000313,243.42265625000002,243.64374999999998,243.63046875
40.70081250001385,243.55078125,243.5375,243.89609374999998
40.800179800004116,243.68515625,243.39687500000002,244.165234375
40.90148960000079,243.83203125,243.221875,244.443359375
41.00035800000478,243.987890625,243.0125,244.75898437499998
41.10073530000227,244.14101562500002,242.84062500000002,245.00625000000002
41.20037190000585,244.306640625,242.665625,245.29375000000002
41.30069840000942,244.484375,242.506640625,245.59414062500002
41.401408600009745,244.678125,242.347265625,245.919140625
41.500946800006204,244.88750000000002,242.191015625,246.25703125
41.600525900008506,245.09648437500002,242.047265625,246.58515624999998
41.70076289999997,245.29960937500002,241.919140625,246.898046875
41.801530900003854,245.483984375,241.81914062500002,247.169921875
41.90020530000038,245.63671875,241.756640625,247.3828125
42.00033850000182,245.77109375,241.72539062500002,247.5546875
42.10094200000458,245.90234375,241.72226562499998,247.7203125
42.20024660001218,246.00234375,241.734765625,247.8015625
42.300267300000996,246.095703125,241.77226562500002,247.88593749999998
42.400296100007836,246.180078125,241.81914062500002,247.95781250000002
42.500911200011615,246.251953125,241.878515625,248.01445312500002
42.60095000000729,246.31132812500002,241.959765625,248.042578125
42.70066250000673,246.35820312500002,242.056640625,248.045703125
42.80131610001263,246.392578125,242.169140625,248.036328125
42.90029030000733,246.414453125,242.300390625,248.01445312500002
43.001004700010526,246.420703125,242.394140625,248.005078125
43.10034040000755,246.417578125,242.500390625,248.005078125
43.20021930000803,246.380078125,242.612890625,248.011328125
43.30019550000725,246.31757812499998,242.74375,248.02070312499998
43.401519800012466,246.258203125,242.85000000000002,248.030078125
43.50126270001056,246.20195312500002,242.959375,248.030078125
43.60130230001232,246.16132812499998,243.06875,248.011328125
43.700837900003535,246.15507812500002,243.15,247.97968749999998
43.80068040000333,246.19882812499998,243.2875,247.91093750000002
43.901170800003456,246.27382812500002,243.446875,247.82343749999998
44.00083509999968,246.348828125,243.571875,247.73281250000002
44.10036170000967,246.395703125,243.6125,247.6453125
44.200786100002006,246.386328125,243.521875,247.61093749999998
44.30131710000569,246.286328125,243.23749999999998,247.6171875
44.40125560000888,246.11445312499998,242.759375,247.73281250000002
44.50034990000131,245.88984375,242.14101562500002,247.8984375
44.60071080000489,245.61484375,241.36015625000002,248.080078125
44.700110100005986,245.34648437500002,240.72578124999998,248.139453125
44.80033230000117,245.05898437500002,240.048046875,248.089453125
44.90077990001009,244.7875,239.46367187500002,247.8453125
45.000685800012434,244.5125,238.8328125,247.3859375
45.10014130000491,244.206640625,238.236328125,246.882421875
45.200751900003524,243.92890624999998,237.714453125,246.32265625
45.30037220001395,243.61953125,237.20859375,245.656640625
45.400315400009276,243.301171875,236.75546875,244.86875
45.50009330001194,242.948046875,236.44609375,244.19023437500002
45.60077330000058,242.59765625,236.25859375,243.420703125
45.700792000003275,242.20703125,236.13671875,242.5328125
45.80052470001101,241.81601562499998,236.07421875,241.573046875
45.900250800012145,241.42851562500002,236.03359375,240.71328125
46.00065950000135,241.09687499999998,235.99296875000002,239.959765625
46.10063960000116,240.80625,235.93359375,239.287890625
46.20050770000671,240.55585937499998,235.90234375,238.715625
46.30046410000068,240.343359375,235.89609375,238.209375
46.40017730000545,240.146484375,235.88984374999998,237.74648437500002
46.50128890000633,239.958984375,235.86796875,237.29335937500002
46.60081240000727,239.76796875,235.80546875,236.76796875
46.70003200000792,239.57109375,235.70859375,236.34296874999998
46.80039230000693,239.38046875,235.57734375,235.846484375
46.90017940000689,239.195703125,235.42734374999998,235.355859375
47.000862400003825,239.011328125,235.24921874999998,234.862109375
47.10082300000067,238.820703125,235.033203125,234.3625
47.200490300005185,238.620703125,234.773828125,233.859375
47.30036610001116,238.39218749999998,234.43632812500002,233.25351562499998
47.40031630000158,238.1609375,234.108203125,232.809765625
47.50044040000648,237.90156249999998,233.661328125,232.17890625
47.60136030000285,237.654296875,233.267578125,231.72890625
47.701427900014096,237.39804687499998,232.79570312500002,231.17578125
47.800880100010545,237.15117187500002,232.311328125,230.619921875
47.900885300012305,236.90703125000002,231.7484375,229.95742187500002
48.00094920000993,236.67890624999998,231.23593749999998,229.4671875
48.10096150000754,236.44453125,230.6359375,228.8734375
48.20077460000175,236.21640625,230.0234375,228.2765625
48.30066610001086,235.99140625,229.4109375,227.667578125
48.40032020000217,235.77578125000002,228.8234375,227.058203125
48.50109270001121,235.56640625,228.2640625,226.433203125
48.60106800000358,235.36640624999998,227.7171875,225.80546875
48.70095640000363,235.17578125,227.1859375,225.17109374999998
48.800082500005374,234.99140625,226.6671875,224.537109375
48.900865400006296,234.80390625,226.1234375,223.783984375
49.00147149999975,234.62890625,225.6890625,223.22773437499998
49.101482700003544,234.45078124999998,225.24843750000002,222.57109375000002
49.201557500011404,234.29140625,224.8578125,221.91484375000002
49.30021490000945,234.13515625,224.4609375,221.13671875
49.40124010000727,233.98828125,224.1546875,220.58632812500002
49.50000680000812,233.82578125,223.8140625,219.92070312500002
49.600470200006384,233.64453125,223.4515625,219.239453125
49.70053940000071,233.43203125,223.0609375,218.5546875
49.80120140001236,233.20078124999998,222.6609375,217.8546875
49.90011580000282,232.95390625000002,222.2640625,217.16679687500002
50.00081480000517,232.69140625,221.8453125,216.454296875
50.1009197000094,232.41640625000002,221.4109375,215.75078125
50.20068850000098,232.13203125,220.9578125,215.04726562500002
50.30069580000418,231.83515625,220.470703125,214.34062500000002
50.40092430000368,231.52265624999998,219.911328125,213.568359375
50.50010920000204,231.19765625,219.401953125,212.91171875
50.600800800006255,230.86015625000002,218.83320312499998,212.192578125
50.7004486000078,230.50703124999998,218.21757812500002,211.37343750000002
50.80006570000842,230.17890625,217.720703125,210.811328125
50.901333700006944,229.832421875,217.183203125,210.14921875000002
51.00049210000725,229.48593749999998,216.62734375,209.471875
51.1009175000072,229.1265625,216.13984375,208.903515625
