Format Version,1.23,Take Name,heart_sim_output,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,3/17/2026 16:00,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global,
,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,ID,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
87,8.7,0.096748,-0.071316,0.063973,-0.052238,-0.080938,0.057557,0.022255,-0.076127,0.060765,-0.00281,-0.162695,0.144409,0.030739,-0.16101,0.143417,0.000342,-0.165485,0.096834,0.027261,-0.167022,0.095435
88,8.8,0.096743,-0.071199,0.064006,-0.052208,-0.08082,0.057645,0.022267,-0.07601,0.060825,-0.003372,-0.16345,0.144006,0.030726,-0.160956,0.143482,0.000355,-0.165373,0.096406,0.027273,-0.166916,0.09501
89,8.9,0.09667,-0.070934,0.064085,-0.052255,-0.080999,0.057551,0.022207,-0.075967,0.060818,-0.002717,-0.161563,0.143989,0.030692,-0.160978,0.143515,0.000432,-0.164403,0.096511,0.027662,-0.167241,0.09604
90,9,0.096804,-0.071435,0.063897,-0.052255,-0.081156,0.057544,0.022275,-0.076296,0.060721,-0.003215,-0.162544,0.144439,0.030806,-0.160997,0.143447,0.000494,-0.164482,0.096951,0.027281,-0.167098,0.09596
91,9.1,0.096794,-0.071383,0.063992,-0.052254,-0.081057,0.05758,0.02227,-0.07622,0.060786,-0.00396,-0.164387,0.14452,0.030261,-0.16086,0.143957,0.000354,-0.165427,0.096912,0.027272,-0.166964,0.095511
92,9.2,0.096751,-0.07116,0.063984,-0.052177,-0.080846,0.05762,0.022287,-0.076003,0.060802,-0.004535,-0.165323,0.144506,0.02978,-0.160844,0.144382,0.000448,-0.164462,0.096956,0.027267,-0.167017,0.095471
93,9.3,0.096906,-0.072338,0.063808,-0.052148,-0.080694,0.057605,0.022379,-0.076516,0.060706,-0.004582,-0.165454,0.144957,0.029764,-0.1609,0.144349,0.000344,-0.165532,0.09684,0.026754,-0.166991,0.095917
94,9.4,0.096742,-0.070951,0.064006,-0.052134,-0.080738,0.057658,0.022304,-0.075845,0.060832,-0.004531,-0.165439,0.145003,0.029322,-0.160813,0.144851,0.000481,-0.164518,0.096961,0.02676,-0.167063,0.096447
95,9.5,0.096761,-0.071342,0.063966,-0.052341,-0.081525,0.057475,0.02221,-0.076433,0.06072,-0.004559,-0.16538,0.145038,0.02831,-0.160604,0.145828,0.000337,-0.165547,0.097419,0.026812,-0.166867,0.095508
96,9.6,0.096788,-0.071799,0.063853,-0.052199,-0.080823,0.057555,0.022294,-0.076311,0.060704,-0.004621,-0.165452,0.144947,0.027296,-0.160477,0.146193,0.000271,-0.165597,0.097328,0.026681,-0.167065,0.096398
97,9.7,0.096726,-0.070925,0.06401,-0.052158,-0.080795,0.05759,0.022284,-0.07586,0.0608,-0.004561,-0.165461,0.144959,0.02695,-0.158309,0.146597,-0.000261,-0.166474,0.097252,0.026731,-0.167071,0.096403
98,9.8,0.096638,-0.070401,0.064115,-0.05205,-0.080274,0.057718,0.022294,-0.075337,0.060917,-0.004576,-0.165444,0.144989,0.026445,-0.158222,0.147089,-0.000277,-0.16647,0.097282,0.026715,-0.16707,0.096432
99,9.9,0.096868,-0.072078,0.063865,-0.052303,-0.081353,0.057473,0.022282,-0.076715,0.060669,-0.00458,-0.165474,0.144949,0.025993,-0.15712,0.147491,-0.000162,-0.165473,0.09732,0.027133,-0.168324,0.09683
100,10,0.096765,-0.071356,0.063953,-0.052209,-0.080979,0.057571,0.022278,-0.076168,0.060762,-0.004574,-0.165442,0.144973,0.025512,-0.157022,0.14797,-0.000267,-0.166461,0.097267,0.026725,-0.167057,0.096421
101,10.1,0.09661,-0.070092,0.064178,-0.052224,-0.081045,0.057566,0.022193,-0.075568,0.060872,-0.004561,-0.165398,0.144978,0.025476,-0.158019,0.148019,-0.000145,-0.165397,0.097348,0.026747,-0.167001,0.096433
102,10.2,0.096769,-0.071349,0.063952,-0.052165,-0.080768,0.057594,0.022302,-0.076059,0.060773,-0.004567,-0.165404,0.144971,0.02503,-0.156911,0.148431,-0.000296,-0.166488,0.097764,0.026728,-0.167015,0.096418
103,10.3,0.096757,-0.071406,0.063911,-0.052263,-0.081101,0.057547,0.022247,-0.076253,0.060729,-0.005046,-0.165307,0.145485,0.024999,-0.15694,0.14843,-0.000323,-0.166523,0.097763,0.026702,-0.16705,0.096419
104,10.4,0.096801,-0.071104,0.064,-0.052178,-0.080922,0.057561,0.022311,-0.076013,0.060781,-0.004529,-0.165376,0.144485,0.024606,-0.156794,0.148393,-0.000164,-0.165485,0.09781,0.026729,-0.167094,0.09688
105,10.5,0.096769,-0.071283,0.06396,-0.052214,-0.080955,0.057589,0.022278,-0.076119,0.060774,-0.004523,-0.165287,0.144556,0.024566,-0.156726,0.14846,-0.000201,-0.165439,0.097879,0.026216,-0.166904,0.096941
106,10.6,0.096704,-0.071059,0.064001,-0.052321,-0.081301,0.05752,0.022192,-0.07618,0.06076,-0.003348,-0.163515,0.14445,0.024553,-0.156793,0.148454,-0.000216,-0.165519,0.097877,0.026677,-0.167129,0.096948
107,10.7,0.096706,-0.070897,0.064047,-0.052292,-0.081294,0.057524,0.022207,-0.076095,0.060785,-0.002765,-0.163563,0.143483,0.024507,-0.157818,0.148488,-0.000203,-0.165495,0.097868,0.02669,-0.167101,0.096944
108,10.8,0.096825,-0.071485,0.06396,-0.052157,-0.080772,0.057613,0.022334,-0.076129,0.060786,-0.003326,-0.163487,0.143974,0.024603,-0.156758,0.148417,-0.000262,-0.16648,0.09776,0.025876,-0.166571,0.095409
109,10.9,0.096741,-0.070852,0.06406,-0.052202,-0.080887,0.057594,0.02227,-0.07587,0.060827,-0.002772,-0.162659,0.144437,0.024592,-0.156702,0.148456,-0.000257,-0.166427,0.097792,0.026736,-0.167013,0.096946
110,11,0.096812,-0.071811,0.063876,-0.052206,-0.080811,0.057578,0.022303,-0.076311,0.060727,-0.002762,-0.162622,0.143959,0.025473,-0.157023,0.147974,-0.000206,-0.165456,0.097347,0.026243,-0.166854,0.095924
111,11.1,0.0967,-0.071039,0.064016,-0.052328,-0.081307,0.057533,0.022186,-0.076173,0.060775,-0.003284,-0.163335,0.143021,0.026406,-0.158204,0.147103,-0.000311,-0.166451,0.097294,0.02668,-0.167054,0.096447
112,11.2,0.096725,-0.07076,0.064083,-0.052179,-0.080795,0.057629,0.022273,-0.075777,0.060856,-0.002753,-0.162584,0.143946,0.026949,-0.158187,0.146671,-0.000251,-0.16637,0.097322,0.026709,-0.167033,0.096971
113,11.3,0.096742,-0.071108,0.063975,-0.052287,-0.081291,0.057502,0.022228,-0.076199,0.060739,-0.003237,-0.16249,0.144006,0.02785,-0.159534,0.146197,0.000316,-0.165574,0.097359,0.027202,-0.167184,0.096436
114,11.4,0.09673,-0.071027,0.063986,-0.052173,-0.080741,0.057605,0.022279,-0.075884,0.060796,-0.002782,-0.162707,0.144444,0.02829,-0.160634,0.145764,0.000351,-0.165481,0.096853,0.027237,-0.167087,0.095944
115,11.5,0.09669,-0.070755,0.064033,-0.052219,-0.081083,0.057507,0.022235,-0.075919,0.06077,-0.00281,-0.162695,0.144409,0.028802,-0.160762,0.145269,0.000371,-0.165539,0.096825,0.027257,-0.167141,0.095915
116,11.6,0.096789,-0.070861,0.064003,-0.052257,-0.08135,0.057488,0.022266,-0.076106,0.060745,-0.003372,-0.16345,0.144006,0.029373,-0.160769,0.144815,0.000438,-0.165469,0.096844,0.027291,-0.167139,0.096419
117,11.7,0.096713,-0.071188,0.063945,-0.052254,-0.081095,0.057526,0.022229,-0.076142,0.060736,-0.002717,-0.161563,0.143989,0.029744,-0.160955,0.144335,0.000308,-0.165579,0.096835,0.027226,-0.167126,0.095424
118,11.8,0.096744,-0.071002,0.064018,-0.052246,-0.081105,0.057531,0.022249,-0.076053,0.060774,-0.003215,-0.162544,0.144439,0.030236,-0.162015,0.143903,0.000255,-0.16653,0.096759,0.027239,-0.167124,0.095921
119,11.9,0.096689,-0.070651,0.064098,-0.052182,-0.080865,0.057589,0.022254,-0.075758,0.060843,-0.00396,-0.164387,0.14452,0.030273,-0.160909,0.143899,0.000488,-0.164377,0.096438,0.02721,-0.167139,0.096436
120,12,0.096674,-0.070639,0.064059,-0.052117,-0.080621,0.057657,0.022278,-0.07563,0.060858,-0.004535,-0.165323,0.144506,0.030268,-0.161911,0.143446,0.000357,-0.165481,0.096855,0.027718,-0.167233,0.095953
121,12.1,0.096712,-0.070836,0.064045,-0.05219,-0.080837,0.057638,0.022261,-0.075836,0.060842,-0.004582,-0.165454,0.144957,0.030276,-0.160903,0.143438,0.000321,-0.165526,0.096879,0.027238,-0.167071,0.095469
122,12.2,0.096756,-0.071457,0.063957,-0.05215,-0.080647,0.057634,0.022303,-0.076052,0.060795,-0.004531,-0.165439,0.145003,0.030682,-0.162036,0.143471,0.000412,-0.164453,0.096943,0.027264,-0.166939,0.094973
123,12.3,0.096768,-0.071234,0.063972,-0.052256,-0.081095,0.057532,0.022256,-0.076164,0.060752,-0.004559,-0.16538,0.145038,0.03073,-0.161507,0.143466,0.00034,-0.165463,0.096877,0.027193,-0.167143,0.096457
124,12.4,0.096793,-0.071585,0.063958,-0.052132,-0.080656,0.057613,0.02233,-0.076121,0.060786,-0.004621,-0.165452,0.144947,0.030724,-0.160946,0.143486,0.000329,-0.165434,0.096903,0.02678,-0.165867,0.096066
125,12.5,0.096687,-0.070652,0.064073,-0.052226,-0.08102,0.057553,0.02223,-0.075836,0.060813,-0.004561,-0.165461,0.144959,0.030758,-0.161017,0.143417,0.000379,-0.165421,0.096345,0.027264,-0.167031,0.095436
126,12.6,0.096709,-0.070747,0.064051,-0.052249,-0.081053,0.057561,0.02223,-0.0759,0.060806,-0.004576,-0.165444,0.144989,0.030708,-0.162054,0.143467,0.000433,-0.164473,0.096942,0.027293,-0.165997,0.095541
127,12.7,0.096924,-0.072164,0.063826,-0.052155,-0.080703,0.057607,0.022384,-0.076433,0.060716,-0.00458,-0.165474,0.144949,0.030738,-0.162045,0.143497,0.000356,-0.165488,0.096902,0.027684,-0.167313,0.096487
128,12.8,0.096808,-0.071666,0.063868,-0.052295,-0.081281,0.057519,0.022256,-0.076474,0.060694,-0.004574,-0.165442,0.144973,0.030729,-0.162101,0.143438,0.000377,-0.165455,0.096345,0.027197,-0.167207,0.096416
129,12.9,0.096722,-0.070961,0.06402,-0.052263,-0.081164,0.05757,0.02223,-0.076063,0.060795,-0.004561,-0.165398,0.144978,0.030753,-0.16101,0.143454,0.000348,-0.165508,0.096879,0.027233,-0.167115,0.095968
130,13,0.096652,-0.070253,0.064136,-0.052238,-0.081152,0.057524,0.022207,-0.075703,0.06083,-0.004567,-0.165404,0.144971,0.030742,-0.1621,0.143458,0.000396,-0.165471,0.096362,0.028201,-0.167438,0.095966
131,13.1,0.096728,-0.071179,0.063962,-0.052278,-0.081137,0.057507,0.022225,-0.076158,0.060735,-0.003392,-0.163567,0.144472,0.030738,-0.161,0.143457,0.000432,-0.164477,0.096957,0.027695,-0.167246,0.095981
132,13.2,0.096687,-0.070646,0.064085,-0.052271,-0.081193,0.057508,0.022208,-0.07592,0.060797,-0.00268,-0.16242,0.143028,0.030772,-0.160937,0.143497,0.000501,-0.164357,0.096499,0.027288,-0.166975,0.095518
133,13.3,0.096705,-0.071039,0.063955,-0.052148,-0.080737,0.057603,0.022279,-0.075888,0.060779,-0.003364,-0.163584,0.143961,0.0307,-0.162144,0.143453,0.000449,-0.164497,0.096437,0.027678,-0.167341,0.095952
134,13.4,0.096614,-0.069864,0.064209,-0.052104,-0.080593,0.057629,0.022255,-0.075229,0.060919,-0.003353,-0.163564,0.144477,0.030743,-0.162046,0.143482,0.000496,-0.164407,0.096464,0.026848,-0.165853,0.095547
135,13.5,0.0968,-0.071518,0.063945,-0.05231,-0.081235,0.057528,0.022245,-0.076377,0.060737,-0.002808,-0.162591,0.143993,0.030675,-0.162033,0.143509,0.000302,-0.165476,0.096907,0.027229,-0.166057,0.096075
136,13.6,0.096759,-0.070984,0.064015,-0.052075,-0.080367,0.057719,0.022342,-0.075675,0.060867,-0.003313,-0.163557,0.143955,0.030751,-0.162112,0.143443,0.000362,-0.165543,0.096851,0.027288,-0.166122,0.096009
137,13.7,0.096754,-0.070865,0.064094,-0.052103,-0.080609,0.057653,0.022325,-0.075737,0.060874,-0.002872,-0.163716,0.144478,0.03075,-0.16205,0.143475,0.000375,-0.165491,0.096875,0.02726,-0.167095,0.095961
138,13.8,0.096703,-0.070785,0.064035,-0.052196,-0.080945,0.057603,0.022253,-0.075865,0.060819,-0.003311,-0.163427,0.143497,0.030755,-0.161001,0.143455,0.000374,-0.165422,0.096386,0.027227,-0.167102,0.095969
139,13.9,0.096778,-0.071339,0.06394,-0.052277,-0.081219,0.057476,0.02225,-0.076279,0.060708,-0.002727,-0.1626,0.143436,0.030723,-0.162109,0.143433,0.000374,-0.165468,0.096339,0.027226,-0.167149,0.095919
140,14,0.096732,-0.071055,0.063974,-0.052303,-0.081253,0.057522,0.022215,-0.076154,0.060748,-0.003361,-0.163479,0.143976,0.030703,-0.162039,0.143469,0.000803,-0.165616,0.096884,0.02727,-0.166945,0.094972
141,14.1,0.096668,-0.070682,0.064056,-0.052306,-0.081284,0.0575,0.022181,-0.075983,0.060778,-0.002886,-0.163686,0.143983,0.030704,-0.1621,0.143465,0.000323,-0.165536,0.096869,0.027716,-0.167224,0.095471
142,14.2,0.096782,-0.07117,0.063959,-0.052213,-0.081126,0.057521,0.022284,-0.076148,0.06074,-0.00274,-0.162679,0.143922,0.030743,-0.162116,0.143428,0.000455,-0.164537,0.096911,0.027242,-0.167161,0.095915
143,14.3,0.09669,-0.070729,0.064043,-0.052269,-0.081264,0.057499,0.02221,-0.075996,0.060771,-0.002927,-0.163739,0.144447,0.030695,-0.162083,0.143448,0.000359,-0.165433,0.096345,0.027244,-0.167046,0.095441
144,14.4,0.096706,-0.07113,0.063984,-0.052062,-0.080295,0.057679,0.022322,-0.075712,0.060832,-0.002901,-0.16368,0.143969,0.03069,-0.162094,0.143456,0.000314,-0.165523,0.096856,0.027232,-0.167067,0.09545
145,14.5,0.096755,-0.071026,0.063978,-0.052058,-0.080429,0.057642,0.022348,-0.075728,0.06081,-0.003313,-0.163502,0.143952,0.030751,-0.16205,0.143451,0.000378,-0.165481,0.096849,0.027264,-0.167085,0.095936
146,14.6,0.096732,-0.071116,0.063981,-0.052221,-0.080941,0.057595,0.022256,-0.076028,0.060788,-0.002808,-0.162644,0.143965,0.030709,-0.161045,0.143442,0.000383,-0.164506,0.096954,0.027136,-0.167211,0.096447
147,14.7,0.096734,-0.071137,0.063985,-0.052268,-0.081226,0.057518,0.022233,-0.076181,0.060751,-0.001793,-0.162898,0.143471,0.031176,-0.161271,0.143914,0.000372,-0.165482,0.096353,0.027225,-0.167159,0.095939
148,14.8,0.09668,-0.070455,0.064107,-0.052232,-0.08106,0.057563,0.022224,-0.075757,0.060835,-0.001352,-0.16317,0.145012,0.0321,-0.162593,0.144493,0.000967,-0.164619,0.097003,0.026797,-0.166949,0.095984
149,14.9,0.096649,-0.070319,0.0641,-0.052114,-0.080581,0.057655,0.022268,-0.07545,0.060878,-0.001437,-0.163253,0.145449,0.03248,-0.163803,0.144489,0.000927,-0.164616,0.096952,0.028184,-0.167384,0.095971
150,15,0.09675,-0.071013,0.06402,-0.052217,-0.08109,0.05757,0.022267,-0.076051,0.060795,-0.000279,-0.161554,0.145919,0.033415,-0.164152,0.145011,0.000967,-0.164632,0.096974,0.027756,-0.166287,0.096553
151,15.1,0.096671,-0.070815,0.064072,-0.052326,-0.081405,0.057461,0.022173,-0.07611,0.060766,0.000844,-0.15971,0.145373,0.033769,-0.165415,0.145517,0.000928,-0.164621,0.096953,0.028153,-0.167454,0.09647
152,15.2,0.096624,-0.070074,0.064178,-0.052267,-0.081181,0.057505,0.022178,-0.075627,0.060841,0.001283,-0.159905,0.145875,0.034693,-0.164698,0.145991,0.000924,-0.164609,0.09696,0.028117,-0.167513,0.096966
153,15.3,0.096719,-0.070924,0.064005,-0.052263,-0.081146,0.057534,0.022228,-0.076035,0.060769,0.002207,-0.160285,0.146392,0.035174,-0.16487,0.146003,0.001409,-0.16479,0.096983,0.027677,-0.167337,0.096468
154,15.4,0.096665,-0.070459,0.064096,-0.052266,-0.081169,0.057531,0.0222,-0.075814,0.060814,0.002151,-0.160376,0.146854,0.035119,-0.164958,0.146467,0.001396,-0.164808,0.096961,0.027696,-0.167283,0.095959
155,15.5,0.096676,-0.070703,0.064067,-0.052205,-0.080775,0.057605,0.022235,-0.075739,0.060836,0.003068,-0.160603,0.146908,0.035561,-0.165047,0.146509,0.001373,-0.164752,0.096994,0.028117,-0.167448,0.096494
156,15.6,0.096753,-0.071161,0.064002,-0.052197,-0.080838,0.05758,0.022278,-0.075999,0.060791,0.003159,-0.159626,0.146839,0.036021,-0.16524,0.146489,0.001475,-0.163785,0.097033,0.028122,-0.167491,0.096461
157,15.7,0.096673,-0.070795,0.064047,-0.052164,-0.080759,0.057582,0.022255,-0.075777,0.060815,0.0035,-0.160866,0.147373,0.035966,-0.166363,0.147004,0.001436,-0.163856,0.097536,0.028591,-0.167642,0.096476
158,15.8,0.096687,-0.070701,0.064099,-0.052299,-0.081216,0.05754,0.022194,-0.075959,0.06082,0.004043,-0.160908,0.146948,0.036475,-0.166461,0.147064,0.001511,-0.163766,0.097089,0.027683,-0.167322,0.096504
159,15.9,0.096653,-0.070581,0.064161,-0.052299,-0.081258,0.057507,0.022177,-0.07592,0.060834,0.003609,-0.159762,0.14738,0.036468,-0.165371,0.147026,0.001457,-0.16379,0.097577,0.028137,-0.167425,0.09651
160,16,0.096655,-0.070731,0.064016,-0.052141,-0.08063,0.0576,0.022257,-0.075681,0.060808,0.004073,-0.159971,0.14732,0.036441,-0.166502,0.146979,0.001919,-0.163982,0.097516,0.02815,-0.167407,0.095938
161,16.1,0.096766,-0.071008,0.063999,-0.05221,-0.080948,0.057579,0.022278,-0.075978,0.060789,0.004127,-0.159869,0.147355,0.036499,-0.166383,0.147024,0.001896,-0.164898,0.097475,0.028192,-0.167363,0.096472
162,16.2,0.096765,-0.071279,0.063911,-0.052234,-0.081084,0.057507,0.022265,-0.076182,0.060709,0.003984,-0.161125,0.147817,0.036479,-0.166548,0.146953,0.001471,-0.163885,0.097484,0.02815,-0.167522,0.096405
163,16.3,0.096672,-0.070784,0.064054,-0.05223,-0.080965,0.057523,0.022221,-0.075875,0.060789,0.004529,-0.160111,0.147334,0.036431,-0.166494,0.146992,0.001923,-0.163983,0.09752,0.028156,-0.167403,0.095949
164,16.4,0.096678,-0.070952,0.064048,-0.05217,-0.080636,0.057623,0.022254,-0.075794,0.060835,0.003943,-0.160967,0.147402,0.036405,-0.166461,0.147038,0.001322,-0.164828,0.097479,0.027179,-0.167092,0.095974
165,16.5,0.096704,-0.071108,0.063995,-0.052316,-0.081286,0.057479,0.022194,-0.076197,0.060737,0.004045,-0.160003,0.147333,0.036897,-0.165622,0.14697,0.001796,-0.165041,0.097455,0.028162,-0.16642,0.096032
166,16.6,0.096585,-0.070006,0.06416,-0.052265,-0.0812,0.057518,0.02216,-0.075603,0.060839,0.004112,-0.159943,0.147376,0.036482,-0.166466,0.147037,0.001381,-0.164844,0.097489,0.028698,-0.16747,0.095516
167,16.7,0.096749,-0.071255,0.063947,-0.05213,-0.080719,0.057629,0.02231,-0.075987,0.060788,0.003099,-0.160691,0.146879,0.036057,-0.165266,0.146491,0.001504,-0.163825,0.097041,0.028184,-0.167458,0.095974
168,16.8,0.096607,-0.070083,0.064221,-0.052173,-0.080652,0.05764,0.022217,-0.075367,0.060931,0.002176,-0.160188,0.145899,0.035111,-0.164844,0.146005,0.001362,-0.164747,0.096973,0.028138,-0.167371,0.095986
169,16.9,0.096766,-0.071213,0.064019,-0.052142,-0.080536,0.057651,0.022312,-0.075875,0.060835,0.000804,-0.159646,0.145414,0.033786,-0.164238,0.145051,0.000887,-0.164566,0.096995,0.027669,-0.167191,0.09601
170,17,0.096726,-0.07095,0.063981,-0.052189,-0.080962,0.057552,0.022269,-0.075956,0.060767,-0.000847,-0.162389,0.145395,0.032985,-0.162914,0.144432,0.000936,-0.164632,0.096916,0.027749,-0.167186,0.095429
171,17.1,0.096685,-0.070774,0.064064,-0.052254,-0.081058,0.057537,0.022215,-0.075916,0.060801,-0.001834,-0.162896,0.143996,0.032027,-0.163585,0.14403,0.000916,-0.164617,0.096976,0.027254,-0.167023,0.095487
172,17.2,0.096699,-0.070848,0.064034,-0.052349,-0.081493,0.057467,0.022175,-0.076171,0.060751,-0.001873,-0.163,0.144457,0.031589,-0.162436,0.143959,0.0009,-0.164645,0.096947,0.02673,-0.166981,0.095935
173,17.3,0.096716,-0.070804,0.064083,-0.052276,-0.081289,0.057499,0.02222,-0.076046,0.060791,-0.002308,-0.162777,0.143948,0.031626,-0.162353,0.143477,0.000433,-0.16448,0.096927,0.027188,-0.167174,0.096432
174,17.4,0.096692,-0.070722,0.064085,-0.052246,-0.081073,0.057525,0.022223,-0.075897,0.060805,-0.002786,-0.162598,0.143968,0.031158,-0.162176,0.143495,0.000327,-0.165472,0.096881,0.027688,-0.167225,0.095981
175,17.5,0.096683,-0.070538,0.064086,-0.052244,-0.081009,0.057586,0.022219,-0.075774,0.060836,-0.00279,-0.162623,0.143974,0.031154,-0.162208,0.143495,0.000345,-0.165427,0.096389,0.027197,-0.16711,0.095971
176,17.6,0.096684,-0.070848,0.064042,-0.052312,-0.081315,0.057484,0.022186,-0.076081,0.060763,-0.003226,-0.162468,0.143451,0.030697,-0.162121,0.143464,0.000454,-0.164472,0.096443,0.02724,-0.167098,0.095459
177,17.7,0.096748,-0.071045,0.064036,-0.052173,-0.080764,0.057624,0.022288,-0.075905,0.06083,-0.002754,-0.162576,0.143447,0.030697,-0.162086,0.143447,0.000319,-0.165515,0.096848,0.027236,-0.167056,0.095441
178,17.8,0.096746,-0.070994,0.064085,-0.052222,-0.081098,0.057589,0.022262,-0.076046,0.060837,-0.002605,-0.161537,0.143487,0.030772,-0.161015,0.143488,0.000397,-0.16545,0.096417,0.027765,-0.166238,0.096092
179,17.9,0.096739,-0.071003,0.064005,-0.052281,-0.081233,0.057522,0.022229,-0.076118,0.060763,-0.002758,-0.162618,0.143936,0.030725,-0.162059,0.143447,0.000445,-0.164467,0.096925,0.027304,-0.165992,0.095521
180,18,0.096709,-0.070418,0.064102,-0.052268,-0.081258,0.057496,0.022221,-0.075838,0.060799,-0.002556,-0.161513,0.14343,0.030818,-0.161973,0.142975,0.000405,-0.165477,0.096857,0.027291,-0.16708,0.095939
181,18.1,0.096802,-0.071375,0.063933,-0.05227,-0.081251,0.057475,0.022266,-0.076313,0.060704,-0.002631,-0.161637,0.143899,0.030745,-0.162101,0.143439,0.000469,-0.164511,0.096914,0.027255,-0.167133,0.095923
182,18.2,0.096619,-0.070189,0.064121,-0.05218,-0.080904,0.057554,0.022219,-0.075547,0.060837,-0.002797,-0.162698,0.144443,0.03118,-0.162207,0.143475,0.000918,-0.164636,0.096955,0.027256,-0.167043,0.095459
183,18.3,0.096724,-0.07073,0.064088,-0.052083,-0.080506,0.057636,0.022321,-0.075618,0.060862,-0.001844,-0.162939,0.14446,0.032081,-0.162508,0.143976,0.000837,-0.165591,0.096874,0.027273,-0.166982,0.095459
184,18.4,0.096758,-0.071399,0.06389,-0.052189,-0.08096,0.05756,0.022284,-0.076179,0.060725,-0.000827,-0.162386,0.144912,0.032482,-0.163892,0.144452,0.000822,-0.16572,0.096845,0.027733,-0.16726,0.095432
185,18.5,0.096751,-0.07152,0.063954,-0.052238,-0.080943,0.057564,0.022257,-0.076232,0.060759,0.000223,-0.160627,0.145397,0.033311,-0.164194,0.144997,0.000867,-0.164658,0.096958,0.027688,-0.166254,0.096048
186,18.6,0.096719,-0.071291,0.063949,-0.05229,-0.081154,0.057564,0.022214,-0.076223,0.060756,0.00079,-0.15986,0.145857,0.034234,-0.164601,0.145479,0.000876,-0.164715,0.096953,0.028511,-0.167844,0.09745
187,18.7,0.096779,-0.071499,0.063899,-0.052268,-0.081128,0.057529,0.022256,-0.076313,0.060714,0.002183,-0.160273,0.146372,0.034688,-0.164714,0.145982,0.000919,-0.164622,0.096952,0.028112,-0.167527,0.096958
188,18.8,0.096792,-0.071601,0.063946,-0.052249,-0.080997,0.057541,0.022272,-0.076299,0.060743,0.002102,-0.160296,0.146897,0.035101,-0.164814,0.146039,0.001359,-0.164731,0.097003,0.028102,-0.167424,0.096511
189,18.9,0.096922,-0.072308,0.063809,-0.052206,-0.081007,0.057539,0.022358,-0.076657,0.060674,0.002688,-0.16041,0.146386,0.035188,-0.16484,0.145999,0.001409,-0.164834,0.097463,0.028219,-0.167376,0.095979
190,19,0.096775,-0.071029,0.064011,-0.05219,-0.080939,0.057554,0.022293,-0.075984,0.060782,0.002186,-0.160385,0.146843,0.035185,-0.164897,0.145973,0.001427,-0.164804,0.096948,0.027734,-0.166315,0.096514
191,19.1,0.096738,-0.071304,0.064004,-0.052373,-0.08136,0.057474,0.022182,-0.076332,0.060739,0.001198,-0.159949,0.145873,0.034637,-0.164687,0.14551,0.000837,-0.164659,0.096959,0.02765,-0.16722,0.095478
192,19.2,0.09668,-0.070491,0.064147,-0.052216,-0.080909,0.057597,0.022232,-0.0757,0.060872,-0.000269,-0.161384,0.144948,0.033392,-0.164054,0.144541,0.000922,-0.164588,0.096976,0.027736,-0.167138,0.095497
193,19.3,0.096625,-0.070509,0.064095,-0.052277,-0.081121,0.05752,0.022174,-0.075815,0.060808,-0.001779,-0.161949,0.144461,0.031609,-0.162351,0.143506,0.000781,-0.165652,0.096903,0.027659,-0.167267,0.095984
194,19.4,0.096684,-0.070747,0.064027,-0.052186,-0.080897,0.057571,0.022249,-0.075822,0.060799,-0.00275,-0.162635,0.143947,0.031195,-0.162217,0.143463,0.000445,-0.164488,0.096935,0.027232,-0.167114,0.095939
195,19.5,0.096721,-0.070849,0.064002,-0.052261,-0.08114,0.057518,0.02223,-0.075994,0.06076,-0.002648,-0.161595,0.143931,0.030727,-0.162061,0.143467,0.000444,-0.164486,0.096948,0.027231,-0.16711,0.095954
196,19.6,0.096744,-0.071535,0.063883,-0.052231,-0.080904,0.057558,0.022257,-0.076219,0.06072,-0.002807,-0.162699,0.143929,0.030676,-0.162143,0.14344,0.000297,-0.165572,0.096842,0.027182,-0.167187,0.095926
197,19.7,0.096687,-0.070689,0.06412,-0.052193,-0.080769,0.057596,0.022247,-0.075729,0.060858,-0.002772,-0.162497,0.143491,0.030712,-0.160954,0.143476,0.000348,-0.16537,0.096396,0.027644,-0.167265,0.09649
