Format Version,1.23,Take Name,heart_sim_output,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,3/17/2026 16:00,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global,
,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,ID,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
309,30.9,0.096703,-0.070813,0.064011,-0.052305,-0.081372,0.05746,0.022199,-0.076093,0.060736,-0.002771,-0.162708,0.143949,0.030712,-0.162149,0.143454,0.000356,-0.165519,0.096364,0.027717,-0.167276,0.09546
310,31,0.096708,-0.071025,0.063955,-0.052219,-0.081054,0.057522,0.022245,-0.07604,0.060738,-0.002634,-0.161635,0.143397,0.030709,-0.162175,0.143418,0.000325,-0.165601,0.096823,0.02721,-0.167213,0.095904
311,31.1,0.096705,-0.070973,0.064038,-0.052147,-0.080692,0.057583,0.022279,-0.075832,0.06081,-0.00329,-0.162509,0.143944,0.030696,-0.162024,0.142998,0.0003,-0.165528,0.096869,0.026687,-0.1661,0.097012
312,31.2,0.096667,-0.070517,0.064045,-0.052272,-0.081157,0.057498,0.022198,-0.075837,0.060772,-0.002603,-0.16152,0.142891,0.030739,-0.162063,0.142922,0.000357,-0.165469,0.096305,0.02721,-0.167152,0.095884
313,31.3,0.096643,-0.070473,0.0641,-0.052295,-0.081196,0.057489,0.022174,-0.075834,0.060795,-0.0033,-0.162501,0.143955,0.030687,-0.162025,0.142997,0.000306,-0.165455,0.096381,0.027634,-0.167286,0.095973
314,31.4,0.096765,-0.071423,0.063929,-0.05225,-0.081122,0.057536,0.022258,-0.076273,0.060732,-0.002678,-0.161665,0.143932,0.030696,-0.162137,0.143465,0.000442,-0.164489,0.096451,0.027735,-0.167195,0.094979
315,31.5,0.096627,-0.070583,0.064088,-0.052333,-0.08125,0.057507,0.022147,-0.075916,0.060798,-0.002746,-0.161641,0.143946,0.030629,-0.162121,0.143486,0.000252,-0.165555,0.096887,0.027612,-0.16732,0.095984
316,31.6,0.096757,-0.071075,0.064071,-0.052167,-0.080738,0.057556,0.022295,-0.075906,0.060813,-0.002693,-0.161573,0.143946,0.030682,-0.16204,0.143493,0.000317,-0.165476,0.096887,0.027243,-0.166053,0.096058
317,31.7,0.096635,-0.07077,0.064047,-0.052369,-0.081384,0.057513,0.022133,-0.076077,0.06078,-0.002728,-0.161661,0.14396,0.030646,-0.162138,0.143497,0.000298,-0.165516,0.096403,0.027182,-0.167134,0.095494
318,31.8,0.096703,-0.070908,0.064063,-0.052295,-0.081215,0.057488,0.022204,-0.076062,0.060776,-0.00267,-0.161571,0.143454,0.030673,-0.162107,0.143483,0.000333,-0.165485,0.096384,0.027186,-0.167165,0.09597
319,31.9,0.096654,-0.070656,0.064033,-0.052304,-0.081216,0.057481,0.022175,-0.075936,0.060757,-0.003305,-0.162652,0.144383,0.030682,-0.162171,0.143412,0.00033,-0.165524,0.096319,0.026707,-0.167063,0.095887
320,32,0.096799,-0.071561,0.063879,-0.052347,-0.081503,0.057441,0.022226,-0.076532,0.06066,-0.003125,-0.16157,0.143862,0.030721,-0.162186,0.143398,0.000456,-0.164525,0.09639,0.027209,-0.167224,0.095885
321,32.1,0.096689,-0.070599,0.064118,-0.052341,-0.081427,0.057463,0.022174,-0.076013,0.06079,-0.00321,-0.162374,0.142979,0.030681,-0.162096,0.143481,0.000306,-0.165537,0.096881,0.027192,-0.167148,0.095968
322,32.2,0.096712,-0.071272,0.063989,-0.052278,-0.081048,0.057527,0.022217,-0.07616,0.060758,-0.003334,-0.162549,0.143918,0.030653,-0.162075,0.142969,0.000284,-0.165489,0.096343,0.027169,-0.167109,0.095439
323,32.3,0.096659,-0.070794,0.064015,-0.052271,-0.081122,0.057486,0.022194,-0.075958,0.06075,-0.003256,-0.162466,0.14345,0.030699,-0.162055,0.142983,0.000289,-0.16556,0.096863,0.027174,-0.167174,0.095948
324,32.4,0.096553,-0.070033,0.064197,-0.052342,-0.081398,0.057455,0.022106,-0.075716,0.060826,-0.003208,-0.161509,0.143917,0.030638,-0.162131,0.143466,0.000292,-0.165493,0.09637,0.02762,-0.167326,0.095964
325,32.5,0.096675,-0.070798,0.064033,-0.052323,-0.081311,0.057441,0.022176,-0.076055,0.060737,-0.002698,-0.161679,0.143908,0.030677,-0.162147,0.143449,0.000303,-0.165582,0.096848,0.027696,-0.167268,0.095454
326,32.6,0.096773,-0.071213,0.063999,-0.052125,-0.080609,0.057585,0.022324,-0.075911,0.060792,-0.002787,-0.162618,0.143992,0.030727,-0.161989,0.143027,0.000451,-0.164421,0.096485,0.027681,-0.16726,0.096003
327,32.7,0.096737,-0.071063,0.063952,-0.052189,-0.080963,0.057529,0.022274,-0.076013,0.060741,-0.002796,-0.162795,0.144404,0.030719,-0.162163,0.143425,0.000371,-0.165529,0.09633,0.027772,-0.166251,0.095511
328,32.8,0.096718,-0.070751,0.064061,-0.052349,-0.081489,0.057456,0.022185,-0.07612,0.060758,-0.002655,-0.16159,0.143965,0.03072,-0.162055,0.143502,0.000341,-0.165497,0.096905,0.027702,-0.167251,0.095999
329,32.9,0.096774,-0.07139,0.063909,-0.052276,-0.081178,0.057488,0.022249,-0.076284,0.060698,-0.003245,-0.162495,0.143413,0.030678,-0.162156,0.143419,0.000325,-0.165502,0.096326,0.027209,-0.16712,0.095412
330,33,0.09669,-0.070887,0.064038,-0.05219,-0.080727,0.057593,0.02225,-0.075807,0.060816,-0.003305,-0.162529,0.143934,0.030616,-0.163177,0.143477,0.000263,-0.165546,0.096857,0.027623,-0.167313,0.095948
331,33.1,0.096755,-0.07102,0.063966,-0.052276,-0.081327,0.057474,0.02224,-0.076173,0.06072,-0.003182,-0.162493,0.143438,0.030772,-0.162072,0.142965,0.000389,-0.165511,0.096351,0.027242,-0.167187,0.09593
332,33.2,0.096743,-0.071414,0.063928,-0.052312,-0.081174,0.057507,0.022215,-0.076294,0.060718,-0.002729,-0.161644,0.143906,0.030677,-0.16205,0.142971,0.000405,-0.164457,0.096425,0.026692,-0.16605,0.096494
333,33.3,0.096597,-0.070098,0.064156,-0.052238,-0.081076,0.057538,0.02218,-0.075587,0.060847,-0.002693,-0.161657,0.143938,0.030713,-0.162063,0.142995,0.000331,-0.165499,0.096379,0.027215,-0.167114,0.095468
334,33.4,0.096699,-0.070939,0.064058,-0.052252,-0.080914,0.057535,0.022224,-0.075926,0.060797,-0.003326,-0.162485,0.143936,0.030629,-0.162079,0.143463,0.000837,-0.164635,0.096948,0.027142,-0.167121,0.095949
335,33.5,0.096741,-0.070972,0.06401,-0.052267,-0.081223,0.057533,0.022237,-0.076098,0.060771,-0.00263,-0.161575,0.143486,0.030744,-0.162045,0.143028,0.000425,-0.16455,0.09699,0.027759,-0.16622,0.095593
336,33.6,0.09661,-0.07036,0.064079,-0.052274,-0.081108,0.057492,0.022168,-0.075734,0.060786,-0.003302,-0.162558,0.143892,0.030619,-0.163206,0.143434,0.000299,-0.165491,0.096315,0.027626,-0.167328,0.095904
337,33.7,0.096652,-0.0707,0.064047,-0.052226,-0.080967,0.057525,0.022213,-0.075834,0.060786,-0.002694,-0.1617,0.143895,0.030647,-0.163224,0.143454,0.000295,-0.165603,0.096834,0.027655,-0.167363,0.095925
338,33.8,0.096713,-0.070859,0.064007,-0.052248,-0.081178,0.057478,0.022233,-0.076018,0.060742,-0.002703,-0.161737,0.144399,0.030703,-0.162141,0.143444,0.00035,-0.1655,0.096352,0.027717,-0.166297,0.096021
339,33.9,0.096714,-0.07099,0.064029,-0.052124,-0.080726,0.057601,0.022295,-0.075858,0.060815,-0.002776,-0.162665,0.143976,0.030707,-0.162104,0.143485,0.000456,-0.164462,0.096469,0.027283,-0.166056,0.095561
340,34,0.096618,-0.07016,0.064148,-0.052332,-0.081336,0.057436,0.022143,-0.075748,0.060792,-0.002624,-0.161489,0.142926,0.030687,-0.162096,0.143442,0.000444,-0.164436,0.096419,0.027738,-0.167139,0.094954
341,34.1,0.096718,-0.071053,0.064001,-0.052215,-0.081002,0.057549,0.022251,-0.076028,0.060775,-0.00325,-0.162535,0.143417,0.030639,-0.163242,0.143452,0.000325,-0.165543,0.096331,0.026734,-0.167012,0.095409
342,34.2,0.096747,-0.071128,0.063984,-0.052201,-0.08095,0.057536,0.022273,-0.076039,0.06076,-0.002666,-0.161623,0.143415,0.030708,-0.162097,0.142961,0.000295,-0.165592,0.096842,0.027656,-0.167351,0.095935
343,34.3,0.096632,-0.070492,0.064101,-0.052174,-0.080821,0.057583,0.022229,-0.075657,0.060842,-0.002658,-0.161643,0.143409,0.030685,-0.162181,0.143431,0.000402,-0.1646,0.096912,0.027188,-0.167226,0.095918
344,34.4,0.096711,-0.071173,0.063961,-0.052248,-0.081034,0.057539,0.022231,-0.076103,0.06075,-0.002721,-0.16173,0.143879,0.030654,-0.162208,0.143413,0.000401,-0.164544,0.096397,0.027154,-0.167246,0.095899
345,34.5,0.096711,-0.071106,0.063981,-0.052295,-0.081281,0.057464,0.022208,-0.076193,0.060723,-0.003129,-0.16145,0.1434,0.030686,-0.16214,0.143427,0.000425,-0.164477,0.096416,0.02721,-0.167111,0.095422
346,34.6,0.096638,-0.070091,0.064162,-0.05217,-0.080984,0.057548,0.022234,-0.075538,0.060855,-0.002599,-0.16168,0.143944,0.030776,-0.162132,0.14348,0.00043,-0.165521,0.096386,0.028139,-0.167686,0.097465
347,34.7,0.096751,-0.071218,0.063972,-0.052329,-0.081464,0.057465,0.022211,-0.076341,0.060718,-0.003216,-0.16253,0.143435,0.030738,-0.162114,0.142964,0.000324,-0.165626,0.096847,0.026733,-0.167091,0.095919
348,34.8,0.096621,-0.070386,0.06409,-0.052175,-0.080801,0.057552,0.022223,-0.075594,0.060821,-0.002704,-0.161666,0.14392,0.030671,-0.162141,0.143453,0.000318,-0.165506,0.096361,0.026727,-0.166978,0.095438
349,34.9,0.096671,-0.070717,0.064084,-0.052223,-0.080841,0.057596,0.022224,-0.075779,0.06084,-0.003242,-0.162386,0.142973,0.03068,-0.162045,0.142999,0.000309,-0.165475,0.096376,0.028113,-0.16745,0.095985
350,35,0.096817,-0.071264,0.064002,-0.052265,-0.081261,0.05748,0.022276,-0.076263,0.060741,-0.003227,-0.162503,0.143934,0.030728,-0.162084,0.143455,0.000381,-0.165443,0.096359,0.026855,-0.166768,0.094454
351,35.1,0.096757,-0.071335,0.06394,-0.052326,-0.081411,0.057465,0.022216,-0.076373,0.060703,-0.003251,-0.162497,0.143434,0.030672,-0.162161,0.143439,0.000417,-0.1645,0.096425,0.027717,-0.166248,0.095526
352,35.2,0.096707,-0.070684,0.06415,-0.052264,-0.08104,0.05756,0.022222,-0.075862,0.060855,-0.002696,-0.1616,0.14394,0.030679,-0.162069,0.143485,0.000409,-0.164484,0.096956,0.028147,-0.1674,0.095992
353,35.3,0.09671,-0.071031,0.064003,-0.052321,-0.081372,0.057429,0.022194,-0.076202,0.060716,-0.003255,-0.162511,0.143451,0.030634,-0.163219,0.143485,0.000418,-0.164521,0.096442,0.027615,-0.167434,0.096449
354,35.4,0.096767,-0.071346,0.063988,-0.05228,-0.081156,0.057505,0.022243,-0.076251,0.060747,-0.003239,-0.162418,0.142979,0.030225,-0.160953,0.143442,0.000274,-0.165583,0.096881,0.027127,-0.167267,0.096458
355,35.5,0.096586,-0.070429,0.064089,-0.052198,-0.080739,0.057558,0.022194,-0.075584,0.060824,-0.003587,-0.164691,0.144477,0.0297,-0.160897,0.143881,0.000335,-0.164577,0.096933,0.027089,-0.167282,0.096431
356,35.6,0.096717,-0.070876,0.064039,-0.052267,-0.081261,0.05746,0.022225,-0.076069,0.06075,-0.004597,-0.165473,0.144963,0.029325,-0.159731,0.144315,0.000427,-0.16454,0.096922,0.02677,-0.166948,0.095431
357,35.7,0.096667,-0.070397,0.0641,-0.052231,-0.081141,0.057498,0.022218,-0.075769,0.060799,-0.00495,-0.164301,0.144954,0.029268,-0.160854,0.144841,0.000425,-0.164549,0.096951,0.026736,-0.16703,0.095945
358,35.8,0.096736,-0.071133,0.063969,-0.052301,-0.081439,0.057432,0.022217,-0.076286,0.0607,-0.004951,-0.164372,0.144885,0.028314,-0.160712,0.145227,0.000323,-0.165617,0.096805,0.027208,-0.167228,0.095884
359,35.9,0.096792,-0.07127,0.063985,-0.052286,-0.081372,0.05749,0.022253,-0.076321,0.060737,-0.004918,-0.164318,0.144953,0.027854,-0.160577,0.14576,0.000324,-0.165656,0.097372,0.02721,-0.16726,0.096446
360,36,0.096643,-0.070593,0.064128,-0.052134,-0.080643,0.05758,0.022255,-0.075618,0.060854,-0.004993,-0.16428,0.144958,0.027789,-0.159565,0.14622,-0.000319,-0.166481,0.097293,0.026673,-0.16708,0.09645
361,36.1,0.096641,-0.070594,0.064067,-0.052296,-0.081165,0.057509,0.022173,-0.07588,0.060788,-0.005021,-0.164292,0.144917,0.027302,-0.159445,0.146166,-0.000354,-0.166479,0.09725,0.027114,-0.16723,0.096414
362,36.2,0.096646,-0.070666,0.06408,-0.052238,-0.081019,0.057541,0.022204,-0.075842,0.06081,-0.004997,-0.164316,0.144935,0.027295,-0.159533,0.146655,0.000248,-0.165646,0.097354,0.02669,-0.167047,0.095927
363,36.3,0.0967,-0.070928,0.064008,-0.052198,-0.081014,0.057544,0.022251,-0.075971,0.060776,-0.004962,-0.164311,0.144982,0.027328,-0.159516,0.146706,0.000291,-0.165653,0.097402,0.02762,-0.167474,0.096985
364,36.4,0.096675,-0.070772,0.064008,-0.05229,-0.081125,0.0575,0.022192,-0.075949,0.060754,-0.00499,-0.164343,0.144902,0.02726,-0.160613,0.146654,-0.000332,-0.166529,0.097234,0.02666,-0.167135,0.096383
365,36.5,0.096725,-0.070977,0.064004,-0.052151,-0.080902,0.057556,0.022287,-0.075939,0.06078,-0.004923,-0.16429,0.144942,0.027368,-0.159496,0.146659,-0.000163,-0.165476,0.09735,0.026729,-0.167085,0.096424
366,36.6,0.096695,-0.070984,0.064064,-0.052175,-0.080667,0.057561,0.02226,-0.075825,0.060813,-0.005018,-0.164298,0.144929,0.026858,-0.158328,0.146608,-0.00025,-0.165482,0.097337,0.026674,-0.167032,0.095924
367,36.7,0.096684,-0.070752,0.06408,-0.052204,-0.08094,0.057546,0.02224,-0.075846,0.060813,-0.00499,-0.164343,0.144902,0.026904,-0.158298,0.146626,-0.000301,-0.166476,0.097281,0.027675,-0.167293,0.095964
368,36.8,0.096674,-0.070657,0.064059,-0.05223,-0.081062,0.057569,0.022222,-0.075859,0.060814,-0.004923,-0.16429,0.144942,0.026856,-0.15936,0.146675,-0.000205,-0.165475,0.09737,0.026687,-0.167089,0.09645
369,36.9,0.096718,-0.071206,0.06395,-0.052296,-0.081164,0.057503,0.022211,-0.076185,0.060726,-0.005018,-0.164298,0.144929,0.02827,-0.159723,0.145708,0.000284,-0.165621,0.096834,0.026693,-0.167087,0.09591
370,37,0.096719,-0.070977,0.064077,-0.052398,-0.081398,0.057483,0.02216,-0.076187,0.06078,-0.003596,-0.164668,0.144998,0.029691,-0.160866,0.144395,0.000269,-0.165495,0.096887,0.027186,-0.167041,0.095484
371,37.1,0.096618,-0.070216,0.06419,-0.052161,-0.080757,0.057545,0.022228,-0.075487,0.060868,-0.002856,-0.162702,0.14446,0.0302,-0.160948,0.143934,0.000296,-0.165507,0.096886,0.027214,-0.167047,0.095487
372,37.2,0.096653,-0.070479,0.064073,-0.052224,-0.080973,0.057592,0.022214,-0.075726,0.060833,-0.003232,-0.162536,0.143935,0.030758,-0.161075,0.143419,0.000328,-0.165551,0.096858,0.027213,-0.167166,0.095932
373,37.3,0.09661,-0.070555,0.064107,-0.05225,-0.080906,0.057575,0.02218,-0.07573,0.060841,-0.002875,-0.162669,0.143964,0.030608,-0.162125,0.143475,0.00036,-0.16446,0.096456,0.027153,-0.166136,0.096041
374,37.4,0.09674,-0.07097,0.064028,-0.052224,-0.080976,0.057542,0.022258,-0.075973,0.060785,-0.002746,-0.162639,0.14394,0.030736,-0.162069,0.143458,0.0004,-0.165433,0.096355,0.027729,-0.167251,0.095953
375,37.5,0.096717,-0.07078,0.064033,-0.052375,-0.081645,0.057459,0.022171,-0.076213,0.060746,-0.003296,-0.163511,0.143485,0.030736,-0.162137,0.14346,0.000376,-0.165503,0.096373,0.027228,-0.167185,0.095948
376,37.6,0.096771,-0.071339,0.064035,-0.052239,-0.080975,0.057522,0.022266,-0.076157,0.060778,-0.003428,-0.163596,0.144479,0.030668,-0.16208,0.143493,0.000302,-0.165521,0.096887,0.027187,-0.167129,0.095979
377,37.7,0.096753,-0.07137,0.063986,-0.052249,-0.080946,0.057469,0.022252,-0.076158,0.060728,-0.00348,-0.163633,0.144416,0.030617,-0.162124,0.143432,0.00035,-0.164529,0.096901,0.027169,-0.167089,0.095424
378,37.8,0.096712,-0.071083,0.06402,-0.052422,-0.081694,0.057345,0.022145,-0.076388,0.060683,-0.002799,-0.162614,0.143434,0.030686,-0.161077,0.14341,0.000408,-0.164467,0.096414,0.027637,-0.167311,0.095932
379,37.9,0.096697,-0.070634,0.064101,-0.052207,-0.081046,0.05752,0.022245,-0.07584,0.06081,-0.002759,-0.162697,0.143933,0.030723,-0.16213,0.143447,0.000448,-0.16455,0.096922,0.027203,-0.16724,0.096424
380,38,0.096529,-0.070128,0.064208,-0.052324,-0.081266,0.057452,0.022102,-0.075697,0.06083,-0.003372,-0.162567,0.143928,0.030584,-0.162158,0.143464,0.000355,-0.164504,0.096433,0.027141,-0.167137,0.095457
381,38.1,0.096656,-0.070589,0.064074,-0.052318,-0.081323,0.057436,0.022169,-0.075956,0.060755,-0.003298,-0.162584,0.143884,0.030657,-0.162177,0.143402,0.000372,-0.164578,0.096884,0.026692,-0.166104,0.096448
382,38.2,0.096653,-0.070874,0.063981,-0.052181,-0.080704,0.057545,0.022236,-0.075789,0.060763,-0.00288,-0.162794,0.144415,0.030634,-0.162182,0.143429,0.000374,-0.164514,0.096417,0.027127,-0.167223,0.095916
383,38.3,0.09662,-0.070283,0.064149,-0.052299,-0.081142,0.057536,0.02216,-0.075713,0.060843,-0.002828,-0.16266,0.143973,0.030655,-0.162105,0.143486,0.000378,-0.164525,0.096963,0.027672,-0.167231,0.095492
384,38.4,0.096652,-0.070735,0.064072,-0.052246,-0.080997,0.057517,0.022203,-0.075866,0.060795,-0.002844,-0.162732,0.143961,0.030638,-0.162178,0.143474,0.000262,-0.165616,0.096875,0.027655,-0.167307,0.09548
385,38.5,0.096713,-0.070899,0.064038,-0.052241,-0.081166,0.057508,0.022236,-0.076032,0.060773,-0.002795,-0.162792,0.144427,0.030754,-0.161114,0.143412,0.000325,-0.165598,0.096851,0.027242,-0.167141,0.095434
386,38.6,0.096751,-0.071078,0.064009,-0.052327,-0.081343,0.057475,0.022212,-0.07621,0.060742,-0.002819,-0.162778,0.144453,0.030233,-0.16201,0.143459,0.000408,-0.16458,0.096954,0.027766,-0.167145,0.094493
387,38.7,0.096632,-0.070438,0.064101,-0.052446,-0.081766,0.057392,0.022093,-0.076102,0.060746,-0.002852,-0.162737,0.144455,0.030204,-0.160991,0.143914,0.000277,-0.16555,0.09688,0.027162,-0.167166,0.095961
388,38.8,0.096774,-0.071463,0.063906,-0.052264,-0.081261,0.057469,0.022255,-0.076362,0.060688,-0.004013,-0.164633,0.144942,0.029748,-0.160972,0.144342,0.000313,-0.165601,0.096841,0.02723,-0.167145,0.09543
389,38.9,0.096652,-0.070374,0.0641,-0.052113,-0.08059,0.057614,0.022269,-0.075482,0.060857,-0.003998,-0.164634,0.144929,0.029271,-0.160898,0.144793,0.000425,-0.16458,0.096904,0.027211,-0.167206,0.095907
390,39,0.096762,-0.071294,0.063956,-0.052272,-0.081145,0.057511,0.022245,-0.076219,0.060734,-0.004039,-0.164577,0.144988,0.028277,-0.160633,0.14531,0.000288,-0.165558,0.096888,0.025271,-0.166594,0.095926
391,39.1,0.096582,-0.070275,0.064163,-0.052248,-0.080966,0.057508,0.022167,-0.075621,0.060835,-0.004093,-0.164579,0.144959,0.027259,-0.159962,0.14621,0.00022,-0.165617,0.097358,0.02663,-0.167087,0.096432
392,39.2,0.096639,-0.070546,0.064126,-0.052427,-0.081651,0.057403,0.022106,-0.076099,0.060765,-0.004072,-0.16457,0.144989,0.026852,-0.158302,0.146652,-0.000243,-0.165475,0.097377,0.026206,-0.166874,0.095959
393,39.3,0.096637,-0.070599,0.064106,-0.052367,-0.081429,0.057417,0.022135,-0.076014,0.060762,-0.004077,-0.164591,0.144958,0.02636,-0.158257,0.147078,-0.00026,-0.165482,0.097345,0.026599,-0.167171,0.096914
394,39.4,0.096663,-0.070774,0.064053,-0.052264,-0.081109,0.057511,0.0222,-0.075942,0.060782,-0.004036,-0.164577,0.144986,0.02594,-0.158095,0.147099,-0.000213,-0.165477,0.097374,0.02668,-0.167089,0.096454
395,39.5,0.096729,-0.070917,0.064021,-0.05221,-0.081057,0.057525,0.022259,-0.075987,0.060773,-0.003987,-0.164545,0.145002,0.025955,-0.158122,0.147588,-0.000266,-0.166465,0.097315,0.026694,-0.167124,0.096962
396,39.6,0.09665,-0.070602,0.064057,-0.052252,-0.081008,0.057517,0.022199,-0.075805,0.060787,-0.004056,-0.1646,0.14493,0.024939,-0.157972,0.147975,-0.000228,-0.16549,0.097318,0.026632,-0.167171,0.096893
397,39.7,0.096771,-0.07116,0.063995,-0.052279,-0.081198,0.05752,0.022246,-0.076179,0.060758,-0.003987,-0.164611,0.144954,0.025009,-0.157983,0.147986,-0.000279,-0.166518,0.097265,0.02668,-0.167185,0.096904
398,39.8,0.096685,-0.070691,0.064059,-0.052144,-0.08064,0.057604,0.02227,-0.075666,0.060832,-0.004045,-0.164537,0.144969,0.02451,-0.156793,0.148437,-0.000356,-0.166507,0.09778,0.026701,-0.166969,0.095944
399,39.9,0.096703,-0.070872,0.064015,-0.052291,-0.081184,0.05751,0.022206,-0.076028,0.060763,-0.003998,-0.164634,0.144929,0.024519,-0.156867,0.148414,-0.000363,-0.166582,0.097764,0.027137,-0.167261,0.096423
400,40,0.096771,-0.071263,0.06397,-0.052296,-0.081296,0.057513,0.022237,-0.07628,0.060741,-0.004039,-0.164577,0.144988,0.024558,-0.15681,0.148448,-0.000216,-0.16552,0.09787,0.026233,-0.166917,0.096436
401,40.1,0.096587,-0.069872,0.064176,-0.052267,-0.08125,0.057511,0.02216,-0.075561,0.060843,-0.004093,-0.164579,0.144959,0.024561,-0.156863,0.148441,-0.000317,-0.166601,0.097794,0.026772,-0.166989,0.095458
402,40.2,0.096794,-0.071543,0.063915,-0.052238,-0.08107,0.057502,0.022278,-0.076307,0.060709,-0.004072,-0.16457,0.144989,0.024921,-0.158093,0.148432,-0.000367,-0.166612,0.097731,0.026722,-0.167009,0.095397
403,40.3,0.096747,-0.071157,0.063993,-0.052189,-0.080869,0.057537,0.022279,-0.076013,0.060765,-0.004077,-0.164591,0.144958,0.025003,-0.156946,0.147958,-0.000354,-0.166604,0.097768,0.02667,-0.167132,0.096422
404,40.4,0.096644,-0.070637,0.064067,-0.052251,-0.080958,0.057535,0.022196,-0.075798,0.060801,-0.004036,-0.164577,0.144986,0.024939,-0.157029,0.148425,-0.000394,-0.166607,0.097762,0.026155,-0.166998,0.096403
405,40.5,0.096629,-0.070173,0.06416,-0.052202,-0.080932,0.057539,0.022213,-0.075552,0.060849,-0.003987,-0.164545,0.145002,0.025508,-0.156994,0.147502,-0.00031,-0.166502,0.097276,0.026682,-0.167102,0.096427
406,40.6,0.096656,-0.070629,0.064085,-0.05236,-0.081466,0.057448,0.022148,-0.076047,0.060767,-0.004056,-0.1646,0.14493,0.025948,-0.157142,0.147499,-0.000229,-0.165491,0.097339,0.026695,-0.167038,0.095922
407,40.7,0.096807,-0.071326,0.063932,-0.052277,-0.081199,0.057484,0.022265,-0.076263,0.060708,-0.003987,-0.164611,0.144954,0.026908,-0.158344,0.146582,-0.000204,-0.165494,0.097314,0.026678,-0.168071,0.095817
408,40.8,0.096568,-0.069987,0.064188,-0.052313,-0.081397,0.057438,0.022128,-0.075692,0.060813,-0.004045,-0.164537,0.144969,0.027786,-0.160609,0.145723,0.000265,-0.165662,0.097327,0.027151,-0.167274,0.096405
409,40.9,0.096642,-0.070131,0.064172,-0.052278,-0.081327,0.057498,0.022182,-0.075729,0.060835,-0.004592,-0.165334,0.143983,0.029284,-0.160837,0.144831,0.000341,-0.165539,0.096864,0.027226,-0.167151,0.095944
410,41,0.09682,-0.071713,0.063873,-0.052149,-0.080697,0.057555,0.022335,-0.076205,0.060714,-0.004592,-0.165334,0.143983,0.029691,-0.160932,0.144357,0.000267,-0.165556,0.096849,0.027217,-0.167032,0.094953
411,41.1,0.096659,-0.070596,0.064127,-0.052442,-0.081748,0.057374,0.022108,-0.076172,0.060751,-0.003506,-0.164487,0.143516,0.030177,-0.160968,0.143923,0.000266,-0.165514,0.096878,0.02766,-0.167207,0.095487
412,41.2,0.096682,-0.070587,0.064079,-0.052258,-0.081197,0.057481,0.022212,-0.075892,0.06078,-0.003387,-0.163646,0.14442,0.030215,-0.162061,0.143889,0.000422,-0.164539,0.096903,0.028127,-0.167526,0.09642
413,41.3,0.09663,-0.070576,0.064089,-0.052332,-0.081247,0.05747,0.022149,-0.075911,0.060779,-0.00345,-0.163618,0.143939,0.030121,-0.16211,0.143907,0.000274,-0.165535,0.096338,0.027602,-0.167369,0.095936
414,41.4,0.09674,-0.070896,0.064061,-0.052241,-0.081042,0.05753,0.02225,-0.075969,0.060796,-0.003368,-0.163544,0.143945,0.030234,-0.161962,0.143429,0.000448,-0.164434,0.096421,0.027234,-0.167062,0.095433
415,41.5,0.096712,-0.070823,0.064063,-0.052187,-0.080868,0.057583,0.022263,-0.075845,0.060823,-0.003388,-0.163571,0.14399,0.030214,-0.161993,0.143468,0.00042,-0.164488,0.096466,0.02673,-0.166975,0.095464
416,41.6,0.096646,-0.07082,0.064079,-0.052246,-0.080958,0.057528,0.0222,-0.075889,0.060803,-0.00343,-0.163553,0.143988,0.030634,-0.16211,0.143495,0.000851,-0.164677,0.096974,0.027189,-0.167088,0.095489
417,41.7,0.096877,-0.071894,0.063864,-0.05218,-0.080839,0.057505,0.022349,-0.076367,0.060685,-0.003271,-0.162586,0.143894,0.030684,-0.162172,0.143416,0.000338,-0.165525,0.096319,0.027666,-0.167353,0.095912
418,41.8,0.09666,-0.07071,0.064066,-0.05232,-0.081277,0.057435,0.02217,-0.075993,0.060751,-0.002874,-0.162692,0.143915,0.030147,-0.161998,0.143426,0.000342,-0.164542,0.096905,0.027604,-0.167318,0.095931
419,41.9,0.096721,-0.07073,0.064073,-0.052156,-0.08077,0.057583,0.022282,-0.07575,0.060828,-0.002806,-0.162724,0.144446,0.030743,-0.161045,0.143441,0.000361,-0.16546,0.096372,0.02677,-0.166927,0.095451
