Format Version,1.23,Take Name,heart_sim_output_1778737448,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-14 03:44:09 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.208443,-0.555365,-0.254983,0.062070,-0.553573,-0.251191,0.135257,-0.554469,-0.253087,0.148157,-0.577279,-0.188558,0.126339,-0.584427,-0.232203
1,0.1000,0.000000,0.000000,0.000000,0.208612,-0.554365,-0.255034,0.061993,-0.552573,-0.251235,0.135303,-0.553469,-0.253134,0.148157,-0.577279,-0.188558,0.126306,-0.585427,-0.232190
2,0.2000,0.000000,0.000000,0.000000,0.209385,-0.565369,-0.256944,0.062935,-0.562577,-0.253196,0.136160,-0.563973,-0.255070,0.149099,-0.587283,-0.190519,0.127281,-0.594431,-0.234164
3,0.3000,0.000000,0.000000,0.000000,0.208914,-0.560367,-0.255964,0.062542,-0.558575,-0.252171,0.135728,-0.559471,-0.254067,0.148628,-0.582281,-0.189538,0.126810,-0.589429,-0.233184
4,0.4000,0.000000,0.000000,0.000000,0.209555,-0.564369,-0.256995,0.063013,-0.563577,-0.253152,0.136284,-0.563973,-0.255073,0.149099,-0.587283,-0.190519,0.127281,-0.594431,-0.234164
5,0.5000,0.000000,0.000000,0.000000,0.209385,-0.565369,-0.256944,0.062935,-0.562577,-0.253196,0.136160,-0.563973,-0.255070,0.149170,-0.586283,-0.190455,0.127281,-0.594431,-0.234164
6,0.6000,0.000000,0.000000,0.000000,0.209385,-0.565369,-0.256944,0.063013,-0.563577,-0.253152,0.136199,-0.564473,-0.255048,0.149099,-0.587283,-0.190519,0.127281,-0.594431,-0.234164
7,0.7000,0.000000,0.000000,0.000000,0.208443,-0.555365,-0.254983,0.061993,-0.552573,-0.251235,0.135218,-0.553969,-0.253109,0.148227,-0.576279,-0.188494,0.126306,-0.585427,-0.232190
