Format Version,1.23,Take Name,heart_sim_output_1779081209,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-18 03:13:29 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.236513,-0.551223,-0.315333,0.073429,-0.544682,-0.317821,0.154971,-0.547953,-0.316577,0.165004,-0.570793,-0.250761,0.162820,-0.576013,-0.298950
1,0.1000,0.000000,0.000000,0.000000,0.236714,-0.548288,-0.314587,0.073629,-0.541747,-0.317075,0.155171,-0.545018,-0.315831,0.164324,-0.567789,-0.249978,0.163020,-0.573078,-0.298203
2,0.2000,0.000000,0.000000,0.000000,0.236580,-0.550245,-0.315084,0.073495,-0.543704,-0.317572,0.155038,-0.546975,-0.316328,0.164190,-0.569746,-0.250475,0.162886,-0.575035,-0.298701
3,0.3000,0.000000,0.000000,0.000000,0.236312,-0.554159,-0.316079,0.073228,-0.547618,-0.318568,0.154770,-0.550888,-0.317324,0.163922,-0.573659,-0.251471,0.162619,-0.578948,-0.299696
4,0.4000,0.000000,0.000000,0.000000,0.236513,-0.551223,-0.315333,0.073429,-0.544682,-0.317821,0.154971,-0.547953,-0.316577,0.165004,-0.570793,-0.250761,0.162820,-0.576013,-0.298950
5,0.5000,0.000000,0.000000,0.000000,0.236379,-0.553180,-0.315831,0.073295,-0.546639,-0.318319,0.154837,-0.549910,-0.317075,0.164870,-0.572749,-0.251259,0.162686,-0.577970,-0.299447
6,0.6000,0.000000,0.000000,0.000000,0.236379,-0.553180,-0.315831,0.073295,-0.546639,-0.318319,0.154837,-0.549910,-0.317075,0.163989,-0.572681,-0.251222,0.163007,-0.576993,-0.299391
7,0.7000,0.000000,0.000000,0.000000,0.236912,-0.550251,-0.315298,0.073429,-0.544682,-0.317821,0.155170,-0.547467,-0.316560,0.165004,-0.570793,-0.250761,0.162820,-0.576013,-0.298950
