Format Version,1.23,Take Name,heart_sim_output_1778733360,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-14 02:36:00 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.171159,-0.567021,-0.281062,0.023799,-0.559151,-0.274569,0.097479,-0.563086,-0.277815,0.108339,-0.585639,-0.215760,0.086218,-0.591488,-0.259128
1,0.1000,0.000000,0.000000,0.000000,0.171357,-0.558069,-0.279227,0.023892,-0.551167,-0.273527,0.097624,-0.554618,-0.276377,0.108346,-0.577674,-0.213994,0.086415,-0.582536,-0.257293
2,0.2000,0.000000,0.000000,0.000000,0.171247,-0.563043,-0.280246,0.023887,-0.555173,-0.273753,0.097567,-0.559108,-0.277000,0.108236,-0.582647,-0.215014,0.086305,-0.587510,-0.258312
3,0.3000,0.000000,0.000000,0.000000,0.171049,-0.571995,-0.282082,0.023760,-0.563126,-0.275601,0.097405,-0.567560,-0.278841,0.108038,-0.591599,-0.216849,0.085493,-0.595413,-0.260105
4,0.4000,0.000000,0.000000,0.000000,0.171335,-0.559064,-0.279431,0.023903,-0.552193,-0.272925,0.097619,-0.555628,-0.276178,0.108324,-0.578669,-0.214198,0.086231,-0.584522,-0.257505
5,0.5000,0.000000,0.000000,0.000000,0.171335,-0.559064,-0.279431,0.023941,-0.551163,-0.273745,0.097638,-0.555114,-0.276588,0.108324,-0.578669,-0.214198,0.085778,-0.582483,-0.257454
6,0.6000,0.000000,0.000000,0.000000,0.171181,-0.566027,-0.280858,0.023821,-0.558157,-0.274365,0.097501,-0.562092,-0.277611,0.108170,-0.585631,-0.215626,0.085464,-0.590436,-0.258890
7,0.7000,0.000000,0.000000,0.000000,0.171269,-0.562048,-0.280042,0.023909,-0.554178,-0.273549,0.097589,-0.558113,-0.276796,0.108226,-0.581623,-0.215596,0.085713,-0.585467,-0.258066
