Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.12,202.00,0.12,200.00,0.09
0.40,200.05,0.23,202.05,0.24,200.04,0.18
0.80,200.18,0.46,202.19,0.47,200.14,0.35
1.20,200.41,0.69,202.42,0.70,200.32,0.53
1.60,200.74,0.91,202.75,0.93,200.57,0.70
2.00,201.15,1.13,203.17,1.16,200.88,0.87
2.40,201.64,1.35,203.68,1.38,201.26,1.04
2.80,202.23,1.56,204.28,1.60,201.71,1.20
3.20,202.89,1.77,204.96,1.81,202.22,1.36
3.60,203.64,1.96,205.72,2.01,202.80,1.51
4.00,204.46,2.15,206.57,2.20,203.43,1.66
4.40,205.36,2.33,207.49,2.39,204.12,1.79
4.80,206.33,2.50,208.48,2.56,204.87,1.93
5.20,207.37,2.67,209.54,2.73,205.66,2.05
5.60,208.46,2.82,210.66,2.88,206.51,2.16
6.00,209.62,2.95,211.84,3.02,207.40,2.27
6.40,210.83,3.08,213.08,3.15,208.32,2.37
6.80,212.08,3.19,214.36,3.27,209.29,2.45
7.20,213.38,3.29,215.69,3.37,210.29,2.53
7.60,214.72,3.38,217.06,3.46,211.32,2.60
8.00,216.08,3.45,218.46,3.53,212.37,2.65
8.40,217.48,3.51,219.88,3.59,213.44,2.70
8.80,218.89,3.55,221.33,3.64,214.53,2.73
9.20,220.32,3.58,222.79,3.67,215.63,2.76
9.60,221.76,3.60,224.26,3.68,216.73,2.77
10.00,223.20,3.60,225.74,3.68,217.84,2.77
10.40,224.64,3.58,227.21,3.67,218.95,2.76
10.80,226.07,3.55,228.67,3.64,220.04,2.73
11.20,227.48,3.51,230.12,3.59,221.13,2.70
11.60,228.88,3.45,231.54,3.53,222.20,2.65
12.00,230.24,3.38,232.94,3.46,223.26,2.60
12.40,231.58,3.29,234.31,3.37,224.28,2.53
12.80,232.88,3.19,235.64,3.27,225.28,2.45
13.20,234.13,3.08,236.92,3.15,226.25,2.37
13.60,235.34,2.95,238.16,3.02,227.17,2.27
14.00,236.50,2.82,239.34,2.88,228.06,2.16
14.40,237.59,2.67,240.46,2.73,228.91,2.05
14.80,238.63,2.50,241.52,2.56,229.70,1.93
15.20,239.60,2.33,242.51,2.39,230.45,1.79
15.60,240.50,2.15,243.43,2.20,231.14,1.66
16.00,241.32,1.96,244.28,2.01,231.77,1.51
16.40,242.07,1.77,245.04,1.81,232.35,1.36
16.80,242.73,1.56,245.72,1.60,232.86,1.20
