Format Version,1.23,Take Name,heart_sim_output_1779081590,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-18 03:19:50 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.236446,-0.552202,-0.315582,0.073362,-0.545661,-0.318070,0.154904,-0.548931,-0.316826,0.164056,-0.571702,-0.250973,0.162753,-0.576991,-0.299199
1,0.1000,0.000000,0.000000,0.000000,0.236912,-0.550251,-0.315298,0.073429,-0.544682,-0.317821,0.155170,-0.547467,-0.316560,0.165004,-0.570793,-0.250761,0.162820,-0.576013,-0.298950
2,0.2000,0.000000,0.000000,0.000000,0.236979,-0.549273,-0.315050,0.073495,-0.543704,-0.317572,0.155237,-0.546489,-0.316311,0.164751,-0.570785,-0.250628,0.162886,-0.575035,-0.298701
3,0.3000,0.000000,0.000000,0.000000,0.236513,-0.551223,-0.315333,0.073429,-0.544682,-0.317821,0.154971,-0.547953,-0.316577,0.165004,-0.570793,-0.250761,0.162820,-0.576013,-0.298950
4,0.4000,0.000000,0.000000,0.000000,0.236845,-0.551230,-0.315547,0.073362,-0.545661,-0.318070,0.155103,-0.548445,-0.316809,0.164937,-0.571771,-0.251010,0.162753,-0.576991,-0.299199
5,0.5000,0.000000,0.000000,0.000000,0.236379,-0.553180,-0.315831,0.073295,-0.546639,-0.318319,0.154837,-0.549910,-0.317075,0.163989,-0.572681,-0.251222,0.162686,-0.577970,-0.299447
6,0.6000,0.000000,0.000000,0.000000,0.226475,-0.576223,-0.316371,0.068026,-0.571429,-0.318833,0.147250,-0.573826,-0.317602,0.156350,-0.597587,-0.254045,0.153990,-0.603391,-0.300666
7,0.7000,0.000000,0.000000,0.000000,0.226475,-0.576223,-0.316371,0.068026,-0.571429,-0.318833,0.147250,-0.573826,-0.317602,0.156350,-0.597587,-0.254045,0.153990,-0.603391,-0.300666
