Format Version,1.23,Take Name,triangulation_output_1779353974,Capture Start Time,2026-05-21 06:59:34 PM,Capture Frame Rate,10,Export Frame Rate,10,Length Units,Meters

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green

,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Timestamp (Unix s),Time Since Start (s),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2026-05-21 18:59:37.084,0.000000,0.000000,0.000000,0.000000,0.044915,-0.098795,-0.251846,-0.111214,-0.085219,-0.255033,-0.033150,-0.092007,-0.253440,-0.024686,-0.114253,-0.187084,-0.530479,0.908799,-0.370536
2026-05-21 18:59:37.184,0.100000,0.000000,0.000000,0.000000,0.044843,-0.098404,-0.251913,-0.111371,-0.084815,-0.255085,-0.033264,-0.091610,-0.253499,-0.024646,-0.114176,-0.187187,-0.025438,-0.121831,-0.233270
2026-05-21 18:59:37.284,0.200000,0.000000,0.000000,0.000000,0.044753,-0.098343,-0.251909,-0.108031,-0.089783,-0.254591,-0.031639,-0.094063,-0.253250,-0.024698,-0.114263,-0.187099,-0.025489,-0.121876,-0.233239
2026-05-21 18:59:37.384,0.300000,0.000000,0.000000,0.000000,0.044631,-0.097378,-0.252025,-0.111131,-0.085119,-0.255090,-0.033250,-0.091249,-0.253557,-0.024599,-0.114139,-0.187063,-0.025273,-0.121882,-0.233358
2026-05-21 18:59:37.484,0.400000,0.000000,0.000000,0.000000,0.044586,-0.097718,-0.252050,-0.108164,-0.089559,-0.254670,-0.031789,-0.093639,-0.253360,-0.024709,-0.114176,-0.187168,-0.025444,-0.122038,-0.233366
2026-05-21 18:59:37.584,0.500000,0.000000,0.000000,0.000000,0.044951,-0.099138,-0.251773,-0.111244,-0.085366,-0.255025,-0.033147,-0.092252,-0.253399,-0.024576,-0.114647,-0.186989,-0.261409,0.256734,-0.177809
