Format Version,1.23,Take Name,heart_sim_output,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,3/17/2026 18:05,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global,
,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,ID,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
92,9.2,0.129484,-0.106718,0.085996,0.005915,-0.114144,0.08759,0.0677,-0.110431,0.086793,0.038783,-0.159364,0.144441,0.072262,-0.160241,0.143914,0.04249,-0.160439,0.09704,0.069624,-0.164241,0.096191
93,9.3,0.129549,-0.107576,0.085875,0.005849,-0.114565,0.087476,0.067699,-0.111071,0.086676,0.037724,-0.16021,0.144856,0.071777,-0.159214,0.144728,0.042329,-0.161605,0.097372,0.0696,-0.164314,0.096118
94,9.4,0.129479,-0.106968,0.08603,0.0057,-0.11502,0.087476,0.06759,-0.110994,0.086753,0.036322,-0.163108,0.146392,0.070844,-0.158316,0.145209,0.042398,-0.160482,0.097495,0.069085,-0.164115,0.096636
95,9.5,0.129506,-0.107763,0.085872,0.005798,-0.114593,0.087493,0.067652,-0.111178,0.086682,0.035877,-0.162934,0.146377,0.070407,-0.15667,0.14606,0.04229,-0.16152,0.097409,0.069079,-0.164124,0.096624
96,9.6,0.128645,-0.098715,0.086781,0.005868,-0.114592,0.087511,0.067256,-0.106653,0.087146,0.035932,-0.162939,0.14641,0.06952,-0.15746,0.146569,0.042419,-0.160569,0.098003,0.068611,-0.166062,0.096488
97,9.7,0.129482,-0.107004,0.085934,0.00604,-0.113338,0.087669,0.067761,-0.110171,0.086801,0.035915,-0.162916,0.146409,0.068569,-0.157238,0.147459,0.04173,-0.162435,0.097834,0.068578,-0.166049,0.096478
98,9.8,0.129521,-0.107473,0.085971,0.006005,-0.113445,0.087663,0.067763,-0.110459,0.086817,0.035873,-0.162897,0.146437,0.067673,-0.155871,0.147908,0.041812,-0.16138,0.097943,0.068523,-0.166089,0.096997
99,9.9,0.129531,-0.106849,0.086088,0.00591,-0.114229,0.087568,0.06772,-0.110539,0.086828,0.035934,-0.16291,0.14643,0.067264,-0.155764,0.148351,0.041841,-0.161464,0.098418,0.06904,-0.166268,0.097003
100,10,0.129413,-0.106884,0.086023,0.005647,-0.115305,0.087427,0.06753,-0.111095,0.086725,0.035832,-0.162909,0.146401,0.06632,-0.154442,0.14872,0.041731,-0.161455,0.098388,0.06852,-0.165049,0.09704
101,10.1,0.129577,-0.107686,0.085889,0.005942,-0.114051,0.087553,0.06776,-0.110868,0.086721,0.035902,-0.162936,0.146386,0.066356,-0.154532,0.149156,0.041686,-0.162506,0.098294,0.068578,-0.165068,0.097016
102,10.2,0.129444,-0.10676,0.086046,0.005813,-0.114734,0.087534,0.067628,-0.110747,0.08679,0.035901,-0.162963,0.146424,0.066353,-0.154551,0.149191,0.041791,-0.161525,0.098409,0.068987,-0.166341,0.096985
103,10.3,0.129458,-0.106526,0.086143,0.005924,-0.114063,0.087585,0.067691,-0.110294,0.086864,0.03587,-0.162909,0.146441,0.06632,-0.154495,0.149223,0.041678,-0.162493,0.098351,0.068572,-0.165045,0.097088
104,10.4,0.129503,-0.107651,0.085802,0.005828,-0.114686,0.087453,0.067666,-0.111169,0.086627,0.035881,-0.163069,0.146326,0.06637,-0.154604,0.148632,0.041654,-0.162644,0.098233,0.068546,-0.165208,0.096949
105,10.5,0.129475,-0.107408,0.08595,0.005905,-0.113922,0.087582,0.06769,-0.110665,0.086766,,,,0.066757,-0.154669,0.1487,0.041846,-0.160482,0.098435,0.068533,-0.165104,0.097009
106,10.6,0.129511,-0.106713,0.086066,0.005842,-0.114672,0.087542,0.067676,-0.110692,0.086804,,,,0.066866,-0.154532,0.148801,0.041997,-0.160313,0.098055,0.068686,-0.164921,0.096639
107,10.7,0.129538,-0.10736,0.085923,0.005874,-0.114512,0.087528,0.067706,-0.110936,0.086725,,,,0.067276,-0.155826,0.148297,0.041861,-0.161442,0.097895,0.068123,-0.165975,0.096928
108,10.8,0.129409,-0.106403,0.085986,0.005818,-0.114493,0.087495,0.067613,-0.110448,0.086741,,,,0.068075,-0.1572,0.147855,0.041814,-0.161454,0.097852,0.068974,-0.166337,0.096907
109,10.9,0.129514,-0.106908,0.08606,0.005908,-0.114353,0.08761,0.067711,-0.110631,0.086835,,,,0.068622,-0.157221,0.147525,0.041898,-0.161422,0.097974,0.069137,-0.165172,0.096639
110,11,0.129423,-0.106815,0.086099,0.005863,-0.114375,0.087575,0.067643,-0.110595,0.086837,,,,0.069505,-0.156337,0.14656,0.042364,-0.160502,0.098024,0.069009,-0.16519,0.097077
111,11.1,0.129415,-0.10675,0.086005,0.005954,-0.113704,0.087637,0.067685,-0.110227,0.086821,0.035981,-0.161882,0.146388,0.070353,-0.157734,0.146134,0.042382,-0.160493,0.097531,0.069475,-0.165358,0.096595
112,11.2,0.1295,-0.106678,0.086023,0.005965,-0.114077,0.08764,0.067733,-0.110377,0.086831,0.037624,-0.161218,0.145483,0.070923,-0.158816,0.145302,0.042391,-0.161529,0.097498,0.069665,-0.164222,0.096253
113,11.3,0.129491,-0.106774,0.086018,0.005861,-0.115311,0.087504,0.067676,-0.111042,0.086761,0.038768,-0.159406,0.144919,0.071815,-0.1591,0.144803,0.042372,-0.161509,0.097445,0.069162,-0.164104,0.096659
114,11.4,0.129393,-0.106654,0.085993,0.005944,-0.113633,0.087639,0.067669,-0.110143,0.086816,0.038191,-0.159217,0.144911,0.072116,-0.160281,0.144389,0.042289,-0.161421,0.096965,0.069524,-0.164203,0.096203
115,11.5,0.12947,-0.107118,0.085958,0.005956,-0.113807,0.087623,0.067713,-0.110463,0.086791,0.038233,-0.159254,0.14492,0.072123,-0.161383,0.144425,0.042433,-0.160439,0.097056,0.06949,-0.165366,0.096605
116,11.6,0.12944,-0.10743,0.085928,0.0059,-0.113946,0.087548,0.06767,-0.110688,0.086738,0.039219,-0.158533,0.144356,0.07214,-0.160307,0.143842,0.042262,-0.161492,0.096889,0.069049,-0.164107,0.096108
117,11.7,0.129521,-0.107539,0.085908,0.006047,-0.113452,0.08767,0.067784,-0.110496,0.086789,0.039245,-0.158553,0.144903,0.072165,-0.161329,0.143941,0.042421,-0.160437,0.097046,0.069071,-0.164145,0.096657
118,11.8,0.129441,-0.106467,0.086096,0.005992,-0.11373,0.087616,0.067716,-0.110099,0.086856,0.038766,-0.159374,0.144407,0.07268,-0.160418,0.143893,0.042582,-0.1594,0.097087,0.069168,-0.164058,0.096149
119,11.9,0.129466,-0.106608,0.086048,0.005868,-0.114658,0.087513,0.067667,-0.110633,0.08678,0.038924,-0.158294,0.143935,0.072221,-0.161352,0.143937,0.04239,-0.161507,0.096951,0.069627,-0.164272,0.096187
120,12,0.129413,-0.106691,0.086032,0.005656,-0.115407,0.087365,0.067535,-0.111049,0.086698,0.039174,-0.159533,0.143941,0.072606,-0.160475,0.143895,0.042309,-0.161522,0.096923,0.069062,-0.164188,0.096626
121,12.1,0.129528,-0.106932,0.086043,0.005889,-0.114619,0.087534,0.067708,-0.110775,0.086789,0.038857,-0.159254,0.144029,0.072701,-0.161434,0.144011,0.042528,-0.160409,0.097101,0.069664,-0.164206,0.096254
122,12.2,0.12935,-0.106518,0.086046,0.005921,-0.113641,0.087568,0.067635,-0.11008,0.086807,0.039182,-0.158568,0.144357,0.072103,-0.160341,0.143851,0.042338,-0.160491,0.096972,0.069023,-0.164137,0.096116
123,12.3,0.129478,-0.107127,0.085893,0.005869,-0.11431,0.087513,0.067674,-0.110719,0.086703,0.039287,-0.158527,0.144373,0.072643,-0.160456,0.143868,0.042432,-0.160462,0.096988,0.069529,-0.164338,0.096609
124,12.4,0.129492,-0.107093,0.086028,0.006007,-0.113776,0.087604,0.06775,-0.110434,0.086816,0.039193,-0.159557,0.144441,0.072661,-0.160429,0.143918,0.042914,-0.16063,0.09704,0.069148,-0.164082,0.096175
125,12.5,0.129499,-0.107253,0.08598,0.005834,-0.114519,0.087506,0.067666,-0.110886,0.086743,0.038863,-0.158323,0.143884,0.072629,-0.160492,0.143863,0.042421,-0.160492,0.09698,0.069554,-0.164303,0.09613
126,12.6,0.129467,-0.106773,0.086021,0.005897,-0.114221,0.087557,0.067682,-0.110497,0.086789,0.039214,-0.159487,0.143953,0.07261,-0.16151,0.143922,0.042889,-0.160621,0.097025,0.069158,-0.164015,0.09568
127,12.7,0.129507,-0.106603,0.086034,0.00578,-0.11521,0.087454,0.067644,-0.110906,0.086744,0.03924,-0.159511,0.14446,0.072708,-0.16038,0.143939,0.04251,-0.160403,0.09705,0.069197,-0.164029,0.096196
128,12.8,0.12944,-0.106925,0.086028,0.005911,-0.113946,0.087569,0.067675,-0.110435,0.086799,0.039234,-0.158495,0.144406,0.07259,-0.160435,0.143904,0.042281,-0.16146,0.09694,0.069026,-0.165127,0.096077
129,12.9,0.129491,-0.106999,0.085974,0.005801,-0.115049,0.087451,0.067646,-0.111024,0.086712,0.038924,-0.158293,0.143961,0.072691,-0.160447,0.143945,0.042386,-0.161516,0.096978,0.069176,-0.16411,0.096203
130,13,0.129483,-0.107117,0.085989,0.005799,-0.114565,0.087547,0.067641,-0.110841,0.086768,0.038906,-0.158164,0.143465,0.072636,-0.160396,0.143921,0.042332,-0.161439,0.096954,0.069568,-0.164216,0.096188
131,13.1,0.129377,-0.106224,0.086104,0.005765,-0.115103,0.087496,0.067571,-0.110663,0.0868,0.039359,-0.158419,0.143979,0.072681,-0.160399,0.143958,0.042383,-0.161467,0.096987,0.069173,-0.16406,0.096216
132,13.2,0.129534,-0.107463,0.085906,0.005725,-0.115278,0.087437,0.067629,-0.11137,0.086671,0.039351,-0.158457,0.143952,0.072672,-0.160442,0.143929,0.042928,-0.160644,0.09705,0.06912,-0.165151,0.096102
133,13.3,0.129426,-0.106496,0.086121,0.005833,-0.114828,0.087518,0.067629,-0.110662,0.086819,0.038789,-0.159277,0.144016,0.072633,-0.161459,0.144011,0.042377,-0.161455,0.097009,0.06913,-0.164113,0.096716
134,13.4,0.129498,-0.107188,0.08606,0.005837,-0.114409,0.087586,0.067667,-0.110798,0.086823,0.038796,-0.158347,0.14494,0.072634,-0.160374,0.14399,0.042345,-0.161437,0.097013,0.069134,-0.164034,0.096247
135,13.5,0.129527,-0.107285,0.085949,0.005735,-0.115146,0.087456,0.067631,-0.111216,0.086702,0.039305,-0.158482,0.144428,0.072662,-0.160402,0.143932,0.04236,-0.16146,0.096963,0.069596,-0.164231,0.096199
136,13.6,0.129468,-0.107502,0.085969,0.005753,-0.114715,0.087441,0.067611,-0.111109,0.086705,0.039261,-0.158451,0.14391,0.072582,-0.160451,0.143886,0.042281,-0.161475,0.096916,0.069027,-0.165138,0.096058
137,13.7,0.129424,-0.106887,0.085885,0.005876,-0.114241,0.087467,0.06765,-0.110564,0.086676,0.039292,-0.15853,0.143823,0.072613,-0.160537,0.143777,0.042281,-0.161551,0.096827,0.069068,-0.164165,0.096035
138,13.8,0.12951,-0.107255,0.085929,0.005661,-0.115527,0.087412,0.067586,-0.111391,0.086671,0.039207,-0.159513,0.143966,0.072604,-0.161537,0.143938,0.042331,-0.161508,0.096947,0.069525,-0.165341,0.096096
139,13.9,0.129472,-0.107051,0.086022,0.005783,-0.114716,0.087515,0.067628,-0.110883,0.086769,0.039321,-0.158395,0.143964,0.072606,-0.161464,0.143963,0.042438,-0.160402,0.097052,0.069082,-0.165092,0.096111
140,14,0.129444,-0.106876,0.086032,0.005881,-0.114228,0.087584,0.067662,-0.110552,0.086808,0.039257,-0.158527,0.14442,0.072578,-0.161531,0.143948,0.042309,-0.161504,0.096955,0.069055,-0.165163,0.096095
141,14.1,0.129562,-0.107089,0.085999,0.006041,-0.113876,0.087604,0.067801,-0.110483,0.086801,0.039304,-0.159465,0.144,0.072702,-0.161471,0.14397,0.042527,-0.160436,0.097062,0.069174,-0.165113,0.096119
142,14.2,0.12941,-0.106549,0.086086,0.005927,-0.114038,0.087568,0.067669,-0.110294,0.086827,0.03876,-0.159306,0.143958,0.072603,-0.161495,0.14395,0.042447,-0.160437,0.097031,0.069134,-0.164067,0.096181
143,14.3,0.129485,-0.107241,0.08596,0.005853,-0.11437,0.08752,0.067669,-0.110806,0.08674,0.038164,-0.160203,0.144438,0.072602,-0.161461,0.143934,0.042335,-0.161417,0.096939,0.069081,-0.165075,0.09608
144,14.4,0.12939,-0.106672,0.086049,0.005817,-0.1144,0.087546,0.067604,-0.110536,0.086797,0.039103,-0.159575,0.144457,0.072536,-0.161532,0.143967,0.042279,-0.161508,0.096966,0.069026,-0.165166,0.096114
145,14.5,0.129456,-0.107187,0.085974,0.005909,-0.114045,0.087589,0.067683,-0.110616,0.086781,0.03868,-0.159373,0.144436,0.072593,-0.160433,0.143924,0.042294,-0.161469,0.096953,0.069529,-0.16425,0.09619
146,14.6,0.129561,-0.107465,0.085971,0.006006,-0.114054,0.087611,0.067784,-0.110759,0.086791,0.039292,-0.159421,0.144014,0.07269,-0.161426,0.143988,0.04242,-0.161417,0.096995,0.069581,-0.165302,0.096621
147,14.7,0.129528,-0.107719,0.085947,0.006009,-0.113532,0.087647,0.067769,-0.110625,0.086797,0.038708,-0.15932,0.144449,0.072587,-0.161451,0.143964,0.042324,-0.161414,0.096967,0.069482,-0.165313,0.096595
148,14.8,0.129419,-0.106637,0.086093,0.005596,-0.11569,0.087417,0.067507,-0.111164,0.086755,0.038733,-0.159242,0.143988,0.072576,-0.161441,0.143977,0.042313,-0.161402,0.096979,0.069513,-0.164248,0.096691
149,14.9,0.129415,-0.106407,0.086015,0.005765,-0.114796,0.087446,0.06759,-0.110601,0.08673,0.039587,-0.159792,0.144393,0.072609,-0.160503,0.143856,0.042755,-0.161711,0.096901,0.069536,-0.164314,0.096122
150,15,0.129532,-0.107199,0.085944,0.005908,-0.114383,0.087506,0.06772,-0.110791,0.086725,0.039231,-0.159569,0.144393,0.072664,-0.161517,0.143894,0.042293,-0.162507,0.096819,0.069148,-0.164138,0.096598
151,15.1,0.129403,-0.106119,0.086168,0.005651,-0.115619,0.087437,0.067527,-0.110869,0.086802,0.039214,-0.159508,0.144483,0.072682,-0.160381,0.143959,0.042378,-0.161444,0.096992,0.069125,-0.165095,0.096133
152,15.2,0.129405,-0.106622,0.086014,0.005957,-0.113936,0.087615,0.067681,-0.110279,0.086815,0.039352,-0.158485,0.143918,0.072673,-0.160473,0.143886,0.042361,-0.161527,0.096924,0.069072,-0.165246,0.096536
153,15.3,0.129468,-0.106732,0.086043,0.005717,-0.115089,0.087476,0.067593,-0.110911,0.08676,0.039263,-0.158501,0.144437,0.072619,-0.160428,0.143942,0.042218,-0.162516,0.096891,0.069066,-0.165141,0.096116
154,15.4,0.129513,-0.107058,0.086059,0.00594,-0.113965,0.087645,0.067726,-0.110511,0.086852,0.039318,-0.158365,0.144002,0.072639,-0.160358,0.14398,0.042795,-0.161582,0.097019,0.069129,-0.164009,0.096237
155,15.5,0.129572,-0.107219,0.085981,0.005808,-0.115091,0.087489,0.06769,-0.111155,0.086735,0.039354,-0.158474,0.144472,0.072677,-0.161458,0.144007,0.042871,-0.161638,0.097018,0.069618,-0.164288,0.096723
156,15.6,0.129479,-0.107276,0.085985,0.005836,-0.114362,0.08757,0.067658,-0.110819,0.086778,0.038734,-0.159261,0.143986,0.072576,-0.161465,0.143969,0.042305,-0.16143,0.096977,0.069498,-0.165268,0.096126
157,15.7,0.129492,-0.107152,0.086083,0.005877,-0.114296,0.087575,0.067684,-0.110724,0.086829,0.039298,-0.158384,0.143992,0.072584,-0.161449,0.144004,0.042332,-0.161425,0.097,0.069121,-0.164026,0.096234
158,15.8,0.129461,-0.106742,0.085974,0.005748,-0.114882,0.087429,0.067604,-0.110812,0.086702,0.039139,-0.159532,0.144415,0.072571,-0.161491,0.14392,0.042308,-0.161445,0.096923,0.069054,-0.165104,0.096066
159,15.9,0.129644,-0.108349,0.085851,0.006204,-0.112685,0.087717,0.067924,-0.110517,0.086784,0.039359,-0.15843,0.14395,0.07221,-0.161315,0.143941,0.042378,-0.161471,0.096957,0.069168,-0.164063,0.096183
160,16,0.12964,-0.107984,0.08596,0.006033,-0.113595,0.087654,0.067837,-0.11079,0.086807,0.039327,-0.158404,0.144492,0.072248,-0.16116,0.143554,0.042389,-0.161389,0.097028,0.069625,-0.164155,0.096267
161,16.1,0.129503,-0.107268,0.085973,0.005928,-0.114175,0.08755,0.067715,-0.110721,0.086762,0.039311,-0.15845,0.144435,0.072232,-0.161216,0.143491,0.042364,-0.161424,0.09697,0.069564,-0.164264,0.096678
162,16.2,0.129572,-0.107642,0.085882,0.005877,-0.11456,0.087527,0.067724,-0.111101,0.086705,0.039355,-0.158472,0.144445,0.072313,-0.160148,0.143479,0.042412,-0.161454,0.096981,0.069202,-0.164043,0.096208
163,16.3,0.129504,-0.107552,0.085927,0.00571,-0.115178,0.087413,0.067607,-0.111365,0.08667,0.039185,-0.159492,0.143932,0.072181,-0.161283,0.143434,0.042311,-0.161475,0.096913,0.069099,-0.16408,0.096136
164,16.4,0.129564,-0.107725,0.085915,0.006032,-0.113419,0.087673,0.067798,-0.110572,0.086794,0.039278,-0.158452,0.144428,0.072198,-0.161223,0.143485,0.042333,-0.161414,0.096962,0.069568,-0.164193,0.096197
165,16.5,0.129505,-0.108063,0.085829,0.005884,-0.114033,0.087497,0.067695,-0.111048,0.086663,0.039217,-0.158482,0.143871,0.072101,-0.161329,0.143401,0.042237,-0.161498,0.096876,0.069025,-0.164112,0.096102
166,16.6,0.129502,-0.107216,0.086023,0.006013,-0.113455,0.087652,0.067757,-0.110335,0.086837,0.039317,-0.1584,0.143913,0.072168,-0.161297,0.14391,0.042346,-0.161415,0.096919,0.069546,-0.164255,0.096633
167,16.7,0.129519,-0.107512,0.086023,0.0061,-0.112989,0.087709,0.067809,-0.11025,0.086866,0.039259,-0.158362,0.143969,0.072545,-0.161438,0.143978,0.042289,-0.161392,0.096976,0.069488,-0.164241,0.096692
168,16.8,0.129477,-0.107661,0.085936,0.005785,-0.114309,0.0875,0.067631,-0.110985,0.086718,0.039177,-0.158488,0.144379,0.072498,-0.161506,0.143911,0.042236,-0.161447,0.096913,0.069059,-0.163996,0.095667
169,16.9,0.1295,-0.107459,0.085945,0.005905,-0.113808,0.087613,0.067703,-0.110633,0.086779,0.039265,-0.158413,0.143943,0.07255,-0.161493,0.143942,0.042279,-0.161448,0.096949,0.069067,-0.16406,0.096173
170,17,0.129485,-0.107362,0.085951,0.00584,-0.114431,0.087507,0.067663,-0.110896,0.086729,0.039719,-0.158655,0.143909,0.07256,-0.161553,0.143899,0.042291,-0.16151,0.096906,0.069079,-0.164116,0.09613
171,17.1,0.129552,-0.107995,0.085859,0.005637,-0.115373,0.08735,0.067594,-0.111684,0.086604,0.03937,-0.157438,0.143851,0.072579,-0.160487,0.143851,0.042277,-0.161505,0.096881,0.069065,-0.164116,0.096106
172,17.2,0.129567,-0.10822,0.085887,0.005791,-0.114419,0.087546,0.067679,-0.111319,0.086717,0.039247,-0.158425,0.143942,0.072532,-0.161499,0.14395,0.042275,-0.161455,0.096949,0.06951,-0.164236,0.09619
173,17.3,0.129515,-0.107486,0.08596,0.005891,-0.114156,0.08755,0.067703,-0.110821,0.086755,0.039283,-0.158428,0.143909,0.072604,-0.160428,0.143882,0.042299,-0.161449,0.096914,0.069534,-0.164231,0.096147
174,17.4,0.129518,-0.107294,0.085965,0.005924,-0.113876,0.087588,0.067721,-0.110585,0.086777,0.039269,-0.158472,0.144409,0.072591,-0.161468,0.143947,0.042336,-0.161433,0.096944,0.069125,-0.164031,0.096176
175,17.5,0.129489,-0.107473,0.085867,0.005938,-0.113639,0.087577,0.067713,-0.110556,0.086722,0.039274,-0.158497,0.143843,0.072594,-0.160505,0.143808,0.042278,-0.161514,0.096847,0.069511,-0.164303,0.096073
176,17.6,0.129503,-0.107224,0.086031,0.006094,-0.113032,0.0877,0.067799,-0.110128,0.086866,0.039182,-0.159507,0.143963,0.072579,-0.161524,0.143947,0.042323,-0.161496,0.096945,0.069112,-0.164096,0.096177
177,17.7,0.129439,-0.10727,0.086027,0.006007,-0.113181,0.087681,0.067723,-0.110226,0.086854,0.039125,-0.15952,0.143952,0.072556,-0.160478,0.143901,0.042253,-0.161512,0.096933,0.069487,-0.164299,0.096168
178,17.8,0.129511,-0.10765,0.085947,0.005767,-0.114574,0.087519,0.067639,-0.111112,0.086733,0.039252,-0.158434,0.143915,0.072537,-0.161512,0.14392,0.042277,-0.161457,0.096922,0.069022,-0.165123,0.096066
179,17.9,0.12947,-0.107231,0.085975,0.005923,-0.113794,0.087599,0.067696,-0.110512,0.086787,0.039236,-0.158537,0.144372,0.072593,-0.160471,0.143873,0.042288,-0.161498,0.096905,0.069034,-0.165161,0.096045
180,18,0.129456,-0.107066,0.086011,0.005928,-0.113476,0.087667,0.067692,-0.110271,0.086839,0.039135,-0.159464,0.143956,0.072531,-0.161502,0.143929,0.042259,-0.161451,0.096937,0.069451,-0.165295,0.096085
181,18.1,0.129414,-0.106917,0.086028,0.005898,-0.113697,0.087623,0.067656,-0.110307,0.086826,0.039342,-0.15739,0.143904,0.072551,-0.160441,0.143906,0.042251,-0.161471,0.096935,0.069039,-0.164083,0.096162
182,18.2,0.129479,-0.10715,0.086008,0.005872,-0.114078,0.087568,0.067675,-0.110614,0.086788,0.039267,-0.15842,0.143934,0.072588,-0.160415,0.143916,0.042295,-0.16145,0.096941,0.069083,-0.164056,0.096171
183,18.3,0.129457,-0.106993,0.086031,0.005902,-0.113938,0.087581,0.06768,-0.110466,0.086806,0.039114,-0.159547,0.144426,0.072546,-0.161506,0.143932,0.042387,-0.160436,0.097016,0.069073,-0.164074,0.096163
184,18.4,0.129528,-0.107497,0.085998,0.006063,-0.113292,0.087678,0.067795,-0.110394,0.086838,0.039186,-0.159496,0.14396,0.072618,-0.160441,0.143916,0.042778,-0.161657,0.096952,0.069112,-0.164082,0.096172
185,18.5,0.129517,-0.107682,0.08591,0.005946,-0.113767,0.087598,0.067731,-0.110725,0.086754,0.039118,-0.159563,0.144418,0.072585,-0.160451,0.143895,0.042283,-0.161481,0.096926,0.06907,-0.16409,0.096151
186,18.6,0.129391,-0.106421,0.086078,0.00603,-0.113417,0.087628,0.067711,-0.109919,0.086853,0.03917,-0.159605,0.143911,0.072602,-0.160548,0.143863,0.042757,-0.161775,0.096902,0.069056,-0.164264,0.096594
187,18.7,0.129452,-0.10708,0.08601,0.005983,-0.113533,0.087646,0.067718,-0.110307,0.086828,0.039125,-0.15955,0.144414,0.072557,-0.161513,0.143916,0.042846,-0.160609,0.097012,0.069078,-0.164073,0.096147
188,18.8,0.12944,-0.106968,0.085989,0.005832,-0.114252,0.087555,0.067636,-0.11061,0.086772,0.039261,-0.158439,0.143922,0.072546,-0.161518,0.143922,0.042278,-0.161466,0.096928,0.069023,-0.165131,0.096068
189,18.9,0.129535,-0.107568,0.085905,0.006091,-0.113208,0.087661,0.067813,-0.110388,0.086783,0.039287,-0.158512,0.144386,0.072644,-0.160433,0.143891,0.042344,-0.161474,0.096921,0.06958,-0.164246,0.096156
190,19,0.129493,-0.107395,0.085994,0.00602,-0.113425,0.08764,0.067756,-0.11041,0.086817,0.039127,-0.159527,0.144438,0.072594,-0.16041,0.143921,0.0423,-0.161446,0.096946,0.069536,-0.164225,0.096186
191,19.1,0.129585,-0.107793,0.085866,0.005947,-0.113785,0.08759,0.067766,-0.110789,0.086728,0.039172,-0.159558,0.144413,0.072639,-0.160442,0.143884,0.042328,-0.161476,0.09692,0.069563,-0.164256,0.09615
192,19.2,0.129472,-0.10714,0.085994,0.005948,-0.113929,0.08756,0.06771,-0.110534,0.086777,0.038652,-0.159467,0.144858,0.072131,-0.160355,0.144321,0.04226,-0.161554,0.097384,0.069531,-0.164268,0.096135
193,19.3,0.129512,-0.107081,0.086034,0.005916,-0.113911,0.087578,0.067714,-0.110496,0.086806,0.038219,-0.159213,0.144905,0.071713,-0.15909,0.144808,0.042282,-0.161484,0.097442,0.069065,-0.165074,0.096104
194,19.4,0.129524,-0.107609,0.085881,0.005757,-0.114753,0.087495,0.067641,-0.111181,0.086688,0.037504,-0.161262,0.145388,0.071239,-0.159054,0.145218,0.042373,-0.160509,0.097484,0.06906,-0.164146,0.096621
195,19.5,0.129383,-0.106631,0.086085,0.006063,-0.113037,0.0877,0.067723,-0.109834,0.086892,0.03649,-0.161905,0.144927,0.070808,-0.157828,0.145187,0.042337,-0.16053,0.09749,0.069023,-0.164169,0.096629
196,19.6,0.129494,-0.10715,0.086026,0.005994,-0.113459,0.087675,0.067744,-0.110305,0.086851,0.036847,-0.162243,0.146391,0.070829,-0.15678,0.145641,0.042354,-0.1605,0.097515,0.068586,-0.164952,0.096086
197,19.7,0.129534,-0.107444,0.086001,0.005955,-0.113667,0.087641,0.067744,-0.110556,0.086821,0.036445,-0.161986,0.145904,0.070333,-0.157736,0.146119,0.042364,-0.160476,0.097514,0.068639,-0.163876,0.096168
198,19.8,0.129458,-0.107296,0.085927,0.005853,-0.114159,0.08752,0.067656,-0.110728,0.086723,0.036557,-0.160094,0.146758,0.06981,-0.158712,0.146106,0.042315,-0.160545,0.097479,0.068958,-0.165243,0.096534
199,19.9,0.129532,-0.108142,0.085881,0.005957,-0.1136,0.08759,0.067745,-0.110871,0.086735,0.036234,-0.15886,0.146742,0.06939,-0.157514,0.14655,0.042287,-0.160602,0.097984,0.068519,-0.165056,0.096551
200,20,0.129453,-0.107088,0.086016,0.005916,-0.113808,0.087564,0.067685,-0.110448,0.08679,0.036251,-0.158864,0.146711,0.06894,-0.157418,0.146968,0.041743,-0.161445,0.097864,0.068495,-0.165112,0.096991
201,20.1,0.12953,-0.107829,0.085919,0.005961,-0.113594,0.087632,0.067745,-0.110712,0.086776,0.036256,-0.158853,0.146735,0.068477,-0.157297,0.147444,0.0417,-0.161958,0.097849,0.06862,-0.16392,0.096152
202,20.2,0.129458,-0.10714,0.085964,0.005883,-0.113962,0.08756,0.067671,-0.110551,0.086762,0.036245,-0.158852,0.146716,0.068466,-0.157298,0.147426,0.041743,-0.161432,0.097869,0.068567,-0.164965,0.096049
203,20.3,0.129428,-0.106984,0.086086,0.005931,-0.113447,0.087665,0.067679,-0.110216,0.086875,0.036185,-0.158811,0.146755,0.067985,-0.156087,0.147885,0.04169,-0.161396,0.09791,0.068477,-0.165002,0.096569
204,20.4,0.129547,-0.107908,0.085857,0.006169,-0.112591,0.087718,0.067858,-0.110249,0.086787,0.036259,-0.158856,0.146738,0.06758,-0.157026,0.147885,0.041753,-0.16145,0.097891,0.068989,-0.165222,0.096555
205,20.5,0.129504,-0.107311,0.085981,0.005955,-0.113779,0.087576,0.067729,-0.110545,0.086779,0.036296,-0.158862,0.14672,0.067628,-0.156015,0.148288,0.041787,-0.161453,0.097873,0.068988,-0.165283,0.097009
