Format Version,1.23,Take Name,heart_sim_output,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,3/17/2026 18:05,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global,
,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,ID,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Purple,Purple,Purple,Pink,Pink,Pink,Green,Green,Green,Yellow,Yellow,Yellow
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
206,20.6,0.129488,-0.107408,0.08597,0.005926,-0.113927,0.087563,0.067707,-0.110667,0.086767,0.036257,-0.158869,0.146722,0.06759,-0.156031,0.148295,0.041857,-0.160424,0.097955,0.068542,-0.165054,0.09653
207,20.7,0.129508,-0.1074,0.085998,0.005906,-0.11389,0.087584,0.067707,-0.110645,0.086791,0.03626,-0.158883,0.146733,0.067162,-0.155875,0.148293,0.041754,-0.161479,0.097886,0.068543,-0.165076,0.09654
208,20.8,0.129504,-0.107851,0.085884,0.006029,-0.113129,0.087686,0.067767,-0.11049,0.086785,0.03623,-0.158865,0.146739,0.067132,-0.155858,0.148302,0.041728,-0.161461,0.097892,0.068517,-0.165058,0.096548
209,20.9,0.129499,-0.107583,0.086004,0.006058,-0.113049,0.087715,0.067779,-0.110316,0.08686,0.03625,-0.158808,0.146779,0.067166,-0.154794,0.148759,0.041743,-0.161411,0.097932,0.068496,-0.165076,0.097062
210,21,0.129581,-0.107829,0.085925,0.006217,-0.112509,0.08777,0.067899,-0.110169,0.086847,,,,0.067244,-0.154716,0.148279,0.041793,-0.161393,0.097905,0.068995,-0.165224,0.097046
211,21.1,0.129424,-0.106915,0.086065,0.006147,-0.11278,0.087708,0.067785,-0.109848,0.086886,,,,0.067159,-0.155891,0.148298,0.041761,-0.161503,0.097887,0.068514,-0.16516,0.09702
212,21.2,0.129489,-0.107504,0.085936,0.006109,-0.112833,0.087683,0.067799,-0.110168,0.086809,,,,0.067173,-0.155877,0.148267,0.041755,-0.161473,0.097865,0.068998,-0.164258,0.09708
213,21.3,0.129435,-0.10697,0.086015,0.005947,-0.113639,0.087606,0.067691,-0.110304,0.08681,,,,0.06847,-0.157319,0.147412,0.041735,-0.161454,0.097861,0.068935,-0.165297,0.096995
214,21.4,0.129472,-0.107059,0.085993,0.005893,-0.113942,0.087565,0.067682,-0.1105,0.086779,,,,0.069411,-0.157534,0.146519,0.042203,-0.161644,0.097875,0.06858,-0.164011,0.096601
215,21.5,0.129534,-0.107664,0.085879,0.006158,-0.112718,0.087715,0.067846,-0.110191,0.086797,,,,0.070328,-0.157813,0.146074,0.042353,-0.160555,0.097472,0.068549,-0.165074,0.096514
216,21.6,0.129503,-0.107538,0.086017,0.005988,-0.113564,0.087658,0.067745,-0.110551,0.086837,0.036906,-0.162101,0.145476,0.070303,-0.158747,0.145735,0.04235,-0.160498,0.097554,0.069037,-0.164134,0.096699
217,21.7,0.129513,-0.107486,0.085924,0.006057,-0.113253,0.087638,0.067785,-0.11037,0.086781,0.036906,-0.162237,0.145882,0.070811,-0.157909,0.145636,0.042271,-0.161592,0.097402,0.06906,-0.164194,0.09662
218,21.8,0.129507,-0.107381,0.085961,0.006016,-0.113328,0.087657,0.067762,-0.110354,0.086809,0.037496,-0.16125,0.14539,0.07127,-0.157969,0.14519,0.042262,-0.161529,0.097405,0.068603,-0.16396,0.096613
219,21.9,0.129453,-0.10702,0.086031,0.006199,-0.112416,0.087729,0.067826,-0.109718,0.08688,0.037997,-0.160471,0.145856,0.071207,-0.159075,0.145227,0.042235,-0.161568,0.097415,0.069023,-0.164178,0.096631
220,22,0.129557,-0.107584,0.085865,0.005995,-0.113589,0.087595,0.067776,-0.110587,0.08673,0.037552,-0.161177,0.144896,0.071252,-0.159036,0.145198,0.04228,-0.161518,0.097386,0.069068,-0.164123,0.096601
221,22.1,0.129543,-0.107635,0.085981,0.005972,-0.113797,0.087598,0.067757,-0.110716,0.086789,0.037633,-0.160181,0.145395,0.071723,-0.15912,0.144803,0.04239,-0.160481,0.097519,0.069077,-0.164115,0.096658
222,22.2,0.129527,-0.107722,0.08598,0.00598,-0.113524,0.087643,0.067754,-0.110623,0.086812,0.037946,-0.16133,0.144989,0.071666,-0.159121,0.144838,0.042236,-0.161521,0.097471,0.06906,-0.164062,0.096219
223,22.3,0.129494,-0.107308,0.085912,0.006198,-0.112461,0.087701,0.067846,-0.109884,0.086807,0.038678,-0.159447,0.144357,0.072158,-0.159329,0.144264,0.042246,-0.161597,0.097355,0.069516,-0.164313,0.096104
224,22.4,0.129534,-0.107537,0.085924,0.006129,-0.113008,0.087667,0.067831,-0.110272,0.086795,0.038811,-0.158366,0.144379,0.072143,-0.160365,0.14434,0.042408,-0.160476,0.097004,0.069094,-0.164114,0.096146
225,22.5,0.129521,-0.107741,0.08592,0.00595,-0.113609,0.08761,0.067736,-0.110675,0.086765,0.038663,-0.159439,0.14442,0.072107,-0.160393,0.14436,0.042276,-0.161543,0.096939,0.069511,-0.164323,0.096175
226,22.6,0.129524,-0.107549,0.085902,0.006064,-0.113413,0.0876,0.067794,-0.110481,0.086751,0.039185,-0.159549,0.143912,0.072582,-0.160562,0.144316,0.042304,-0.161534,0.096893,0.069092,-0.164139,0.096112
227,22.7,0.129497,-0.107543,0.085983,0.005901,-0.113773,0.087617,0.067699,-0.110658,0.0868,0.038646,-0.159349,0.144437,0.07256,-0.160409,0.143933,0.042271,-0.16144,0.096955,0.069059,-0.164047,0.096188
228,22.8,0.129525,-0.107133,0.085906,0.006095,-0.113295,0.087618,0.06781,-0.110214,0.086762,0.038646,-0.160478,0.144409,0.072637,-0.160545,0.144319,0.042354,-0.16153,0.096899,0.069589,-0.164303,0.096125
229,22.9,0.129476,-0.107202,0.086022,0.005853,-0.11446,0.08749,0.067665,-0.110831,0.086756,0.039159,-0.159512,0.143967,0.072556,-0.161533,0.14395,0.0424,-0.160473,0.09703,0.069051,-0.164173,0.096655
230,23,0.129515,-0.107638,0.085943,0.006279,-0.112182,0.087764,0.067897,-0.10991,0.086853,0.039249,-0.158506,0.144394,0.072606,-0.160436,0.143899,0.042409,-0.160435,0.097009,0.069542,-0.164246,0.096164
231,23.1,0.129483,-0.107386,0.085947,0.006077,-0.113153,0.087686,0.06778,-0.11027,0.086817,0.038783,-0.158357,0.144402,0.072115,-0.160355,0.144372,0.042254,-0.161569,0.097428,0.069078,-0.164107,0.096176
232,23.2,0.129549,-0.107992,0.08586,0.006277,-0.112042,0.087757,0.067913,-0.110017,0.086809,0.037499,-0.161242,0.144904,0.071272,-0.157962,0.144722,0.042232,-0.161595,0.097395,0.069504,-0.164308,0.096149
233,23.3,0.129508,-0.107615,0.085965,0.006185,-0.112595,0.087723,0.067847,-0.110105,0.086844,0.036387,-0.162083,0.146356,0.070779,-0.15787,0.14565,0.042348,-0.160498,0.09749,0.068992,-0.165191,0.096547
234,23.4,0.129469,-0.107416,0.085956,0.00612,-0.112809,0.087691,0.067795,-0.110113,0.086824,0.036382,-0.162097,0.146358,0.070265,-0.158853,0.146129,0.042338,-0.160521,0.097492,0.068982,-0.165213,0.096547
235,23.5,0.129604,-0.108201,0.085835,0.006143,-0.112884,0.087688,0.067873,-0.110542,0.086762,0.036437,-0.162083,0.14632,0.069887,-0.158671,0.146075,0.042281,-0.161524,0.097372,0.069026,-0.165186,0.096501
236,23.6,0.12948,-0.107191,0.085951,0.00622,-0.112439,0.087696,0.06785,-0.109815,0.086824,0.036417,-0.16212,0.146336,0.069831,-0.15877,0.146554,0.04233,-0.160608,0.09795,0.069052,-0.164179,0.096604
237,23.7,0.129469,-0.107295,0.085987,0.006154,-0.112595,0.087717,0.067812,-0.109945,0.086852,0.036351,-0.16214,0.146342,0.069765,-0.158791,0.146568,0.042175,-0.161663,0.097878,0.068957,-0.165257,0.096535
238,23.8,0.129481,-0.107424,0.085905,0.006111,-0.112856,0.087695,0.067796,-0.11014,0.0868,0.036398,-0.162085,0.146354,0.069388,-0.157558,0.14699,0.041757,-0.161432,0.097879,0.068545,-0.165029,0.09653
239,23.9,0.129439,-0.107285,0.086016,0.005963,-0.1132,0.087683,0.067701,-0.110243,0.086849,0.036315,-0.162105,0.146367,0.069304,-0.15758,0.147016,0.041693,-0.161454,0.097894,0.068482,-0.165052,0.096556
240,24,0.129498,-0.107182,0.085993,0.006221,-0.112249,0.087772,0.067859,-0.109716,0.086882,0.036398,-0.16209,0.146385,0.069786,-0.157796,0.14749,0.041759,-0.161445,0.09791,0.068547,-0.165042,0.096563
241,24.1,0.129533,-0.107412,0.086007,0.006107,-0.112914,0.087696,0.06782,-0.110163,0.086851,0.036412,-0.162091,0.146368,0.068976,-0.156377,0.147427,0.041885,-0.160405,0.097973,0.06902,-0.165201,0.096562
242,24.2,0.129485,-0.107198,0.086039,0.00611,-0.112878,0.087724,0.067797,-0.110038,0.086881,0.036404,-0.162049,0.146381,0.068458,-0.15731,0.147923,0.041668,-0.162425,0.097828,0.069008,-0.165162,0.096573
243,24.3,0.129493,-0.10722,0.085958,0.006038,-0.113259,0.087655,0.067766,-0.110239,0.086806,,,,0.068496,-0.156291,0.147864,0.041758,-0.161452,0.097887,0.068547,-0.165048,0.09654
244,24.4,0.129568,-0.107836,0.085888,0.006135,-0.113006,0.087686,0.067852,-0.110421,0.086787,,,,0.068585,-0.1562,0.1474,0.041808,-0.161421,0.097883,0.069052,-0.164199,0.0971
245,24.5,0.129538,-0.108003,0.085909,0.005838,-0.114171,0.08758,0.067688,-0.111087,0.086744,,,,0.06846,-0.157276,0.147489,0.041743,-0.161431,0.09793,0.068532,-0.165027,0.09659
246,24.6,0.129532,-0.107421,0.085982,0.00595,-0.113873,0.087554,0.067741,-0.110647,0.086768,,,,0.068992,-0.156374,0.147395,0.041786,-0.161417,0.097866,0.069023,-0.165186,0.096527
247,24.7,0.129464,-0.107204,0.086013,0.006028,-0.113148,0.08767,0.067746,-0.110176,0.086842,,,,0.070137,-0.159059,0.147531,0.041728,-0.161468,0.097903,0.068964,-0.165239,0.09657
248,24.8,0.12956,-0.107678,0.08594,0.005927,-0.113814,0.087618,0.067744,-0.110746,0.086779,0.036943,-0.162131,0.145451,0.071242,-0.15905,0.145262,0.042276,-0.161556,0.097448,0.069064,-0.164159,0.096667
249,24.9,0.12949,-0.107645,0.085848,0.00586,-0.114306,0.087487,0.067675,-0.110975,0.086667,0.038175,-0.159371,0.144811,0.071668,-0.159262,0.1447,0.042217,-0.16163,0.097345,0.069452,-0.164417,0.096564
250,25,0.12958,-0.108317,0.085816,0.006145,-0.113086,0.087637,0.067863,-0.110701,0.086726,0.038712,-0.159404,0.143906,0.07212,-0.160426,0.144313,0.04218,-0.162592,0.096815,0.069069,-0.164169,0.096118
251,25.1,0.1295,-0.107308,0.085976,0.006153,-0.112716,0.087754,0.067826,-0.110012,0.086865,0.038231,-0.159179,0.144423,0.072121,-0.160303,0.144377,0.042399,-0.160413,0.097032,0.069085,-0.164049,0.096181
252,25.2,0.129485,-0.107545,0.085922,0.005852,-0.114251,0.087543,0.067669,-0.110898,0.086732,0.03867,-0.159403,0.144405,0.072584,-0.160459,0.143892,0.042282,-0.1615,0.096923,0.06907,-0.164104,0.096149
253,25.3,0.129506,-0.107271,0.085967,0.006069,-0.113259,0.087634,0.067788,-0.110265,0.0868,0.039264,-0.158553,0.144356,0.072621,-0.160485,0.143852,0.042309,-0.161514,0.096889,0.069097,-0.16412,0.096109
254,25.4,0.129508,-0.107607,0.08593,0.006193,-0.112533,0.087751,0.067851,-0.11007,0.086841,0.039156,-0.159531,0.143957,0.072588,-0.160479,0.14391,0.042391,-0.160493,0.09702,0.06953,-0.163315,0.096734
255,25.5,0.129471,-0.107389,0.0859,0.006066,-0.113003,0.087679,0.067768,-0.110196,0.086789,0.038661,-0.159421,0.144388,0.072575,-0.16048,0.143875,0.042273,-0.161508,0.096906,0.069103,-0.163061,0.096216
256,25.6,0.129484,-0.107113,0.08599,0.005823,-0.114461,0.087496,0.067654,-0.110787,0.086743,0.03923,-0.15851,0.1444,0.072586,-0.160438,0.14391,0.042294,-0.16147,0.096935,0.069082,-0.164074,0.096165
257,25.7,0.129529,-0.107465,0.085921,0.006065,-0.113113,0.087693,0.067797,-0.110289,0.086807,0.039259,-0.158533,0.144398,0.072615,-0.160463,0.1439,0.042311,-0.161499,0.096932,0.06951,-0.164344,0.096641
258,25.8,0.129433,-0.106878,0.086013,0.005774,-0.114695,0.087459,0.067603,-0.110787,0.086736,0.039362,-0.157406,0.143881,0.072572,-0.160452,0.143883,0.042375,-0.160445,0.096993,0.069061,-0.164085,0.096139
259,25.9,0.129501,-0.107751,0.085871,0.006124,-0.112751,0.087708,0.067812,-0.110251,0.08679,0.03923,-0.158451,0.143916,0.072515,-0.161536,0.143914,0.042243,-0.161476,0.096922,0.069477,-0.164267,0.096154
260,26,0.129501,-0.107781,0.085895,0.005812,-0.114434,0.087511,0.067656,-0.111108,0.086703,0.039204,-0.158572,0.144386,0.072524,-0.161585,0.143912,0.042355,-0.160512,0.097001,0.069488,-0.164329,0.096153
261,26.1,0.1295,-0.10735,0.08592,0.005999,-0.113834,0.087572,0.06775,-0.110592,0.086746,0.039314,-0.158489,0.143905,0.0726,-0.161555,0.143902,0.04243,-0.160489,0.096992,0.069116,-0.164122,0.096134
262,26.2,0.129511,-0.1075,0.086,0.006152,-0.112748,0.087725,0.067832,-0.110124,0.086863,0.039237,-0.158542,0.144422,0.072558,-0.16155,0.14395,0.04239,-0.160487,0.097038,0.069076,-0.164127,0.096182
263,26.3,0.129502,-0.107386,0.0859,0.005891,-0.114052,0.08755,0.067697,-0.110719,0.086725,0.039167,-0.159553,0.143908,0.072599,-0.160507,0.143853,0.042392,-0.160502,0.09697,0.069078,-0.164143,0.09611
264,26.4,0.129478,-0.107384,0.085964,0.005798,-0.114381,0.087535,0.067638,-0.110883,0.08675,0.039115,-0.159579,0.143924,0.072546,-0.160538,0.143871,0.042342,-0.160536,0.096986,0.069027,-0.164181,0.096128
265,26.5,0.12947,-0.107344,0.085979,0.00581,-0.114364,0.087536,0.06764,-0.110854,0.086758,0.039205,-0.15858,0.144351,0.072561,-0.160518,0.143851,0.042256,-0.16154,0.096884,0.069043,-0.164152,0.096107
266,26.6,0.129512,-0.107897,0.08584,0.005829,-0.114278,0.087524,0.06767,-0.111087,0.086682,0.039246,-0.158553,0.143886,0.072566,-0.160556,0.143857,0.042258,-0.161582,0.096892,0.069493,-0.164367,0.096123
267,26.7,0.129452,-0.106778,0.085996,0.005873,-0.114196,0.087562,0.067662,-0.110487,0.086779,0.039367,-0.157432,0.143878,0.072577,-0.160479,0.143878,0.042275,-0.161504,0.096909,0.069063,-0.164114,0.096135
268,26.8,0.129573,-0.107844,0.085844,0.00579,-0.114811,0.087456,0.067682,-0.111328,0.08665,0.039182,-0.159549,0.143917,0.072614,-0.160497,0.143865,0.042309,-0.161533,0.096898,0.069097,-0.164137,0.096122
269,26.9,0.129492,-0.10743,0.085893,0.005872,-0.114024,0.087555,0.067682,-0.110727,0.086724,0.039108,-0.159629,0.144361,0.072575,-0.160519,0.143835,0.042269,-0.161535,0.096869,0.069014,-0.1652,0.096007
270,27,0.129446,-0.107074,0.085991,0.005888,-0.113962,0.087576,0.067667,-0.110518,0.086783,0.038703,-0.159377,0.143911,0.072545,-0.161581,0.143894,0.042378,-0.160497,0.096983,0.069064,-0.164139,0.096125
271,27.1,0.1295,-0.107212,0.086039,0.005841,-0.114556,0.087534,0.06767,-0.110884,0.086786,0.039149,-0.159571,0.144469,0.072616,-0.160451,0.143947,0.042315,-0.161507,0.096978,0.069068,-0.164175,0.096679
272,27.2,0.12941,-0.106987,0.085995,0.006058,-0.113025,0.087668,0.067734,-0.110006,0.086831,0.039065,-0.15968,0.14435,0.072532,-0.160575,0.143825,0.042646,-0.161832,0.097349,0.069426,-0.164442,0.096565
273,27.3,0.129452,-0.106812,0.085948,0.005894,-0.114034,0.087587,0.067673,-0.110423,0.086767,0.03911,-0.159637,0.144385,0.072577,-0.160528,0.143854,0.042228,-0.161623,0.097374,0.069498,-0.164341,0.096121
274,27.4,0.129403,-0.106345,0.086064,0.0059,-0.113907,0.087608,0.067652,-0.110126,0.086836,0.039109,-0.15962,0.144411,0.072541,-0.161574,0.143919,0.042348,-0.160575,0.097482,0.069035,-0.164208,0.096624
275,27.5,0.129415,-0.106802,0.085931,0.005956,-0.113672,0.087604,0.067686,-0.110237,0.086767,0.039101,-0.159707,0.144336,0.072533,-0.161673,0.143831,0.042811,-0.160765,0.096934,0.069001,-0.165286,0.095978
276,27.6,0.129502,-0.107478,0.085866,0.005667,-0.115378,0.0874,0.067585,-0.111428,0.086633,0.039119,-0.159663,0.14438,0.072587,-0.160552,0.14385,0.04283,-0.160724,0.096978,0.069432,-0.165483,0.096508
277,27.7,0.129428,-0.107065,0.085969,0.005937,-0.113551,0.087622,0.067682,-0.110308,0.086796,0.039083,-0.159634,0.144389,0.072515,-0.1616,0.143889,0.0428,-0.160698,0.096988,0.069033,-0.164164,0.09612
278,27.8,0.12941,-0.106097,0.086096,0.005695,-0.115544,0.087406,0.067552,-0.11082,0.086751,0.038634,-0.160519,0.14446,0.07266,-0.160509,0.143925,0.042919,-0.16073,0.097043,0.069155,-0.164175,0.096183
279,27.9,0.129411,-0.106739,0.085986,0.005749,-0.114978,0.087462,0.06758,-0.110859,0.086724,0.038702,-0.15937,0.143937,0.07258,-0.160495,0.143896,0.042831,-0.160678,0.097019,0.069028,-0.164206,0.096627
280,28,0.129459,-0.1072,0.08602,0.006009,-0.113508,0.087659,0.067734,-0.110354,0.086839,0.038668,-0.159436,0.144412,0.072582,-0.160496,0.1439,0.042282,-0.161527,0.096929,0.069517,-0.164308,0.096165
281,28.1,0.12947,-0.106948,0.085988,0.005865,-0.114597,0.087473,0.067667,-0.110772,0.08673,0.039188,-0.159552,0.143952,0.072585,-0.161569,0.143929,0.042319,-0.161546,0.096934,0.069108,-0.164145,0.09616
282,28.2,0.129395,-0.106227,0.08613,0.005901,-0.114322,0.087562,0.067648,-0.110275,0.086846,0.038742,-0.159379,0.143969,0.07262,-0.1605,0.143924,0.04231,-0.161553,0.09696,0.069545,-0.164332,0.096192
283,28.3,0.129381,-0.106525,0.086003,0.005784,-0.114779,0.087464,0.067583,-0.110652,0.086733,0.039136,-0.159666,0.14437,0.072604,-0.160549,0.143838,0.04229,-0.161588,0.096877,0.069525,-0.164366,0.096105
284,28.4,0.129461,-0.106885,0.085906,0.005905,-0.114226,0.087512,0.067683,-0.110555,0.086709,0.039142,-0.159696,0.144359,0.072609,-0.160579,0.143829,0.042297,-0.161617,0.096867,0.069532,-0.164396,0.096096
285,28.5,0.129449,-0.106585,0.08606,0.00601,-0.113689,0.087601,0.067729,-0.110137,0.08683,0.039162,-0.159628,0.144386,0.072595,-0.161585,0.143883,0.04232,-0.161544,0.096893,0.069555,-0.164322,0.096124
286,28.6,0.129461,-0.106812,0.086048,0.005802,-0.114733,0.08751,0.067631,-0.110772,0.086779,0.039238,-0.158563,0.144424,0.072559,-0.161566,0.143957,0.042298,-0.161541,0.09696,0.069456,-0.165438,0.09659
287,28.7,0.129395,-0.106177,0.086154,0.00582,-0.114504,0.087543,0.067608,-0.110341,0.086849,0.038799,-0.159151,0.143022,0.072606,-0.160404,0.14393,0.042306,-0.161441,0.09696,0.069094,-0.164045,0.096187
288,28.8,0.12947,-0.106453,0.086046,0.005904,-0.114461,0.087499,0.067687,-0.110457,0.086772,0.039233,-0.159494,0.143971,0.072665,-0.16043,0.14392,0.042362,-0.161485,0.096952,0.069151,-0.164079,0.096177
289,28.9,0.129494,-0.107204,0.086014,0.005825,-0.114497,0.087542,0.067659,-0.110851,0.086778,0.039127,-0.1596,0.144434,0.07256,-0.161557,0.143937,0.042747,-0.161699,0.096951,0.069528,-0.1643,0.096177
290,29,0.129322,-0.106171,0.086076,0.005782,-0.114608,0.087477,0.067552,-0.110389,0.086776,0.039226,-0.158518,0.143881,0.072547,-0.160515,0.143861,0.04215,-0.162572,0.096806,0.069894,-0.16555,0.096051
291,29.1,0.129423,-0.106626,0.086006,0.005947,-0.113894,0.087602,0.067685,-0.11026,0.086804,0.03869,-0.159403,0.144421,0.072569,-0.161537,0.143933,0.042301,-0.161495,0.096939,0.069089,-0.164101,0.096164
292,29.2,0.129555,-0.107269,0.085976,0.005723,-0.115449,0.087442,0.067639,-0.111359,0.086709,0.038775,-0.159405,0.144445,0.072689,-0.160447,0.143928,0.042281,-0.162544,0.096882,0.069619,-0.164279,0.096196
293,29.3,0.129499,-0.10686,0.085918,0.00587,-0.114811,0.087434,0.067684,-0.110835,0.086676,0.03931,-0.158615,0.144363,0.072632,-0.161611,0.143884,0.042354,-0.161585,0.096896,0.069513,-0.165478,0.096517
