Format Version,1.23,Take Name,heart_sim_output_1779092002,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-18 06:13:24 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.256848,-0.558400,-0.315749,0.099734,-0.559025,-0.319071,0.178291,-0.558712,-0.317410,0.187084,-0.587476,-0.254156,0.185894,-0.591871,-0.300682
1,0.1000,0.000000,0.000000,0.000000,0.257499,-0.562376,-0.317031,0.100204,-0.564043,-0.320399,0.178851,-0.563209,-0.318715,0.187554,-0.592493,-0.255484,0.186364,-0.596889,-0.302010
2,0.2000,0.000000,0.000000,0.000000,0.257499,-0.562376,-0.317031,0.100204,-0.564043,-0.320399,0.178851,-0.563209,-0.318715,0.187554,-0.592493,-0.255484,0.186364,-0.596889,-0.302010
3,0.3000,0.000000,0.000000,0.000000,0.257499,-0.562376,-0.317031,0.100204,-0.564043,-0.320399,0.178851,-0.563209,-0.318715,0.187554,-0.592493,-0.255484,0.186364,-0.596889,-0.302010
4,0.4000,0.000000,0.000000,0.000000,0.256394,-0.562443,-0.316796,0.100077,-0.562005,-0.320092,0.178236,-0.562224,-0.318444,0.187460,-0.591490,-0.255219,0.186270,-0.595885,-0.301744
5,0.5000,0.000000,0.000000,0.000000,0.256942,-0.559403,-0.316015,0.099828,-0.560029,-0.319337,0.178385,-0.559716,-0.317676,0.187178,-0.588479,-0.254422,0.185988,-0.592875,-0.300948
6,0.6000,0.000000,0.000000,0.000000,0.258003,-0.588414,-0.322335,0.102189,-0.589928,-0.325665,0.180096,-0.589171,-0.324000,,,,0.187426,-0.623932,-0.307545
7,0.7000,0.000000,0.000000,0.000000,0.258003,-0.588414,-0.322335,0.102189,-0.589928,-0.325665,0.180096,-0.589171,-0.324000,,,,0.187426,-0.623932,-0.307545
