Format Version,1.23,Take Name,heart_sim_output_1778552031,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-12 12:13:52 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.238675,-0.211502,-0.232643,0.088653,-0.227584,-0.231603,0.163664,-0.219543,-0.232123,0.173142,-0.244744,-0.160569,0.153181,-0.250730,-0.204975
1,0.1000,0.000000,0.000000,0.000000,0.238675,-0.211502,-0.232643,0.088653,-0.227584,-0.231603,0.163664,-0.219543,-0.232123,0.173347,-0.243757,-0.160482,0.153181,-0.250730,-0.204975
2,0.2000,0.000000,0.000000,0.000000,0.246259,-0.179753,-0.237087,0.091037,-0.215350,-0.236107,0.168648,-0.197552,-0.236597,0.175506,-0.233711,-0.165349,0.155699,-0.238659,-0.209952
3,0.3000,0.000000,0.000000,0.000000,0.240917,-0.197965,-0.236326,0.091037,-0.215350,-0.236107,0.165977,-0.206657,-0.236216,0.175506,-0.233711,-0.165349,0.155699,-0.238659,-0.209952
4,0.4000,0.000000,0.000000,0.000000,0.244170,-0.193364,-0.233911,0.088653,-0.227584,-0.231603,0.166411,-0.210474,-0.232757,0.173142,-0.244744,-0.160569,0.153181,-0.250730,-0.204975
5,0.5000,0.000000,0.000000,0.000000,0.238675,-0.211502,-0.232643,0.088637,-0.227994,-0.231820,0.163656,-0.219748,-0.232231,0.173347,-0.243757,-0.160482,0.153181,-0.250730,-0.204975
6,0.6000,0.000000,0.000000,0.000000,0.244170,-0.193364,-0.233911,0.088653,-0.227584,-0.231603,0.166411,-0.210474,-0.232757,0.173349,-0.243828,-0.159949,0.153181,-0.250730,-0.204975
7,0.7000,0.000000,0.000000,0.000000,0.238675,-0.211502,-0.232643,0.088653,-0.227584,-0.231603,0.163664,-0.219543,-0.232123,0.172609,-0.244783,-0.160031,0.153181,-0.250730,-0.204975
