Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.12,202.00,0.11,200.00,0.10
0.40,200.05,0.25,202.04,0.22,200.04,0.19
0.80,200.20,0.49,202.17,0.44,200.15,0.38
1.20,200.44,0.73,202.39,0.65,200.34,0.57
1.60,200.78,0.98,202.70,0.86,200.61,0.76
2.00,201.22,1.21,203.08,1.07,200.95,0.94
2.40,201.75,1.44,203.55,1.28,201.36,1.12
2.80,202.38,1.67,204.10,1.48,201.84,1.29
3.20,203.09,1.89,204.73,1.67,202.39,1.46
3.60,203.89,2.10,205.44,1.86,203.01,1.63
4.00,204.77,2.30,206.22,2.04,203.69,1.78
4.40,205.73,2.49,207.07,2.21,204.44,1.93
4.80,206.76,2.67,207.99,2.37,205.24,2.07
5.20,207.86,2.85,208.96,2.52,206.10,2.21
5.60,209.04,3.01,210.00,2.66,207.01,2.33
6.00,210.27,3.15,211.09,2.79,207.96,2.44
6.40,211.56,3.29,212.23,2.91,208.96,2.55
6.80,212.90,3.41,213.42,3.02,210.00,2.64
7.20,214.29,3.52,214.65,3.11,211.07,2.73
7.60,215.71,3.61,215.91,3.19,212.18,2.80
8.00,217.17,3.69,217.20,3.26,213.31,2.86
8.40,218.66,3.75,218.52,3.32,214.47,2.91
8.80,220.17,3.79,219.86,3.36,215.64,2.94
9.20,221.70,3.83,221.21,3.39,216.82,2.97
9.60,223.23,3.84,222.57,3.40,218.01,2.98
10.00,224.77,3.84,223.93,3.40,219.20,2.98
10.40,226.30,3.83,225.29,3.39,220.39,2.97
10.80,227.83,3.79,226.64,3.36,221.57,2.94
11.20,229.34,3.75,227.98,3.32,222.75,2.91
11.60,230.83,3.69,229.30,3.26,223.90,2.86
12.00,232.29,3.61,230.59,3.19,225.03,2.80
12.40,233.71,3.52,231.85,3.11,226.14,2.73
12.80,235.10,3.41,233.08,3.02,227.21,2.64
13.20,236.44,3.29,234.27,2.91,228.25,2.55
13.60,237.73,3.15,235.41,2.79,229.25,2.44
14.00,238.96,3.01,236.50,2.66,230.21,2.33
14.40,240.14,2.85,237.54,2.52,231.11,2.21
14.80,241.24,2.67,238.52,2.37,231.97,2.07
15.20,242.27,2.49,239.43,2.21,232.77,1.93
15.60,243.23,2.30,240.28,2.04,233.52,1.78
16.00,244.11,2.10,241.06,1.86,234.20,1.63
16.40,244.91,1.89,241.77,1.67,234.82,1.46
16.80,245.62,1.67,242.40,1.48,235.37,1.29
17.20,246.25,1.44,242.95,1.28,235.85,1.12
17.60,246.78,1.21,243.42,1.07,236.26,0.94
18.00,247.22,0.98,243.81,0.86,236.60,0.76
18.40,247.56,0.73,244.11,0.65,236.87,0.57
18.80,247.80,0.49,244.33,0.44,237.06,0.38
19.20,247.95,0.25,244.46,0.22,237.17,0.19
19.60,248.00,0.06,244.50,0.05,237.21,0.05
20.00,248.00,-3.27,244.50,-3.70,237.21,-2.50
20.40,245.38,-8.34,241.54,-6.69,235.21,-5.02
20.80,241.33,-9.84,239.15,-4.97,233.20,-5.04
21.20,237.51,-7.78,237.57,-4.49,231.18,-3.67
21.60,235.11,-6.05,235.56,-5.60,230.26,-1.88
