Format Version,1.23,Take Name,MDC_data_1779778584,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-26 04:56:53 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Timestamp,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2026-05-26 16:56:53.454,0.000000,0.000000,0.000000,0.000000,-0.129488,-0.093733,-0.318971,0.064944,-0.094561,-0.322235,-0.032272,-0.094147,-0.320603,-0.000117,-0.116311,-0.297004,-0.058744,-0.119697,-0.294609
2026-05-26 16:56:53.554,0.100000,0.000000,0.000000,0.000000,-0.129488,-0.093733,-0.318971,0.065179,-0.093512,-0.322322,-0.032154,-0.093623,-0.320646,0.000456,-0.117398,-0.296971,-0.058655,-0.117588,-0.294702
2026-05-26 16:56:53.654,0.200000,0.000000,0.000000,0.000000,-0.129420,-0.094799,-0.318888,0.064944,-0.094561,-0.322235,-0.032238,-0.094680,-0.320561,0.000456,-0.117398,-0.296971,-0.058700,-0.118643,-0.294655
2026-05-26 16:56:53.754,0.300000,0.000000,0.000000,0.000000,-0.129556,-0.092667,-0.319054,0.065179,-0.093512,-0.322322,-0.032189,-0.093090,-0.320688,0.000456,-0.117398,-0.296971,-0.058700,-0.118643,-0.294655
2026-05-26 16:56:53.854,0.400000,0.000000,0.000000,0.000000,-0.129488,-0.093733,-0.318971,0.064944,-0.094561,-0.322235,-0.032272,-0.094147,-0.320603,0.000456,-0.117398,-0.296971,-0.058700,-0.118643,-0.294655
2026-05-26 16:56:53.954,0.500000,0.000000,0.000000,0.000000,-0.129420,-0.094799,-0.318888,0.064709,-0.095611,-0.322148,-0.032355,-0.095205,-0.320518,0.000456,-0.117398,-0.296971,-0.058700,-0.118643,-0.294655
2026-05-26 16:56:54.054,0.599999,0.000000,0.000000,0.000000,-0.129420,-0.094799,-0.318888,0.065414,-0.092463,-0.322409,-0.032003,-0.093631,-0.320648,0.000456,-0.117398,-0.296971,-0.058655,-0.117588,-0.294702
