Format Version,1.23,Take Name,heart_sim_output_1779181585,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-19 07:06:26 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.000000,0.000000,0.000000,0.247114,-0.605291,-0.278810,0.092529,-0.592485,-0.275751,0.169821,-0.598888,-0.277281,0.172063,-0.619556,-0.204663,0.167547,-0.631362,-0.252601
1,0.100000,0.000000,0.000000,0.000000,0.247178,-0.606315,-0.278994,0.092593,-0.593508,-0.275935,0.169886,-0.599912,-0.277465,0.172015,-0.621586,-0.204905,0.167611,-0.632386,-0.252785
2,0.200000,0.000000,0.000000,0.000000,0.247243,-0.607339,-0.279178,0.092657,-0.594532,-0.276119,0.169950,-0.600936,-0.277648,0.172192,-0.621604,-0.205031,0.167675,-0.633409,-0.252969
3,0.300000,0.000000,0.000000,0.000000,0.246939,-0.580878,-0.332064,0.092610,-0.567474,-0.328814,0.169775,-0.574176,-0.330439,0.171401,-0.601422,-0.260108,0.167262,-0.607752,-0.308804
4,0.400000,0.000000,0.000000,0.000000,0.247178,-0.606315,-0.278994,0.092586,-0.594535,-0.275900,0.169882,-0.600425,-0.277447,0.172015,-0.621586,-0.204905,0.167611,-0.632386,-0.252785
5,0.500000,0.000000,0.000000,0.000000,0.247050,-0.604268,-0.278626,0.092464,-0.591461,-0.275567,0.169757,-0.597864,-0.277097,0.171999,-0.618532,-0.204479,0.167482,-0.630338,-0.252417
6,0.600000,0.000000,0.000000,0.000000,0.247564,-0.612459,-0.280097,0.092979,-0.599652,-0.277039,0.170272,-0.606055,-0.278568,0.172513,-0.626723,-0.205950,0.167997,-0.638529,-0.253888
7,0.700000,0.000000,0.000000,0.000000,0.247371,-0.609387,-0.279545,0.092786,-0.596580,-0.276487,0.170079,-0.602984,-0.278016,0.172208,-0.624658,-0.205456,0.167804,-0.635457,-0.253337
