Format Version,1.23,Take Name,triangulation_output_1779353336,Capture Start Time,2026-05-21 06:48:56 PM,Capture Frame Rate,10,Export Frame Rate,10,Length Units,Meters

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green

,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Timestamp (Unix s),Time Since Start (s),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2026-05-21 18:48:59.230,0.000000,0.000000,0.000000,0.000000,0.044889,-0.094957,-0.251444,-0.108874,-0.086106,-0.254254,-0.031993,-0.090532,-0.252849,-0.026391,-0.105233,-0.186657,-0.026829,-0.112881,-0.233183
2026-05-21 18:48:59.330,0.100000,0.000000,0.000000,0.000000,0.045054,-0.095953,-0.251348,-0.105777,-0.091478,-0.253733,-0.030361,-0.093715,-0.252541,-0.026351,-0.105288,-0.186570,-0.026794,-0.113039,-0.233147
2026-05-21 18:48:59.430,0.200000,0.000000,0.000000,0.000000,0.044823,-0.094900,-0.251490,-0.105689,-0.091737,-0.253704,-0.030433,-0.093318,-0.252597,-0.026420,-0.105295,-0.186631,-0.026883,-0.113004,-0.233163
2026-05-21 18:48:59.530,0.300000,0.000000,0.000000,0.000000,0.044990,-0.095700,-0.251325,-0.107621,-0.088545,-0.253885,-0.031316,-0.092123,-0.252605,-0.026283,-0.105525,-0.186587,-0.026796,-0.113177,-0.233081
2026-05-21 18:48:59.630,0.400000,0.000000,0.000000,0.000000,0.044895,-0.094973,-0.251466,-0.103387,-0.094721,-0.253388,-0.029246,-0.094847,-0.252427,-0.026315,-0.105101,-0.186686,-0.026812,-0.112949,-0.233187
2026-05-21 18:48:59.730,0.500000,0.000000,0.000000,0.000000,0.044863,-0.095271,-0.251407,-0.108333,-0.086973,-0.254135,-0.031735,-0.091122,-0.252771,-0.026383,-0.105507,-0.186578,-0.026895,-0.113113,-0.233135
