Format Version,1.23,Take Name,heart_sim_output_1778737117,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-14 03:38:37 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.166659,-0.552006,-0.304409,0.020769,-0.540206,-0.299776,0.093714,-0.546106,-0.302093,0.104060,-0.574025,-0.239920,0.082266,-0.576009,-0.283286
1,0.1000,0.000000,0.000000,0.000000,0.166681,-0.552990,-0.304689,0.020790,-0.541190,-0.300056,0.093735,-0.547090,-0.302373,0.103943,-0.575993,-0.240345,0.082287,-0.576993,-0.283566
2,0.2000,0.000000,0.000000,0.000000,0.166874,-0.561849,-0.307209,0.020983,-0.550050,-0.302576,0.093929,-0.555950,-0.304893,0.104275,-0.583869,-0.242720,0.082378,-0.586845,-0.286156
3,0.3000,0.000000,0.000000,0.000000,0.166595,-0.549052,-0.303569,0.020704,-0.537253,-0.298936,0.093650,-0.543153,-0.301253,0.103996,-0.571072,-0.239080,0.082201,-0.573055,-0.282446
4,0.4000,0.000000,0.000000,0.000000,0.166895,-0.562834,-0.307489,0.020998,-0.550031,-0.302817,0.093947,-0.556433,-0.305153,0.104296,-0.584853,-0.243000,0.082400,-0.587830,-0.286437
5,0.5000,0.000000,0.000000,0.000000,0.166573,-0.548068,-0.303289,0.020683,-0.536268,-0.298656,0.093628,-0.542168,-0.300973,0.103836,-0.571072,-0.238945,0.082078,-0.573064,-0.282237
6,0.6000,0.000000,0.000000,0.000000,0.166702,-0.553974,-0.304969,0.020812,-0.542175,-0.300336,0.093757,-0.548074,-0.302653,0.103964,-0.576978,-0.240625,0.082206,-0.578970,-0.283917
7,0.7000,0.000000,0.000000,0.000000,0.166963,-0.553972,-0.305218,0.020833,-0.543159,-0.300616,0.093898,-0.548566,-0.302917,0.103986,-0.577962,-0.240905,0.082228,-0.579955,-0.284197
