Format Version,1.23,Take Name,heart_sim_output_1779178733,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-19 06:18:54 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.000000,0.000000,0.000000,0.293800,-0.587519,-0.315752,0.137091,-0.591519,-0.313708,0.215445,-0.589519,-0.314730,0.217013,-0.612455,-0.247580,0.215470,-0.622636,-0.293170
1,0.100000,0.000000,0.000000,0.000000,0.294069,-0.589553,-0.316243,0.137360,-0.593553,-0.314199,0.215714,-0.591553,-0.315221,0.217282,-0.614488,-0.248072,0.215739,-0.624670,-0.293662
2,0.200000,0.000000,0.000000,0.000000,0.294607,-0.593621,-0.317227,0.137897,-0.597621,-0.315182,0.216252,-0.595621,-0.316204,0.217820,-0.618556,-0.249055,0.216276,-0.628737,-0.294645
3,0.300000,0.000000,0.000000,0.000000,0.293665,-0.586502,-0.315506,0.137017,-0.591548,-0.313489,0.215341,-0.589025,-0.314498,0.216879,-0.611437,-0.247335,0.215290,-0.622663,-0.292981
4,0.400000,0.000000,0.000000,0.000000,0.293531,-0.585485,-0.315260,0.136822,-0.589485,-0.313216,0.215176,-0.587485,-0.314238,0.216790,-0.609383,-0.246972,0.215201,-0.620602,-0.292679
5,0.500000,0.000000,0.000000,0.000000,0.293934,-0.588536,-0.315998,0.137225,-0.592536,-0.313953,0.215580,-0.590536,-0.314976,0.217148,-0.613471,-0.247826,0.215604,-0.623653,-0.293416
6,0.600000,0.000000,0.000000,0.000000,0.293800,-0.587519,-0.315752,0.137091,-0.591519,-0.313708,0.215445,-0.589519,-0.314730,0.217013,-0.612455,-0.247580,0.215470,-0.622636,-0.293170
7,0.700000,0.000000,0.000000,0.000000,0.293665,-0.586502,-0.315506,0.136956,-0.590502,-0.313462,0.215311,-0.588502,-0.314484,0.216879,-0.611437,-0.247335,0.215335,-0.621619,-0.292924
