Format Version,1.23,Take Name,triangulation_output_1779343474,Capture Start Time,2026-05-21 04:04:34 PM,Capture Frame Rate,10,Export Frame Rate,10,Length Units,Meters

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green

,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Timestamp (Unix s),Time Since Start (s),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2026-05-21 16:04:36.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:36.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.184,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.284,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.384,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.484,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.584,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.684,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.784,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:37.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.184,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.284,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.384,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.484,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.584,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.684,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.784,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:38.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.184,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.284,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.384,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.484,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.584,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.684,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.784,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:39.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.184,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.284,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.384,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.484,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.584,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.684,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.784,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:40.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.184,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.284,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.384,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.484,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.584,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.684,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.784,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:41.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.184,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.284,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.384,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.484,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.584,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.684,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.784,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:42.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.184,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.284,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.384,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.484,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.584,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.684,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.784,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:43.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.184,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.284,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.384,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.484,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.584,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.684,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.784,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:44.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.184,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.284,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.384,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.484,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.584,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.684,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.784,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.884,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:45.984,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:46.084,,,,,,,,,,,,,,,,,,
2026-05-21 16:04:46.184,,,,0.336806,-0.625191,-0.266515,0.181959,-0.622421,-0.264292,0.259383,-0.623806,-0.265404,,,,,,
2026-05-21 16:04:46.284,0.000000,0.000000,0.000000,0.350068,-0.640975,-0.264463,0.195490,-0.630419,-0.262091,0.272779,-0.635697,-0.263277,0.353885,-1.008441,-0.254724,0.359161,-1.014290,-0.269296
2026-05-21 16:04:46.384,0.000000,0.000000,0.000000,0.346423,-0.629928,-0.249623,0.192050,-0.633463,-0.247507,0.269236,-0.631696,-0.248565,0.346830,-1.015739,-0.231479,0.298262,-0.969806,-0.259139
2026-05-21 16:04:46.484,0.000000,0.000000,0.000000,0.331094,-0.633172,-0.258749,0.173903,-0.622473,-0.256259,0.252498,-0.627823,-0.257504,0.322329,-1.012733,-0.246776,0.275662,-0.975341,-0.273300
2026-05-21 16:04:46.584,0.000000,0.000000,0.000000,0.336209,-0.630561,-0.251424,0.180073,-0.625162,-0.249920,0.258141,-0.627861,-0.250672,0.330059,-1.011257,-0.236445,0.283229,-0.974650,-0.263417
2026-05-21 16:04:46.684,0.000000,0.000000,0.000000,0.328274,-0.639983,-0.252335,0.167736,-0.615944,-0.249875,0.248005,-0.627964,-0.251105,0.316547,-1.017282,-0.236769,0.270111,-0.979186,-0.263585
2026-05-21 16:04:46.784,0.000000,0.000000,0.000000,0.321380,-0.641134,-0.246189,0.161753,-0.618371,-0.244008,0.241566,-0.629753,-0.245098,0.305971,-1.019083,-0.227507,0.260052,-0.981549,-0.254630
2026-05-21 16:04:46.884,0.000000,0.000000,0.000000,0.347582,-0.625980,-0.269690,0.186717,-0.608284,-0.266705,0.267149,-0.617132,-0.268197,0.344237,-1.005475,-0.263418,0.349470,-1.010912,-0.277906
2026-05-21 16:04:46.984,0.000000,0.000000,0.000000,0.346992,-0.620478,-0.271058,0.192917,-0.625390,-0.269171,0.269955,-0.622934,-0.270115,0.342466,-1.002326,-0.266320,0.347596,-1.007828,-0.280692
2026-05-21 16:04:47.084,0.000000,0.000000,0.000000,0.349741,-0.620981,-0.273313,0.190192,-0.606012,-0.270064,0.269966,-0.613496,-0.271688,0.345652,-0.997476,-0.269602,0.350882,-1.002652,-0.283948
2026-05-21 16:04:47.184,0.000000,0.000000,0.000000,0.349603,-0.623596,-0.270038,0.189237,-0.608292,-0.267023,0.269420,-0.615944,-0.268531,0.342714,-1.000383,-0.264546,0.347907,-1.006109,-0.278930
2026-05-21 16:04:47.284,0.000000,0.000000,0.000000,0.349762,-0.621353,-0.275655,0.191210,-0.606154,-0.272373,0.270486,-0.613754,-0.274014,0.343344,-0.993962,-0.273673,0.298431,-0.971117,-0.298731
2026-05-21 16:04:47.384,0.000000,0.000000,0.000000,0.348786,-0.626581,-0.271592,0.190892,-0.613262,-0.268659,0.269839,-0.619922,-0.270125,0.341666,-0.999204,-0.266618,0.296779,-0.976139,-0.291813
2026-05-21 16:04:47.484,0.000000,0.000000,0.000000,0.350820,-0.624871,-0.271268,0.192646,-0.610796,-0.268316,0.271733,-0.617834,-0.269792,0.344909,-0.996659,-0.266096,0.300119,-0.974792,-0.291369
2026-05-21 16:04:47.584,0.000000,0.000000,0.000000,0.351450,-0.622096,-0.271574,0.192680,-0.607235,-0.268423,0.272065,-0.614665,-0.269998,0.346080,-0.995333,-0.267251,0.301164,-0.972987,-0.292416
2026-05-21 16:04:47.684,0.000000,0.000000,0.000000,0.348931,-0.623738,-0.275170,0.188758,-0.603559,-0.271721,0.268844,-0.613649,-0.273446,0.341859,-0.995340,-0.272630,0.297051,-0.972937,-0.297695
2026-05-21 16:04:47.784,0.000000,0.000000,0.000000,0.349015,-0.619762,-0.277016,0.190036,-0.606390,-0.273798,0.269525,-0.613076,-0.275407,0.342213,-0.993677,-0.276010,0.297327,-0.970762,-0.300982
2026-05-21 16:04:47.884,0.000000,0.000000,0.000000,0.348449,-0.624659,-0.276354,0.195033,-0.624980,-0.273798,0.271741,-0.624819,-0.275076,0.341225,-0.995135,-0.274274,0.296444,-0.972712,-0.299317
2026-05-21 16:04:47.984,0.000000,0.000000,0.000000,0.345070,-0.621230,-0.275752,0.183598,-0.600450,-0.271976,0.264334,-0.610840,-0.273864,0.336629,-0.997463,-0.273225,0.291699,-0.974181,-0.298188
2026-05-21 16:04:48.084,0.000000,0.000000,0.000000,0.348281,-0.630983,-0.270617,0.190550,-0.614983,-0.267126,0.269416,-0.622983,-0.268871,0.341344,-0.998721,-0.264918,0.346471,-1.004276,-0.279354
2026-05-21 16:04:48.184,0.000000,0.000000,0.000000,0.350058,-0.621548,-0.277167,0.198478,-0.628057,-0.275033,0.274268,-0.624803,-0.276100,0.344957,-0.992422,-0.276181,0.299515,-0.967208,-0.301124
2026-05-21 16:04:48.284,0.000000,0.000000,0.000000,0.349280,-0.616519,-0.278617,0.193537,-0.613364,-0.276136,0.271408,-0.614942,-0.277376,0.344920,-0.991531,-0.278777,0.298969,-0.962828,-0.303640
2026-05-21 16:04:48.384,0.000000,0.000000,0.000000,0.340052,-0.637271,-0.281446,0.179214,-0.605444,-0.276372,0.259633,-0.621357,-0.278909,0.332235,-0.997537,-0.281447,0.285382,-0.960752,-0.305987
