Format Version,1.23,Take Name,heart_sim_output_1779090783,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-18 05:53:04 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.215652,-0.568091,-0.338347,0.059289,-0.557143,-0.339818,0.137471,-0.562617,-0.339083,,,,0.142948,-0.597271,-0.323658
1,0.1000,0.000000,0.000000,0.000000,0.215952,-0.569062,-0.338869,0.059338,-0.559138,-0.340419,0.137645,-0.564100,-0.339644,,,,0.142839,-0.600290,-0.324362
2,0.2000,0.000000,0.000000,0.000000,0.215879,-0.566069,-0.337968,0.059302,-0.555113,-0.339441,0.137591,-0.560591,-0.338704,,,,0.142924,-0.596273,-0.323358
3,0.3000,0.000000,0.000000,0.000000,0.215928,-0.568065,-0.338568,0.059314,-0.558141,-0.340119,0.137621,-0.563103,-0.339343,,,,0.142972,-0.598268,-0.323959
4,0.4000,0.000000,0.000000,0.000000,0.215197,-0.572031,-0.339745,0.059411,-0.562132,-0.341320,0.137304,-0.567081,-0.340532,,,,0.143070,-0.602259,-0.325160
5,0.5000,0.000000,0.000000,0.000000,0.216025,-0.572056,-0.339770,0.059411,-0.562132,-0.341320,0.137718,-0.567094,-0.340545,,,,0.143070,-0.602259,-0.325160
6,0.6000,0.000000,0.000000,0.000000,0.257136,-0.564458,-0.317124,0.100204,-0.564043,-0.320399,0.178670,-0.564250,-0.318762,,,,0.186188,-0.598959,-0.302149
7,0.7000,0.000000,0.000000,0.000000,0.257324,-0.566465,-0.317655,0.100424,-0.567084,-0.320972,0.178874,-0.566775,-0.319314,,,,0.186376,-0.600966,-0.302681
8,0.8000,0.000000,0.000000,0.000000,0.257418,-0.567468,-0.317921,0.100518,-0.568088,-0.321238,0.178968,-0.567778,-0.319579,,,,0.186470,-0.601969,-0.302946
