Format Version,1.23,Take Name,heart_sim_output_1779182443,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-19 07:20:44 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.000000,0.000000,0.000000,0.247212,-0.580884,-0.332286,0.092684,-0.567452,-0.329032,0.169948,-0.574168,-0.330659,0.173177,-0.603061,-0.257952,0.167353,-0.609014,-0.307444
1,0.100000,0.000000,0.000000,0.000000,0.247371,-0.609387,-0.279545,0.092786,-0.596580,-0.276487,0.170079,-0.602984,-0.278016,0.173107,-0.624940,-0.202958,0.167846,-0.635565,-0.251683
2,0.200000,0.000000,0.000000,0.000000,0.247371,-0.609387,-0.279545,0.092786,-0.596580,-0.276487,0.170079,-0.602984,-0.278016,0.173107,-0.624940,-0.202958,0.167846,-0.635565,-0.251683
3,0.300000,0.000000,0.000000,0.000000,0.247243,-0.607339,-0.279178,0.092657,-0.594532,-0.276119,0.169950,-0.600936,-0.277648,0.172979,-0.622892,-0.202590,0.167717,-0.633517,-0.251315
4,0.400000,0.000000,0.000000,0.000000,0.247307,-0.608363,-0.279362,0.092722,-0.595556,-0.276303,0.170014,-0.601960,-0.277832,0.173043,-0.623916,-0.202774,0.167782,-0.634541,-0.251499
5,0.500000,0.000000,0.000000,0.000000,0.247307,-0.608363,-0.279362,0.092722,-0.595556,-0.276303,0.170014,-0.601960,-0.277832,0.173043,-0.623916,-0.202774,0.167782,-0.634541,-0.251499
6,0.600000,0.000000,0.000000,0.000000,0.247178,-0.606315,-0.278994,0.092593,-0.593508,-0.275935,0.169886,-0.599912,-0.277465,0.172914,-0.621868,-0.202406,0.167653,-0.632493,-0.251131
7,0.700000,0.000000,0.000000,0.000000,0.247307,-0.608363,-0.279362,0.092722,-0.595556,-0.276303,0.170014,-0.601960,-0.277832,0.173992,-0.623029,-0.202742,0.167782,-0.634541,-0.251499
