Format Version,1.23,Take Name,cam1_output_1779078745,Take Notes,,Capture Frame Rate,10,Export Frame Rate,10,Capture Start Time,2026-05-18 02:32:26 PM,Total Frames in Take,,Total Exported Frames,,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,ID,Tag0,Tag0,Tag0,Tag1,Tag1,Tag1,Tag2,Tag2,Tag2,Midpoint,Midpoint,Midpoint,Pink,Pink,Pink,Green,Green,Green
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.0000,0.000000,0.000000,0.000000,0.166191,-0.589986,-0.315305,0.019553,-0.575343,-0.317013,0.092872,-0.582664,-0.316159,0.100413,-0.605925,-0.255155,0.099076,-0.613328,-0.299930
1,0.1000,0.000000,0.000000,0.000000,0.135789,-0.677502,-0.041318,-0.010095,-0.657351,-0.049206,0.062847,-0.667427,-0.045262,0.070602,-0.664059,0.020072,0.068093,-0.689308,-0.017580
2,0.2000,0.000000,0.000000,0.000000,0.136030,-0.670005,-0.041317,-0.009918,-0.651209,-0.050056,0.063056,-0.660607,-0.045687,0.070821,-0.656975,0.018849,0.068312,-0.682223,-0.018803
3,0.3000,0.000000,0.000000,0.000000,0.166105,-0.584024,-0.313735,0.019468,-0.568369,-0.315390,0.092786,-0.576197,-0.314562,0.100327,-0.599963,-0.253585,0.098991,-0.607367,-0.298361
4,0.4000,0.000000,0.000000,0.000000,0.135852,-0.675478,-0.041667,-0.010032,-0.655327,-0.049555,0.062910,-0.665403,-0.045611,0.070665,-0.662035,0.019722,0.068156,-0.687284,-0.017929
5,0.5000,0.000000,0.000000,0.000000,0.166193,-0.590118,-0.314019,0.019553,-0.575343,-0.317013,0.092873,-0.582731,-0.315516,0.100307,-0.606912,-0.255290,0.099182,-0.612335,-0.299853
6,0.6000,0.000000,0.000000,0.000000,0.135789,-0.677502,-0.041318,-0.010137,-0.658294,-0.048833,0.062826,-0.667898,-0.045076,0.070454,-0.665007,0.020359,0.068093,-0.689308,-0.017580
7,0.7000,0.000000,0.000000,0.000000,0.166193,-0.590118,-0.314019,0.019553,-0.574331,-0.316960,0.092873,-0.582224,-0.315490,0.100413,-0.605925,-0.255155,0.099076,-0.613328,-0.299930
